('https://image1.ljcdn.com/shfdfs-image/20171209/e819dd92-18cb-4c90-b7ce-8b48f51b336f.jpg.296x216.jpg', '配套齐全的公寓，价格低，采光充足', '派克公寓  | 1室1厅 | 52.32平米 | 北 | 精装 | 无电梯', '低楼层(共6层)板楼  -  元和', '52万', '单价9939元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160706/338e28ed-150c-418c-8835-2fa4befb0260.jpg.296x216.jpg', '南亚花园 5室3厅 378万', '南亚花园  | 5室3厅 | 217平米 | 南 | 精装 | 有电梯', '高楼层(共9层)2005年建板楼  -  元和', '378万', '单价17420元/平米')
('https://image1.ljcdn.com/320500-inspection/test-71a7efae-058b-415b-9b33-5441e76b2983.png.296x216.jpg', '香城花园三区 4室2厅 285万', '香城花园三区  | 4室2厅 | 141平米 | 南 | 精装 | 有电梯', '低楼层(共9层)2008年建板楼  -  元和', '285万', '单价20213元/平米')
('https://image1.ljcdn.com/320500-inspection/ae234e61-87e3-4796-95b7-51b4f611bbd8.jpg.296x216.jpg', '有电梯的叠加别墅 100平的阁楼 装修保养好', '依云水岸   | 叠拼别墅 | 5室2厅 | 188平米 | 南 | 精装', '下叠(共6层)板楼  -  元和', '460万', '单价24469元/平米')
('https://image1.ljcdn.com/320500-inspection/test-d2cbbed6-8ac3-48eb-b57a-c08444ddbda9.png.296x216.jpg', '香城颐园精装三居室/两卫/每周保洁打扫/看房随时', '香城颐园  | 3室2厅 | 125平米 | 南 | 精装 | 有电梯', '高楼层(共18层)2011年建板楼  -  元和', '275万', '单价22000元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171022/887d5f4d-4457-4c95-8beb-746b1e7e7d12.jpg.296x216.jpg', '晨曦馨苑 2室2厅 196万', '晨曦馨苑  | 2室2厅 | 103平米 | 南 | 其他 | 有电梯', '中楼层(共15层)2008年建板楼  -  元和', '196万', '单价19030元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180117/95671878-778d-4dc1-a14a-e15dacffd076.jpg.296x216.jpg', '民用水电，通天燃气,合景4.5米精装LOFT公寓!', '合景峰汇十一期  | 1室2厅 | 46平米 | 北 | 精装 | 有电梯', '高楼层(共18层)2016年建板楼  -  活力岛', '66万', '单价14348元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170412/f49af1b9-f199-48fe-b56c-3c73b3cba322.jpg.296x216.jpg', '锦绣江南 四房大户型 南北通风 采光无遮挡！', '锦绣江南  | 4室2厅 | 166.58平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2005年建板楼  -  元和', '230万', '单价13808元/平米')
('https://image1.ljcdn.com/320500-inspection/31283f72-b6c0-46b0-be0e-5a598decf63e.jpg.296x216.jpg', '新装修，拎包人住，户型方正，南北通透，南北双阳台', '欧风丽苑  | 3室2厅 | 117.71平米 | 南 北 | 精装 | 有电梯', '高楼层(共17层)2012年建塔楼  -  元和', '240万', '单价20390元/平米')
('https://image1.ljcdn.com/320500-inspection/631167cb-20d6-4969-8a22-ca3b8bc4b52d.jpg.296x216.jpg', '欧风丽苑精装2房，zhou边配套齐全', '欧风丽苑  | 2室1厅 | 102.16平米 | 南 | 精装 | 有电梯', '高楼层(共17层)2012年建塔楼  -  元和', '225万', '单价22025元/平米')
('https://image1.ljcdn.com/320500-inspection/test-4f21e130-f4d6-4b9a-8d78-b80e15f8b2c1.png.296x216.jpg', '海亮香榭里 毛坯四房  诚意出售', '海亮香榭里  | 4室2厅 | 118平米 | 南 北 | 精装 | 有电梯', '低楼层(共23层)2015年建板楼  -  元和', '268.9万', '单价22789元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160330/7dcc3dc2-7cb2-427e-a0be-ec089cc6ed78.jpg.296x216.jpg', '嘉和丽园精装修四房，142.93平，265万', '嘉和丽园  | 4室2厅 | 142.93平米 | 暂无数据 | 其他 | 无电梯', '低楼层(共6层)2005年建板楼  -  元和', '265万', '单价18541元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171211/9e46b486-b8d1-468d-8002-a6376448389b.jpg.296x216.jpg', '花好月圆精装++通透4房，含车位，拎包入住。', '花好月圆  | 4室2厅 | 161平米 | 南 | 精装 | 有电梯', '低楼层(共28层)2012年建板楼  -  元和', '338万', '单价20994元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180111/cccfb7b3-ad3c-4b10-a632-de0f9db4a2dc.jpg.296x216.jpg', '繁花中*心 品质公寓 精装修 家具家电全留 看房提前约', '繁花中心  | 1室1厅 | 56平米 | 南 | 精装 | 有电梯', '中楼层(共18层)2014年建板楼  -  活力岛', '74万', '单价13215元/平米')
('https://image1.ljcdn.com/320500-inspection/test-265f0684-d0e7-4580-80d0-d5aaf28c2f4d.png.296x216.jpg', '恒基水漾花城 2室2厅 189万', '恒基水漾花城  | 2室2厅 | 89平米 | 南 | 毛坯 | 有电梯', '中楼层(共14层)2014年建塔楼  -  活力岛', '189万', '单价21236元/平米')
('https://image1.ljcdn.com/320500-inspection/226429b7-72d6-448a-9c63-5617242cc7bf.jpg.296x216.jpg', '合景峰汇四期3+1挑高户型，精装修带车位', '合景峰汇四期  | 4室2厅 | 108平米 | 南 | 精装 | 有电梯', '中楼层(共16层)2016年建板楼  -  活力岛', '295万', '单价27315元/平米')
('https://image1.ljcdn.com/320500-inspection/test-33e7cde0-f566-48d0-9e6e-071f16036b5b.png.296x216.jpg', '南北通透，精装三房，两房朝南，136平215万，', '元和之春  | 3室2厅 | 136平米 | 南 北 | 精装 | 有电梯', '低楼层(共11层)2006年建板楼  -  元和', '215万', '单价15809元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171105/33d85c76-da8b-4b0e-881c-95089e1d7000.jpg.296x216.jpg', '御苑家园B、C区 3室2厅 220万', '御苑家园B、C区  | 3室2厅 | 114平米 | 暂无数据 | 精装 | 无电梯', '中楼层(共5层)2006年建板楼  -  活力岛', '220万', '单价19299元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160429/6172577c-065f-419e-ba9e-2bc90d14b9c4.jpg.296x216.jpg', '橡树湾花园 1室1厅 82万', '橡树湾花园  | 1室1厅 | 45平米 | 南 | 精装 | 有电梯', '中楼层(共27层)2013年建板塔结合  -  活力岛', '82万', '单价18223元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170730/80b9771e-b289-4a20-ab09-2e0274a0e1ec.jpg.296x216.jpg', '御苑家园  精装修180平  通透4房户型好', '御苑家园B、C区  | 4室2厅 | 184.9平米 | 南 | 毛坯 | 有电梯', '高楼层(共11层)2006年建板楼  -  活力岛', '321万', '单价17361元/平米')
('https://image1.ljcdn.com/320500-inspection/b77cc131-f30f-4c0d-a92a-2015ff4ec4ad.jpg.296x216.jpg', '依云水岸 4室2厅 425万', '依云水岸   | 叠拼别墅 | 4室2厅 | 171平米 | 南 | 其他 | 无电梯', '下叠(共3层)2006年建板楼  -  元和', '425万', '单价24854元/平米')
('https://image1.ljcdn.com/320500-inspection/d9c06150-ae7e-4be3-97b5-a692e1d42dd3.jpg.296x216.jpg', '婚装三房，南北通透，低楼层，税少', '锦绣江南  | 3室2厅 | 138平米 | 南 北 | 精装 | 有电梯', '低楼层(共15层)2005年建板楼  -  元和', '245万', '单价17754元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170427/29092834-852f-46b4-be68-0610205137f7.jpg.296x216.jpg', '康锦苑 3室2厅 245万', '康锦苑  | 3室2厅 | 147平米 | 南 | 精装 | 有电梯', '高楼层(共24层)2008年建板楼  -  元和', '245万', '单价16667元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171216/cbf42ecc-bb3e-48be-9da7-6ebd3b3efa64.jpg.296x216.jpg', '华润橡树湾3期 1室1厅 230万', '华润橡树湾3期  | 1室1厅 | 127平米 | 暂无数据 | 毛坯 | 有电梯', '低楼层(共22层)塔楼  -  活力岛', '230万', '单价18111元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170609/1cf185ef-335d-42db-bdd2-72788739a6b9.jpg.296x216.jpg', '邻蠡广场 2室2厅 72万', '邻蠡广场  | 2室2厅 | 67.41平米 | 南 | 简装 | 无电梯', '中楼层(共4层)2009年建板楼  -  元和', '72万', '单价10681元/平米')
('https://image1.ljcdn.com/320500-inspection/test-fc047991-af58-4b05-b50b-6d6c37b4ee5f.png.296x216.jpg', '欧风丽苑精装两房户型方正 拎包入住交通便利', '欧风丽苑  | 2室2厅 | 82.88平米 | 南 | 精装 | 无电梯', '中楼层(共6层)2012年建塔楼  -  元和', '174万', '单价20995元/平米')
('https://image1.ljcdn.com/320500-inspection/80aeac91-4d0b-4173-ba91-417b9bf1b8d2.jpg.296x216.jpg', '合景峰汇二期 4室2厅 345万', '合景峰汇二期  | 4室2厅 | 132平米 | 南 | 其他 | 有电梯', '低楼层(共18层)2011年建板楼  -  活力岛', '345万', '单价26137元/平米')
('https://image1.ljcdn.com/320500-inspection/test-cea7462f-7063-4d62-9f8c-305fdb3c6739.png.296x216.jpg', '海亮香榭时光 朝南带阳台的大套间，诚心出售随时看房', '海亮香榭时光  | 1室1厅 | 40平米 | 南 | 其他 | 无电梯', '中楼层(共6层)2016年建板楼  -  元和', '40万', '单价10000元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171105/4be9c034-f47b-4298-8802-9a1ab78378f7.jpg.296x216.jpg', '4楼顶复，一楼3房2卫，二楼2房2储物间，含32平汽车库', '消防小区  | 5室3厅 | 118平米 | 暂无数据 | 精装 | 无电梯', '高楼层(共4层)2006年建板楼  -  元和', '320万', '单价27119元/平米')
('https://image1.ljcdn.com/320500-inspection/test-bb5fa2ba-d1ba-4b61-b748-240a72235d3e.png.296x216.jpg', '首开班芙春天花园 4室2厅 275万', '首开班芙春天花园  | 4室2厅 | 156.15平米 | 南 | 毛坯 | 有电梯', '高楼层(共25层)2015年建板楼  -  活力岛', '275万', '单价17612元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170511/ef2bd019-d1e8-48e7-ae9a-56ae65bb0a5f.jpg.296x216.jpg', '花好月圆  精装三房 采光充足  拎包入住', '花好月圆  | 3室2厅 | 108平米 | 南 | 精装 | 有电梯', '中楼层(共33层)2012年建板楼  -  元和', '215万', '单价19908元/平米')
('https://image1.ljcdn.com/320500-inspection/7ff6a758-c42e-4af6-b846-f5e6a8433dc3.jpg.296x216.jpg', '地铁两居室，带装修，诚意出售。', '香城颐园  | 2室2厅 | 93.7平米 | 南 | 其他 | 有电梯', '中楼层(共18层)2011年建板楼  -  元和', '197万', '单价21025元/平米')
('https://image1.ljcdn.com/320500-inspection/b0e0bc8a-a77a-40a8-b13f-782ce43e90a1.jpg.296x216.jpg', '高铁新城圆融广场 2室2厅 184万', '高铁新城圆融广场  | 2室2厅 | 85.9平米 | 南 | 其他 | 有电梯', '中楼层(共29层)2016年建板塔结合  -  高铁新城', '184万', '单价21421元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161204/9f34c092-7b15-4641-9100-7d09a647bc50.jpg.296x216.jpg', '古巷二村 通透大三房 带车库 看房方便', '古巷二村东区  | 3室2厅 | 138平米 | 暂无数据 | 精装 | 无电梯', '中楼层(共5层)2004年建板楼  -  元和', '236万', '单价17102元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180111/27127624-c042-44f7-a43d-7fd7cb469002.jpg.296x216.jpg', '星湖花海 婚装三房 保养很好 拎包入住', '星湖花海  | 3室2厅 | 109平米 | 南 | 精装 | 有电梯', '中楼层(共20层)2015年建板楼  -  元和', '220万', '单价20184元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/a5793de1-bc91-47a9-8435-083aa88ea0ea.png.280x210.jpg', '金辉融侨城 4室2厅 250万', '金辉融侨城  | 4室2厅 | 94平米 | 南 北 | 其他 | 有电梯', '高楼层(共24层)2013年建板楼  -  活力岛', '250万', '单价26596元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161125/d7101397-8a37-4fba-ab03-5638423a4952.jpg.296x216.jpg', '合景峰汇十期，业主变现，诚意出售', '合景峰汇十期  | 2室2厅 | 46平米 | 南 | 精装 | 有电梯', '高楼层(共19层)2013年建板楼  -  活力岛', '62万', '单价13479元/平米')
('https://image1.ljcdn.com/320500-inspection/test-8af67578-de4f-4e49-914f-9fc058fe627e.png.296x216.jpg', '欧风丽苑精装两房南北通透采光好送家具家电送自库', '欧风丽苑  | 2室2厅 | 87.28平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2007年建塔楼  -  元和', '176万', '单价20165元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171126/fd261c03-ba34-49cf-83bc-f66c2aec0810.jpg.296x216.jpg', '合景峰汇二期  3房2厅2卫送大阳台 看房方便', '合景峰汇二期  | 3室2厅 | 98平米 | 南 | 简装 | 有电梯', '低楼层(共23层)板楼  -  活力岛', '220万', '单价22449元/平米')
('https://image1.ljcdn.com/320500-inspection/test-805e176f-5f6e-442f-88fe-1a31e0a02386.png.296x216.jpg', '元和之春，三室两厅两卫，单价16371，随时可看', '元和之春  | 3室2厅 | 146.6平米 | 南 | 简装 | 无电梯', '低楼层(共10层)2006年建板楼  -  元和', '240万', '单价16372元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170320/2c7e3129-d9db-44ec-89ff-752fdabf0ac7.jpg.296x216.jpg', '多层洋房，精装自住，精装带两汽车库', '御窑花园  | 2室2厅 | 81平米 | 南 | 精装 | 无电梯', '中楼层(共5层)2006年建板楼  -  活力岛', '183万', '单价22593元/平米')
('https://image1.ljcdn.com/320500-inspection/test-7c545a60-d831-4ee5-94d2-7c7683f54994.png.296x216.jpg', '合景峰汇六期 4室2厅 316万', '合景峰汇六期  | 4室2厅 | 143平米 | 南 | 毛坯 | 有电梯', '高楼层(共21层)2012年建板楼  -  活力岛', '316万', '单价22098元/平米')
('https://image1.ljcdn.com/320500-inspection/849183da-e43f-4182-9bd8-b17df4f9328c.jpg.296x216.jpg', '香城花园三区 3室2厅 235万', '香城花园三区  | 3室2厅 | 112平米 | 南 | 其他 | 无电梯', '低楼层(共6层)2008年建板楼  -  元和', '235万', '单价20983元/平米')
('https://image1.ljcdn.com/320500-inspection/0abe91d9-a1e9-4acf-a19f-0857a1994857.jpg.296x216.jpg', '133平大三房，210万，精装修，南北通透，小区环境好', '锦绣江南  | 3室2厅 | 133平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)2005年建板楼  -  元和', '210万', '单价15790元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160721/30e6d65a-1357-447a-ac55-fa008cd9cebd.jpg.296x216.jpg', '精装两房  86平190万  诚意出售', '康桥丽都  | 2室2厅 | 86.56平米 | 南 | 精装 | 有电梯', '低楼层(共24层)2011年建板楼  -  元和', '190万', '单价21951元/平米')
('https://image1.ljcdn.com/320500-inspection/45b9c9f0-3046-499f-84a9-cc73c6068614.jpg.296x216.jpg', '合景峰汇四期 4室2厅 276万', '合景峰汇四期  | 4室2厅 | 126平米 | 南 | 毛坯 | 有电梯', '中楼层(共16层)2016年建板楼  -  活力岛', '276万', '单价21905元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170731/c31f3a07-52a4-43c0-9ab4-f6615052dc22.jpg.296x216.jpg', '南亚花园精装修一室，配套齐全，采光好', '南亚花园  | 1室1厅 | 56.8平米 | 南 | 精装 | 有电梯', '低楼层(共3层)2005年建板楼  -  元和', '98万', '单价17254元/平米')
('https://image1.ljcdn.com/320500-inspection/3b241513-4de6-4e13-aa75-82926831be2d.jpg.296x216.jpg', '香城颐园 大四房 看房随时方便  房东诚心出售', '香城颐园  | 4室2厅 | 116平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2011年建板楼  -  元和', '280万', '单价24138元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171026/91b3a50c-f991-4cb4-a1c8-97ddce33d25e.jpg.296x216.jpg', '交通便利，出行方便，设施齐全。', '凯翔国际广场公寓  | 1室1厅 | 61.95平米 | 南 | 精装 | 有电梯', '高楼层(共33层)2009年建板楼  -  元和', '70万', '单价11300元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171210/d4640d5d-801e-41ce-943b-28e6b63939e5.jpg.296x216.jpg', '橡树湾三期 经典复式三房 业主诚心 看房方便', '华润橡树湾3期  | 3室2厅 | 107平米 | 暂无数据 | 毛坯 | 有电梯', '低楼层(共22层)2016年建塔楼  -  活力岛', '205万', '单价19159元/平米')
('https://image1.ljcdn.com/320500-inspection/test-9dccca0d-58d9-4cb7-a77b-fad0faf68661.png.296x216.jpg', '二号线的公园 2室2厅 180万', '二号线的公园  | 2室2厅 | 89平米 | 南 北 | 其他 | 有电梯', '低楼层(共27层)2017年建板塔结合  -  高铁新城', '180万', '单价20225元/平米')
('https://image1.ljcdn.com/320500-inspection/521c637c-676c-4170-8a53-73f6b47bca9a.jpg.296x216.jpg', '合景峰汇四期 小区中间位置 中间楼层 三房双卫 精装修', '合景峰汇四期  | 3室2厅 | 93平米 | 南 | 精装 | 有电梯', '中楼层(共16层)2016年建板楼  -  活力岛', '225万', '单价24194元/平米')
('https://image1.ljcdn.com/320500-inspection/test-3ba4e52f-60cd-4ae2-b31d-d2d3e142b9d7.png.296x216.jpg', '香城花园三期 精装修三室 多层 满五年唯一', '香城花园三区  | 3室2厅 | 108平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2008年建板楼  -  元和', '225万', '单价20834元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160709/2004a8e3-616c-42bd-a331-dcc54be573a7.jpg.296x216.jpg', '精装超大三房 楼层好 视野宽阔 看房方便', '花南家园  | 3室2厅 | 128平米 | 南 北 | 精装 | 有电梯', '高楼层(共25层)2009年建板楼  -  元和', '210万', '单价16407元/平米')
('https://image1.ljcdn.com/320500-inspection/7d64f072-65c3-4f3c-b1e0-7be0068b3880.jpg.296x216.jpg', '华润橡树湾三期，毛坯四房，复式', '华润橡树湾3期  | 4室2厅 | 127.41平米 | 南 | 其他 | 有电梯', '高楼层(共21层)2016年建塔楼  -  活力岛', '245万', '单价19230元/平米')
('https://image1.ljcdn.com/320500-inspection/79de476c-c960-4b68-bfe0-ae5d6e90d451.jpg.296x216.jpg', '御窑花园 3室2厅 230万', '御窑花园  | 3室2厅 | 138平米 | 南 | 精装 | 无电梯', '低楼层(共5层)2006年建板楼  -  活力岛', '230万', '单价16667元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170509/8302c294-7970-424a-ba8f-3b6ca1e4a1d2.jpg.296x216.jpg', '万家邻里，朝南精装公寓，4.5米挑高，送家具家电', '万家邻里中心  | 4室2厅 | 50平米 | 南 | 精装 | 有电梯', '中楼层(共10层)2014年建板楼  -  活力岛', '95万', '单价19000元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170519/a86dfe3f-689a-4816-ada7-a1cff1d5c347.jpg.296x216.jpg', '合景四期 通透四房 户型方正 中高楼层 视野开阔', '合景峰汇四期  | 4室2厅 | 125.8平米 | 南 北 | 精装 | 有电梯', '高楼层(共16层)2016年建板楼  -  活力岛', '337万', '单价26789元/平米')
('https://image1.ljcdn.com/320500-inspection/3285a366-d130-4281-80c8-0a1d57818627.jpg.296x216.jpg', '高铁新城金科观天下，精装修小三房，从未住人', '金科观天下  | 3室2厅 | 95平米 | 南 | 其他 | 有电梯', '高楼层(共33层)2018年建塔楼  -  高铁新城', '249万', '单价26211元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170722/a10c8c77-931a-46f4-b83d-9ad9795c25e9.jpg.296x216.jpg', '首开春天花园 精装修 中等楼层 满五唯一', '首开班芙春天花园  | 4室2厅 | 171平米 | 南 | 精装 | 有电梯', '中楼层(共25层)2015年建板楼  -  活力岛', '320万', '单价18714元/平米')
('https://image1.ljcdn.com/320500-inspection/a40ea0ce-3f31-48a0-b15c-dab1b0e70e2a.jpg.296x216.jpg', '橡树湾花园 精装满两年 诚心出售价格可谈', '橡树湾花园  | 1室1厅 | 45.09平米 | 南 | 精装 | 有电梯', '中楼层(共27层)2013年建板塔结合  -  活力岛', '88万', '单价19517元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_uploadc9af6b8a-fa07-4481-bdca-4651f535d7d3.jpg.296x216.jpg', '70年产权小户型，带阳台，卫生间干湿分离，厨房通风，', '康桥丽都  | 1室1厅 | 42平米 | 北 | 其他 | 有电梯', '中楼层(共24层)2010年建板楼  -  元和', '70万', '单价16667元/平米')
('https://image1.ljcdn.com/320500-inspection/a162bd9d-ac52-45d1-a29e-bd82843b5997.jpg.296x216.jpg', '合景简单大三房，全南户型。高楼层，采光视野好。', '合景峰汇六期  | 3室2厅 | 94平米 | 南 | 简装 | 有电梯', '高楼层(共21层)2016年建板楼  -  活力岛', '220万', '单价23405元/平米')
('https://image1.ljcdn.com/320500-inspection/test-9d1b7664-4ab7-4bc2-84c9-0dfbd9613356.png.296x216.jpg', '精装修，家具家电全留，拎包入住，诚心出售', '橡树湾花园  | 3室2厅 | 139.5平米 | 南 | 其他 | 有电梯', '中楼层(共16层)2012年建板楼  -  活力岛', '286万', '单价20502元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170529/648e1568-f33f-4b6a-8706-5b838c29401d.jpg.296x216.jpg', '天湖之春 272平8室 四开间朝南 送汽车库和自行车库', '天湖之春  | 8室3厅 | 272平米 | 南 | 精装 | 无电梯', '高楼层(共4层)2000年建板楼  -  元和', '430万', '单价15809元/平米')
('https://image1.ljcdn.com/320500-inspection/46295986-aafd-4cba-9ee7-a6a57673b9cc.jpg.296x216.jpg', '城立方，复式3房，满两年，南北通透，楼层高，采光足', '华润城立方  | 3室2厅 | 102平米 | 南 北 | 简装 | 有电梯', '高楼层(共18层)2015年建板楼  -  活力岛', '235万', '单价23040元/平米')
('https://image1.ljcdn.com/320500-inspection/da7990da-489b-4fb1-8a62-d98175757e2e.jpg.296x216.jpg', '华润城立方 三房精装修 东西全留 拎包入住 看房方便', '华润城立方  | 3室2厅 | 96平米 | 南 | 其他 | 有电梯', '低楼层(共17层)2015年建板楼  -  活力岛', '286万', '单价29792元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161016/fcf2816c-0a88-440b-879e-f54e632b2323.jpg.296x216.jpg', '晨曦馨苑 2室2厅 256万', '晨曦馨苑  | 2室2厅 | 100平米 | 南 | 毛坯 | 无电梯', '低楼层(共5层)2008年建板楼  -  元和', '256万', '单价25600元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161120/5a19a535-de8a-432e-81ca-83c8f47db91a.jpg.296x216.jpg', '全南三房 宜居住 诚心出售 小区前排 满五年', '合景峰汇四期  | 3室2厅 | 96平米 | 南 | 精装 | 有电梯', '低楼层(共16层)2016年建板楼  -  活力岛', '220万', '单价22917元/平米')
('', '楼层好，弧形窗，采光视野好，配套设施齐全', '智海商务广场  | 1室1厅 | 46.69平米 | 暂无数据 | 简装 | 有电梯', '低楼层(共13层)2011年建板楼  -  活力岛', '41万', '单价8782元/平米')
('https://image1.ljcdn.com/320500-inspection/6c771c0e-a190-46c2-a644-3904aaaac973.jpg.296x216.jpg', '水韵花都二期毛坯四房可随意装修改造', '水韵花都家园二期  | 4室2厅 | 139.45平米 | 南 | 毛坯 | 有电梯', '高楼层(共26层)2015年建板楼  -  活力岛', '285万', '单价20438元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_uploade649d7dd-8d90-410e-a463-3fd9fabca055.jpg.296x216.jpg', '繁花中心 1室1厅 80万', '繁花中心  | 1室1厅 | 60平米 | 南 | 精装 | 有电梯', '高楼层(共18层)2014年建板楼  -  活力岛', '80万', '单价13334元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171128/b158f43d-16b8-4ff6-a150-e87aeb96c777.jpg.296x216.jpg', '泰元家园 精装三房 高楼层 采光好 户型方正', '泰元家园  | 3室2厅 | 113平米 | 南 | 精装 | 无电梯', '高楼层(共5层)2005年建板楼  -  元和', '184万', '单价16284元/平米')
('https://image1.ljcdn.com/320500-inspection/e4211582-d4d7-469e-82c4-741b7a6d149d.jpg.296x216.jpg', '70年产权小户型，带阳台，卫生间干湿分离，厨房通风，', '康桥丽都  | 1室1厅 | 41.58平米 | 北 | 其他 | 有电梯', '高楼层(共24层)2010年建板楼  -  元和', '65万', '单价15633元/平米')
('https://image1.ljcdn.com/320500-inspection/efa8ba6a-099c-4736-ac7e-cabd9a9c25dd.jpg.296x216.jpg', '凯翔70年产权公寓 精装 民用水电', '凯翔国际广场公寓  | 2室2厅 | 93.88平米 | 南 | 其他 | 有电梯', '低楼层(共33层)2009年建板楼  -  元和', '130万', '单价13848元/平米')
('https://image1.ljcdn.com/320500-inspection/test-446636ec-05f1-431b-88d1-550c58e0ae31.png.296x216.jpg', '欧风丽苑精装两房满五唯一 送家具家电送自库', '欧风丽苑  | 2室2厅 | 87.04平米 | 南 | 其他 | 无电梯', '低楼层(共6层)2007年建塔楼  -  元和', '170万', '单价19532元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170417/10b11b93-0afd-4519-9a4c-007b4bbee2e3.jpg.296x216.jpg', '晨曦怡庭，精装修，带花园，环境好', '晨曦怡庭  | 3室2厅 | 223平米 | 南 | 精装 | 无电梯', '低楼层(共5层)2015年建板楼  -  元和', '409万', '单价18341元/平米')
('https://image1.ljcdn.com/320500-inspection/b106efd5-82fe-438f-9611-be57dd907b4f.jpg.296x216.jpg', '中翔商贸城二区 七十年产权 诚意出售  看房方便', '中翔商贸城二区  | 2室2厅 | 101.84平米 | 南 | 其他 | 有电梯', '中楼层(共23层)2006年建板楼  -  元和', '132万', '单价12962元/平米')
('https://image1.ljcdn.com/320500-inspection/b6aea618-3b23-4ed2-96e6-b5f1133e8c8a.jpg.296x216.jpg', '尚景湾 精装婚房 满二年 中等楼层', '尚景湾  | 2室1厅 | 99.93平米 | 南 北 | 精装 | 有电梯', '中楼层(共24层)2015年建板楼  -  黄桥', '210万', '单价21015元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170423/18f93bd8-2dd2-4fde-a6d2-181920a66183.jpg.296x216.jpg', '元和之春 精装修大三房 户型方正 中间楼层 采光好', '元和之春  | 3室2厅 | 136平米 | 南 | 精装 | 无电梯', '中楼层(共11层)2006年建板楼  -  元和', '256万', '单价18824元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160709/9af54349-0b4b-40a6-b893-53b1c709dc38.jpg.296x216.jpg', '西子花园 3室2厅 185万', '西子花园  | 3室2厅 | 109.16平米 | 南 | 精装 | 无电梯', '高楼层(共9层)2010年建板楼  -  元和', '185万', '单价16948元/平米')
('https://image1.ljcdn.com/320500-inspection/test-b43d2d21-500e-4283-9465-0b27efdbf8f0.png.296x216.jpg', '天虹品上中心 1室1厅 68万', '天虹品上中心  | 1室1厅 | 52平米 | 西 | 精装 | 有电梯', '中楼层(共26层)板楼  -  元和', '68万', '单价13077元/平米')
('https://image1.ljcdn.com/320500-inspection/da0e73a3-a262-4101-bf39-6183eb11ef32.jpg.296x216.jpg', '中惠晨曦馨苑 南北朝向 南北200平院子 诚心售', '晨曦馨苑  | 4室2厅 | 124平米 | 南 | 其他 | 无电梯', '低楼层(共5层)2008年建板楼  -  元和', '400万', '单价32259元/平米')
('https://image1.ljcdn.com/320500-inspection/test-54876240-d775-4e05-8b8e-f1ef3f15a66d.png.296x216.jpg', '华润橡树湾3期 3室2厅 245万', '华润橡树湾3期  | 3室2厅 | 129.8平米 | 暂无数据 | 毛坯 | 有电梯', '低楼层(共22层)2016年建塔楼  -  活力岛', '245万', '单价18876元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171227/07579dc2-6946-407b-b85a-d178c4a50aa0.jpg.296x216.jpg', '融创81栋 6室3厅 1250万', '融创81栋   | 双拼别墅 | 6室3厅 | 449平米 | 南 | 毛坯 | 无电梯', '1层2009年建板楼  -  黄埭', '1250万', '单价27840元/平米')
