('https://image1.ljcdn.com/370200-inspection/1e981338-8854-4319-b37f-00f04dcca510.JPG.296x216.jpg', '瑞纳花园 小高层套三 户型方正 距离地铁11号线500米', '瑞纳花园  | 3室1厅 | 115.43平米 | 南 西 | 其他 | 有电梯', '中楼层(共12层)2000年建板楼  -  石老人', '406万', '单价35173元/平米')
('https://image1.ljcdn.com/370200-inspection/rsp_pic_upload624d5456-0e53-4fa5-a2d4-80bc40e89f5a.jpg.296x216.jpg', '天林家园精装修套二 双南卧北厅南北通透', '天林家园  | 2室2厅 | 86.41平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2000年建板楼  -  北村', '285万', '单价32983元/平米')
('https://image1.ljcdn.com/370200-inspection/4e3c007e-1531-454a-be98-6d6cea4e6370.jpg.296x216.jpg', '亚麦花园 复式带阁楼 南北通透 采光好 视野好', '亚麦花园  | 5室2厅 | 300.01平米 | 南 北 | 其他 | 无电梯', '低楼层(共5层)2001年建板楼  -  雕塑园', '1350万', '单价44999元/平米')
('https://image1.ljcdn.com/370200-inspection/75230ac7-23e2-4eaa-9480-767d633e55b0.jpg.296x216.jpg', '竹韵山色，保护好，带家具，2012年花园小区，诚心出售', '竹韵山色二期  | 1室2厅 | 68.09平米 | 南 | 其他 | 有电梯', '中楼层(共16层)2011年建板楼  -  北村', '200万', '单价29373元/平米')
('https://image1.ljcdn.com/370200-inspection/38e77d55-d76a-4c6f-bf25-ae4aec246451.jpg.296x216.jpg', '前海花园 多层顶加阁 阁楼利用率70% 双南卧东明厅', '前海花园  | 5室2厅 | 85.51平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2000年建板楼  -  西姜', '305万', '单价35669元/平米')
('https://image1.ljcdn.com/370200-inspection/308cd04a-7be8-4620-8b02-7dd8d6deb243.jpg.296x216.jpg', '海尔东城国际 精装套二 满五年 保护好 位置好 诚心卖', '海尔东城国际北区  | 2室2厅 | 104.61平米 | 南 北 | 精装 | 有电梯', '中楼层(共17层)2008年建板楼  -  颐中体育场', '408万', '单价39003元/平米')
('https://image1.ljcdn.com/370200-inspection/test-ba80a6e7-6de7-4bd2-9335-f0bf8163b0dc.png.296x216.jpg', '金光丽海新园 一楼带院 精装修 海景房', '金光丽海新园  | 3室2厅 | 140.9平米 | 南 北 | 精装 | 无电梯', '低楼层(共8层)2000年建板楼  -  西姜', '490万', '单价34777元/平米')
('https://image1.ljcdn.com/370200-inspection/test-7f99a62e-f72f-421c-9ea4-4b87474b14e8.png.296x216.jpg', '开泰锦城 精装通透套二 全明户型 高楼层不挡光视野佳', '开泰锦城  | 2室1厅 | 92.06平米 | 南 | 精装 | 有电梯', '高楼层(共30层)2014年建板楼  -  北村', '335万', '单价36390元/平米')
('https://image1.ljcdn.com/370200-inspection/571c930e-59f0-4ff8-89e9-1d840510b69e.JPG.296x216.jpg', '1楼带院，小错层，古典式装修风格，满5年唯一', '悦海豪庭  | 4室2厅 | 204.95平米 | 南 北 | 其他 | 无电梯', '低楼层(共5层)2003年建板楼  -  石老人', '880万', '单价42938元/平米')
('https://image1.ljcdn.com/370200-inspection/b610b2c6-3314-4df4-a1cb-fb61b3e4beb8.JPG.296x216.jpg', '山水名园二期，复式，户型方正，海景好。', '山水名园二期  | 2室2厅 | 128.01平米 | 南 | 精装 | 有电梯', '低楼层(共16层)2009年建板楼  -  石老人', '473万', '单价36951元/平米')
('https://image1.ljcdn.com/370200-inspection/58af5133-8de9-49bc-9198-1f2455b48056.jpg.296x216.jpg', '尚东区 全明户型套二 满五唯一 精装未住 位置安静', '青建尚东区  | 2室2厅 | 88.62平米 | 南 | 其他 | 有电梯', '低楼层(共21层)2009年建板楼  -  汽车东站', '370万', '单价41752元/平米')
('https://image1.ljcdn.com/370200-inspection/393f55e1-cdcd-47c3-98a2-7fd6e744923c.jpg.296x216.jpg', '橄榄城新上套三 不临街 不靠路 采光好 户型方正', '青建橄榄城  | 3室2厅 | 139.43平米 | 南 | 其他 | 有电梯', '高楼层(共28层)2008年建板楼  -  北村', '465万', '单价33351元/平米')
('https://image1.ljcdn.com/370200-inspection/a85e952a-24a6-4ceb-a45a-f6c5928bd7eb.jpg.296x216.jpg', '新上高楼层精装修套二 采光视野俱佳', '鲁信含章花园  | 2室2厅 | 96平米 | 南 北 | 其他 | 有电梯', '中楼层(共30层)2012年建板楼  -  北村', '365万', '单价38021元/平米')
('https://image1.ljcdn.com/370200-inspection/f1fe3a22-6022-47c7-a217-ff6e8476fffc.jpg.296x216.jpg', '南区带电梯，顶复式，价格可谈，诚心出售。', '海尔东城国际南区  | 4室4厅 | 197.93平米 | 南 北 | 其他 | 有电梯', '高楼层(共11层)2006年建板楼  -  颐中体育场', '880万', '单价44461元/平米')
('https://image1.ljcdn.com/370200-inspection/8618e3f9-f0d5-47e2-a2bd-bef3ededb560.jpg.296x216.jpg', '亚麦山城二期  精装修套二，满五不唯一 诚意出售', '亚麦山城二期  | 2室1厅 | 79.81平米 | 东南 北 | 其他 | 有电梯', '中楼层(共14层)2009年建板楼  -  雕塑园', '288万', '单价36086元/平米')
('https://image1.ljcdn.com/370200-inspection/2068edd2-af68-4686-a775-437fe8e7c0dd.jpg.296x216.jpg', '多层顶复式，实际使用面积300平，全海景视野位置好', '天泰馥香谷一期  | 5室2厅 | 244.9平米 | 南 北 | 其他 | 无电梯', '中楼层(共5层)2001年建板楼  -  雕塑园', '1100万', '单价44917元/平米')
('https://image1.ljcdn.com/370200-inspection/bfcbee0c-a056-4394-a0fb-8fe58d58dc2f.jpg.296x216.jpg', '多层带电梯三居室 诚心卖 看小区花园 视野开阔', '荣美御园二期  | 3室2厅 | 118.54平米 | 南 北 | 其他 | 有电梯', '中楼层(共8层)2005年建板楼  -  雕塑园', '580万', '单价48929元/平米')
('https://image1.ljcdn.com/370200-inspection/da9aad9b-584b-484b-adab-f2de0eff4b2f.jpg.296x216.jpg', '福润山庄 大复式 视野开阔 采光好  带车库', '福润山庄建飞花园四期  | 5室3厅 | 308.68平米 | 南 北 | 精装 | 无电梯', '中楼层(共5层)2005年建板楼  -  雕塑园', '1200万', '单价38876元/平米')
('https://image1.ljcdn.com/370200-inspection/cda69fc4-f267-42fb-9240-7c9b704da251.jpg.296x216.jpg', '恒易慧心园，大套三双卫，楼层合适采光足', '恒易慧心园  | 3室2厅 | 145.14平米 | 南 | 其他 | 有电梯', '低楼层(共18层)2012年建板楼  -  颐中体育场', '580万', '单价39962元/平米')
('https://image1.ljcdn.com/370200-inspection/test-b419d48a-d82d-4fd2-a8e0-dee457054144.png.296x216.jpg', '轻轨11号线 精装套二 带南向大阳台 业主诚售 安静楼座', '爱丁堡国际公寓  | 2室1厅 | 85.59平米 | 南 | 其他 | 有电梯', '中楼层(共23层)2011年建板楼  -  张村', '302万', '单价35285元/平米')
('https://image1.ljcdn.com/370200-inspection/1fa741a9-aa04-41da-8255-a43f4384b73b.jpg.296x216.jpg', '高楼层，采光好，视野棒，拎包入住。', '鲁信含章花园  | 1室2厅 | 61平米 | 南 | 其他 | 有电梯', '中楼层(共30层)2012年建板楼  -  北村', '210万', '单价34427元/平米')
('https://image1.ljcdn.com/370200-inspection/ff86568b-d376-46de-872a-e353c0c73089.jpg.296x216.jpg', '北国之春七星花园 精装套二 高楼层 双南采光 不靠路', '北国之春七星花园  | 2室1厅 | 80.44平米 | 南 | 精装 | 有电梯', '高楼层(共18层)2008年建板楼  -  北村', '275万', '单价34187元/平米')
('https://image1.ljcdn.com/370200-inspection/68e9e14f-fdff-4f23-8474-a1d4d9c3b6c8.jpg.296x216.jpg', '地铁口 凯旋山庄 精装修  全海景', '凯旋山庄  | 3室2厅 | 117.77平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2001年建板楼  -  雕塑园', '660万', '单价56042元/平米')
('https://image1.ljcdn.com/370200-inspection/9f652baa-2a87-46e3-b891-140a68ee558d.jpg.296x216.jpg', '鲁信长春花园B户型，小区里  位置好 楼层高   看浮山', '鲁信长春花园  | 3室2厅 | 137.53平米 | 南 北 | 精装 | 有电梯', '高楼层(共11层)2006年建板楼  -  颐中体育场', '570万', '单价41446元/平米')
('https://image1.ljcdn.com/370200-inspection/2a7737ce-a709-4d72-857e-be6cdeaf5663.jpg.296x216.jpg', '丽海馨苑多层套二，可以改套三，南北通透，看房方便', '丽海馨苑  | 2室2厅 | 102.79平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)2005年建板楼  -  崂山CBD', '390万', '单价37942元/平米')
('https://image1.ljcdn.com/370200-inspection/5c7c5777-1a50-46cd-b13b-a777d098fcc8.jpg.296x216.jpg', '丽海馨苑  高层套一 可改套二 视野好 无遮挡', '丽海馨苑  | 1室1厅 | 81.43平米 | 南 | 简装 | 有电梯', '高楼层(共18层)2010年建板楼  -  崂山CBD', '303万', '单价37210元/平米')
('https://image1.ljcdn.com/370200-inspection/e000c486-a5d8-4216-8945-4280226af467.jpg.296x216.jpg', '看山看海大三居 单价总价低 出门就是地铁口', '金都碧海山庄  | 3室1厅 | 147.36平米 | 南 北 | 其他 | 无电梯', '高楼层(共7层)1995年建板楼  -  雕塑园', '550万', '单价37324元/平米')
('https://image1.ljcdn.com/370200-inspection/3c2efc3c-9a70-4bfb-b17b-2b6d58d016cf.jpg.296x216.jpg', '金帝山庄观山看海 五楼加阁楼 127平+127平利用的复式', '金帝山庄  | 5室1厅 | 127.01平米 | 南 北 | 其他 | 无电梯', '高楼层(共5层)2002年建板楼  -  雕塑园', '730万', '单价57476元/平米')
('https://image1.ljcdn.com/370200-inspection/037987d6-dcce-43b9-bdf2-9211ede42827.jpg.296x216.jpg', '中高楼层，采光好，厨卫自己才精装整治过。', '鲁信长春花园  | 2室1厅 | 104.83平米 | 南 | 精装 | 有电梯', '中楼层(共20层)2006年建板楼  -  颐中体育场', '375万', '单价35773元/平米')
('https://image1.ljcdn.com/370200-inspection/1210bfcc-c25f-4db5-bc62-47dbfc48e6f3.jpg.296x216.jpg', '东城国际，精装大套三  省税  看房方便  诚心出售', '海尔东城国际北区  | 3室2厅 | 160.93平米 | 南 北 | 精装 | 有电梯', '中楼层(共22层)2008年建板塔结合  -  颐中体育场', '495万', '单价30759元/平米')
('https://image1.ljcdn.com/370200-inspection/rsp_pic_uploadab4d85cf-44f0-4267-89a5-03647c7b3ddd.jpg.296x216.jpg', '书香门第精装大套四拎包入住送车库', '书香门第  | 4室2厅 | 165.25平米 | 南 北 | 其他 | 无电梯', '中楼层(共5层)2008年建板楼  -  石老人', '650万', '单价39335元/平米')
('https://image1.ljcdn.com/370200-inspection/208ce602-1125-4708-9b37-8c899a1210c0.jpg.296x216.jpg', '品质物业，精装大套二，南北通透，人车分流，拎包入住', '鲁信含章花园  | 2室1厅 | 107.82平米 | 南 北 | 其他 | 有电梯', '低楼层(共30层)2012年建板楼  -  北村', '380万', '单价35244元/平米')
('https://image1.ljcdn.com/370200-inspection/922982f0-4301-4851-acb1-e505154f9911.jpg.296x216.jpg', '温哥华花园新上套二，南北通透，采光好，位置安静', '温哥华花园  | 2室2厅 | 106.69平米 | 南 | 其他 | 有电梯', '中楼层(共22层)2008年建板楼  -  北村', '340万', '单价31869元/平米')
('https://image1.ljcdn.com/370200-inspection/177c6d41-9e1c-46ca-91cf-e567d0f7daed.jpg.296x216.jpg', '品质小区，多层顶加阁，视野好，赠送地上南向车库。', '梅海园  | 4室2厅 | 132.78平米 | 南 | 精装 | 无电梯', '高楼层(共5层)2002年建板楼  -  雕塑园', '690万', '单价51966元/平米')
('https://image1.ljcdn.com/370200-inspection/21a15a63-f3a3-4759-9a0c-c95624207db8.jpg.296x216.jpg', '含章精装套一，清风户型，业主诚心出售，满两年', '鲁信含章花园  | 1室2厅 | 61.68平米 | 南 | 其他 | 有电梯', '低楼层(共30层)2012年建板楼  -  北村', '202万', '单价32750元/平米')
('https://image1.ljcdn.com/370200-inspection/0a77c506-be06-4d1e-8c38-0367f6e08804.JPG.296x216.jpg', '石老人花园西区。新降20万！多层6楼大2居。户型正急售', '石老人花园西区  | 2室2厅 | 102.55平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)2000年建板楼  -  石老人', '350万', '单价34130元/平米')
('https://image1.ljcdn.com/370200-inspection/c971122d-9c35-4980-84f7-c9187cd6749d.jpg.296x216.jpg', '山水名园二期，高层看海，价格优惠。', '山水名园二期  | 2室2厅 | 127.98平米 | 南 | 其他 | 有电梯', '低楼层(共12层)2009年建板楼  -  石老人', '460万', '单价35944元/平米')
('https://image1.ljcdn.com/370200-inspection/rsp_pic_uploadbd222ec1-a554-48b6-aa09-52bcc6944cc9.jpg.296x216.jpg', '139平+139平复式，送俩车位，送俩院子，精装拎包入住', '远洋风景  | 3室3厅 | 139.27平米 | 南 北 | 精装 | 有电梯', '低楼层(共22层)2013年建板楼  -  颐中体育场', '950万', '单价68213元/平米')
('https://image1.ljcdn.com/370200-inspection/6e936003-71c3-4105-9f91-6a3ce9ff1399.jpg.296x216.jpg', '左岸风度 精装套三 业主诚心卖 双南卧一北卧 南客厅', '左岸风度  | 3室2厅 | 135.94平米 | 南 北 | 其他 | 有电梯', '中楼层(共11层)2006年建板楼  -  西韩', '410万', '单价30161元/平米')
('https://image1.ljcdn.com/370200-inspection/61626404-d142-4a12-b56e-7ed2c1bf364b.jpg.296x216.jpg', '汇海山庄 联排别墅 精装修 满五年', '汇海山庄  | 4室2厅 | 234.9平米 | 南 北 | 精装 | 无电梯', '3层2003年建暂无数据  -  西姜', '1150万', '单价48958元/平米')
('https://image1.ljcdn.com/370200-inspection/84a53c43-178a-4bc8-bb74-a1f41b2831ff.jpg.296x216.jpg', '七星花园，满两年，精装套三改大套二。', '北国之春七星花园  | 3室2厅 | 121平米 | 南 北 | 精装 | 有电梯', '低楼层(共16层)2008年建板楼  -  北村', '420万', '单价34711元/平米')
('https://image1.ljcdn.com/370200-inspection/rsp_pic_upload936feeed-da19-4cfd-badb-67e205da82b4.jpg.296x216.jpg', '精装修，南北通透，全明户型，楼间距大采光视野好', '北国之春采菊苑  | 2室2厅 | 100.85平米 | 南 北 | 精装 | 有电梯', '低楼层(共18层)2009年建板楼  -  北村', '327万', '单价32425元/平米')
('https://image1.ljcdn.com/370200-inspection/test-cdd9cee2-696c-43a0-a3ca-8f53cefe421c.png.296x216.jpg', '精装修基本没住过，随时看房，全明通透三居室，总价低', '山水名园二期  | 3室2厅 | 130.4平米 | 南 北 | 其他 | 有电梯', '低楼层(共16层)2009年建板楼  -  石老人', '478万', '单价36657元/平米')
('https://image1.ljcdn.com/370200-inspection/05f75fe7-b00b-45cf-9122-b505758c36c8.jpg.296x216.jpg', '城建竹韵山色 欧式洋房 新小区 通透大套二 省税精装', '竹韵山色二期  | 2室1厅 | 91.53平米 | 南 北 | 其他 | 有电梯', '高楼层(共12层)2011年建板楼  -  北村', '335万', '单价36601元/平米')
('https://image1.ljcdn.com/370200-inspection/525984fa-ac9c-4f51-bc95-582338bb5bf1.jpg.296x216.jpg', '鲁信长春花园。观景楼，不临街不靠路，满五年，急售！', '鲁信长春花园  | 3室2厅 | 136.43平米 | 南 北 | 其他 | 有电梯', '低楼层(共11层)2006年建板楼  -  颐中体育场', '530万', '单价38848元/平米')
('https://image1.ljcdn.com/370200-inspection/9827482d-715c-42db-9af7-8290140589da.jpg.296x216.jpg', '风管委宿舍 2013年装修 保护的好 直接拎包住 楼层佳', '风管委宿舍  | 2室1厅 | 86.53平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)1998年建板楼  -  崂山CBD', '370万', '单价42760元/平米')
('https://image1.ljcdn.com/370200-inspection/0a65e52e-3821-43c8-9c49-a22cacde9137.jpg.296x216.jpg', '多层套二，南北通透，两个南卧，南向客厅，采光充足', '金岭新村  | 2室1厅 | 79.04平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)1998年建板楼  -  崂山CBD', '275万', '单价34793元/平米')
('https://image1.ljcdn.com/370200-inspection/22843d58-581e-46c2-a9b7-942ea0c44af9.jpg.296x216.jpg', '鲁信通透套二，不临街不靠路，满五年，诚意出售，可看', '鲁信长春花园  | 2室2厅 | 110平米 | 南 | 精装 | 有电梯', '高楼层(共11层)2006年建板楼  -  颐中体育场', '439万', '单价39910元/平米')
('https://image1.ljcdn.com/370200-inspection/rsp_pic_upload3dd0534d-e276-46af-9ec6-16e5513c1c7a.jpg.296x216.jpg', '世纪华庭 顶加阁 利用率大 楼座位置好 安静不吵', '世纪华庭  | 3室1厅 | 137.46平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)2003年建板楼  -  北村', '495万', '单价36011元/平米')
('https://image1.ljcdn.com/370200-inspection/3bb22906-2b54-4234-8fb2-86b84a5db4b5.JPG.296x216.jpg', '国际花园 精装少住 一南双北卧南大客厅 带大平台', '国际花园  | 3室2厅 | 176平米 | 南 | 精装 | 有电梯', '低楼层(共28层)2009年建板楼  -  崂山CBD', '530万', '单价30114元/平米')
('https://image1.ljcdn.com/370200-inspection/c591b121-bb03-4dbc-87e2-4c78fbd494c1.jpg.296x216.jpg', '鲁信长春 多层电梯洋房 满五唯一 采光好 保护好', '鲁信长春花园  | 2室1厅 | 115.45平米 | 南 北 | 其他 | 有电梯', '低楼层(共6层)2006年建板楼  -  颐中体育场', '488万', '单价42270元/平米')
('https://image1.ljcdn.com/370200-inspection/test-45328fea-c2ee-4e3e-84ca-fd9bf60bc3eb.png.296x216.jpg', '春光山色新上一楼带院子 套三单卫，生活交通便利', '春光山色  | 3室2厅 | 98.2平米 | 南 西 北 | 毛坯 | 无电梯', '低楼层(共7层)2005年建板楼  -  北村', '285万', '单价29023元/平米')
('https://image1.ljcdn.com/370200-inspection/f215d8e5-1035-436a-b05b-7b3589e7dee6.JPG.296x216.jpg', '裕龙科技公寓  南北通透 采光好 近地铁口 配套好', '裕龙科技公寓  | 3室2厅 | 103平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2000年建板楼  -  崂山CBD', '396万', '单价38447元/平米')
('https://image1.ljcdn.com/370200-inspection/74b292df-7b73-49fc-95e9-b828ec7045b1.jpg.296x216.jpg', '凯旋山庄  新上前排海景房  地势平坦  带两个车位', '凯旋山庄  | 3室2厅 | 137.18平米 | 南 北 | 其他 | 无电梯', '中楼层(共5层)2001年建板楼  -  雕塑园', '630万', '单价45926元/平米')
('https://image1.ljcdn.com/370200-inspection/62fc3760-e747-439d-a3f9-9b86399df27d.jpg.296x216.jpg', '凯旋山庄新上套二 南北卧南向客厅 北向带小院 可看海', '凯旋山庄  | 2室2厅 | 104.65平米 | 南 | 其他 | 无电梯', '低楼层(共3层)2001年建板楼  -  雕塑园', '490万', '单价46823元/平米')
('https://image1.ljcdn.com/370200-inspection/e3db0cc5-1a97-41fe-bdad-27946bd231b6.jpg.296x216.jpg', '橄榄城新上，房子南北通透，大套二精装修，诚心出售', '青建橄榄城  | 2室1厅 | 105.26平米 | 南 | 精装 | 有电梯', '低楼层(共26层)2009年建板楼  -  北村', '390万', '单价37052元/平米')
('https://image1.ljcdn.com/370200-inspection/87473d54-4c52-4282-a5d4-8458a5376715.jpg.296x216.jpg', '南区新上好位置顶加阁，房子满五年不唯一，有车位！', '海尔东城国际南区  | 6室3厅 | 131.16平米 | 南 北 | 其他 | 无电梯', '高楼层(共5层)2007年建板楼  -  颐中体育场', '730万', '单价55658元/平米')
('https://image1.ljcdn.com/370200-inspection/a378fd1e-f6ca-4901-a1dd-a1bde21d7cea.jpg.296x216.jpg', '南北通透 位置好 看浮山 看花园 临早市 精装修', '鲁信含章花园  | 2室2厅 | 96.69平米 | 南 北 | 其他 | 有电梯', '低楼层(共30层)2012年建板楼  -  北村', '370万', '单价38267元/平米')
('https://image1.ljcdn.com/370200-inspection/07333e30-cfeb-4953-ae9a-e690e8acb2b5.jpg.296x216.jpg', '凯旋家园 精装多层大套三 南北通透 采光充足 配套完善', '凯旋家园  | 3室2厅 | 127.36平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2003年建板楼  -  崂山CBD', '530万', '单价41615元/平米')
('https://image1.ljcdn.com/370200-inspection/0b9d6731-cf5a-4e52-b1cc-97389172bc38.jpg.296x216.jpg', '房子是loft户型，除了房产证面积之外，还赠送大概50平', '天泰金融广场B座  | 2室1厅 | 49.99平米 | 南 | 其他 | 有电梯', '中楼层(共32层)2010年建板楼  -  崂山CBD', '249万', '单价49810元/平米')
('https://image1.ljcdn.com/370200-inspection/rsp_pic_uploadd5c73d9b-6ef9-4e75-b60c-f290f9f4b384.jpg.296x216.jpg', '福润山庄，新上一楼带大院，平层套四', '福润山庄建飞花园四期  | 4室2厅 | 142.07平米 | 南 北 | 精装 | 无电梯', '低楼层(共5层)2004年建板楼  -  雕塑园', '750万', '单价52791元/平米')
('https://image1.ljcdn.com/370200-inspection/22ee1bce-915d-4e61-91ab-18cedb039095.jpg.296x216.jpg', '麦岛金岸 多层洋房 精装大平层 带阁楼', '麦岛金岸  | 6室2厅 | 395.57平米 | 南 | 其他 | 有电梯', '高楼层(共6层)2009年建板楼  -  麦岛', '3950万', '单价99856元/平米')
('https://image1.ljcdn.com/370200-inspection/46ec379b-fdc0-4174-8fcd-85b9f9ee4fba.jpg.296x216.jpg', '业主诚心出售，房子满五年，省税，全明通透户型', '北国之春悠然苑  | 3室1厅 | 122.28平米 | 南 北 | 其他 | 有电梯', '中楼层(共17层)2008年建板楼  -  北村', '396万', '单价32385元/平米')
('https://image1.ljcdn.com/370200-inspection/98399ac8-8321-4030-8462-beae41c98e94.jpg.296x216.jpg', '麦岛海洋研究所宿舍 不临路 顶加阁套五 送大阁楼', '海游路  | 5室3厅 | 107平米 | 南 北 | 其他', '高楼层(共6层)2000年建板楼  -  麦岛', '620万', '单价57944元/平米')
('https://image1.ljcdn.com/370200-inspection/7633d227-27fc-47ac-b6fd-64ecc626617b.jpg.296x216.jpg', '左岸风度，南北通透，户型方正套二，低楼层', '左岸风度  | 2室1厅 | 89.9平米 | 南 北 | 其他 | 有电梯', '低楼层(共13层)2006年建板楼  -  西韩', '280万', '单价31146元/平米')
('https://image1.ljcdn.com/370200-inspection/rsp_pic_upload3083964a-92d7-49b2-9506-a55e8fbaecc5.jpg.296x216.jpg', '春光山色套一顶加阁，精装修，南北通透户型，诚心出售', '春光山色  | 1室1厅 | 60平米 | 南 北 | 精装 | 无电梯', '高楼层(共7层)2005年建板楼  -  北村', '220万', '单价36667元/平米')
('https://image1.ljcdn.com/370200-inspection/95bf3443-4e1e-4ea5-8349-2b763236b106.jpg.296x216.jpg', '北国之春悠然苑套二厅 南北通透 全明格局', '北国之春悠然苑  | 2室1厅 | 86.86平米 | 南 北 | 其他 | 有电梯', '低楼层(共18层)2008年建板楼  -  北村', '285万', '单价32812元/平米')
('https://image1.ljcdn.com/370200-inspection/7fe75561-3260-4d18-9401-6812ec0dad49.jpg.296x216.jpg', '金顶花园 精装大套一 可以改套二 保护好 楼层佳', '金顶花园  | 1室1厅 | 76.74平米 | 南 | 其他 | 有电梯', '中楼层(共10层)2008年建板塔结合  -  颐中体育场', '330万', '单价43003元/平米')
('https://image1.ljcdn.com/370200-inspection/cace2358-45e4-4be0-bba1-5ce86028351b.jpg.296x216.jpg', '新上鲁信精装大套三 动静分离 主卧带衣帽间，保护好。', '鲁信长春花园  | 3室2厅 | 159.65平米 | 南 北 | 精装 | 有电梯', '低楼层(共12层)2008年建板楼  -  颐中体育场', '580万', '单价36330元/平米')
('https://image1.ljcdn.com/370200-inspection/bbbe9587-05f0-4fd2-8d8d-3ab1eb1484f0.jpg.296x216.jpg', '百仕凯旋城  满两年  南北通透套二  带装修', '百仕凯旋城  | 2室2厅 | 92.67平米 | 南 北 | 其他', '低楼层(共22层)2012年建板楼  -  汽车东站', '339万', '单价36582元/平米')
('https://image1.ljcdn.com/370200-inspection/6043276b-60f0-4533-b00d-3200a3244bd3.jpg.296x216.jpg', '金光丽园 高楼层 精装修 满五年', '金光丽园  | 2室2厅 | 89.2平米 | 南 | 其他 | 有电梯', '高楼层(共17层)2012年建板楼  -  北村', '310万', '单价34754元/平米')
('https://image1.ljcdn.com/370200-inspection/9c09d2ab-0475-4279-845c-5757b1393561.jpg.296x216.jpg', '康城，总价低，满五年毛坯房，高楼层视野好送车位', '康城  | 3室1厅 | 133.26平米 | 南 北 | 其他 | 有电梯', '高楼层(共22层)2009年建板楼  -  汽车东站', '490万', '单价36771元/平米')
('https://image1.ljcdn.com/370200-inspection/2fe3452a-dbbe-4c6e-844d-09e4a15150ab.jpg.296x216.jpg', '澳门花园   户型方正 全明户型    安静不临路', '澳门花园  | 4室2厅 | 151.91平米 | 南 北 | 其他 | 有电梯', '低楼层(共6层)2004年建板楼  -  雕塑园', '780万', '单价51347元/平米')
('https://image1.ljcdn.com/370200-inspection/c76ab34a-e3b8-49bf-89de-02c611f9bf337.JPG.296x216.jpg', '悦海豪庭 四楼带阁楼 位置好 看海 诚售', '悦海豪庭  | 4室3厅 | 195.36平米 | 南 北 | 精装 | 无电梯', '中楼层(共5层)2003年建板楼  -  石老人', '1200万', '单价61426元/平米')
('https://image1.ljcdn.com/370200-inspection/898e528e-89bc-4374-bd74-be3830b0daf7.jpg.296x216.jpg', '（新上）入则宁静，出则繁华，楼层棒，采光好，诚心卖', '鲁信含章花园  | 2室1厅 | 107.87平米 | 南 北 | 其他 | 有电梯', '中楼层(共30层)2012年建板楼  -  北村', '389万', '单价36062元/平米')
('https://image1.ljcdn.com/370200-inspection/662db5c5-47c9-4530-9ee4-e89ed9bc7823.jpg.296x216.jpg', '顶楼加阁楼，利用率高，南北通透，采光棒', '建飞花园一期  | 3室2厅 | 100.08平米 | 南 北 | 其他 | 无电梯', '高楼层(共5层)1999年建板楼  -  雕塑园', '600万', '单价59953元/平米')
('https://image1.ljcdn.com/370200-inspection/9a3b10b6-1553-4c78-b2bb-dded50b0c3b3.jpg.296x216.jpg', '鲁信长春花园，湖边山景房，个人产权，限量版', '鲁信长春花园  | 1室2厅 | 78.78平米 | 南 北 | 其他 | 有电梯', '高楼层(共25层)2008年建板楼  -  颐中体育场', '226万', '单价28688元/平米')
('https://image1.ljcdn.com/370200-inspection/rsp_pic_upload4f4be8b7-3617-4059-b3b3-b36f68992420.jpg.296x216.jpg', '千禧龙苑一期 层高3.5米大套三  200万精装修 多层洋房', '千禧龙苑一期  | 3室2厅 | 196.02平米 | 南 | 精装 | 无电梯', '低楼层(共3层)2001年建板楼  -  石老人', '918万', '单价46832元/平米')
('https://image1.ljcdn.com/370200-inspection/test-2f817192-3e06-4f16-9c93-9e43097e4ed4.png.296x216.jpg', '远洋风景 精装满两年 南北通透 带车位', '远洋风景  | 3室2厅 | 135.83平米 | 南 北 | 精装 | 有电梯', '低楼层(共17层)2013年建板楼  -  颐中体育场', '580万', '单价42701元/平米')
('https://image1.ljcdn.com/370200-inspection/b65d7348-5f82-4389-9196-a41187d5acda.jpg.296x216.jpg', '樱海园二期，南北通透大套二，精装修，拎包入住。', '樱海园二期  | 2室1厅 | 153.15平米 | 南 北 | 其他 | 有电梯', '低楼层(共24层)2010年建板楼  -  雕塑园', '660万', '单价43096元/平米')
('https://image1.ljcdn.com/370200-inspection/160f8953-28fd-47ab-a544-5b792685f40b.JPG.296x216.jpg', '青建尚东区，满两年居家装修，高楼层视野好，价钱能谈', '青建尚东区  | 2室2厅 | 94.14平米 | 南 北 | 其他 | 有电梯', '高楼层(共21层)2009年建板楼  -  汽车东站', '395万', '单价41959元/平米')
('https://image1.ljcdn.com/370200-inspection/6a06ab70-716f-4c6a-82ef-6635a8dbe56c.jpg.296x216.jpg', '合肥路 鲁信含章花园 位置好  精装修 拎包入住 看浮山', '鲁信含章花园  | 1室2厅 | 61.47平米 | 南 | 其他 | 有电梯', '中楼层(共30层)2012年建板楼  -  北村', '225万', '单价36604元/平米')
