('https://image1.ljcdn.com/310000-inspection/3a17857c-0474-4271-816d-825897d9c44b.jpg.296x216.jpg', '同润山河小城，泗泾站，精装修三房，满五唯一，楼层好', '同润菲诗艾伦  | 3室2厅 | 89.14平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2012年建板楼  -  泗泾', '305万', '单价34216元/平米')
('https://image1.ljcdn.com/310000-inspection/eeadd498-548f-4ec3-93d5-879939f55d9b.jpg.296x216.jpg', '金港花园一期  精装修 保养很好  泗泾古镇', '金港花园(公寓)  | 2室2厅 | 94.65平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)2005年建板楼  -  泗泾', '339万', '单价35817元/平米')
('https://image1.ljcdn.com/310000-inspection/027a1ea3-94c8-4146-9bed-5d837342ee29.jpg.296x216.jpg', '松乐苑 2室2厅 310万', '松乐苑  | 2室2厅 | 99.47平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2003年建板楼  -  松江老城', '310万', '单价31166元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170415/2332456c-ef52-4576-9073-06aec0882183.jpg.296x216.jpg', '满2年税费少，佘山站，精装修，教育配套', '米兰诺贵都  | 2室1厅 | 89.36平米 | 南 | 精装 | 有电梯', '低楼层(共19层)2013年建板楼  -  泗泾', '355万', '单价39727元/平米')
('https://image1.ljcdn.com/310000-inspection/test-c82db64c-9e45-4437-a499-c3e2bd660f8c.png.296x216.jpg', '奥林匹克花园大三房。南北通透，满五唯一，拎包入住', '奥林匹克花园  | 3室2厅 | 120.47平米 | 南 北 | 精装 | 无电梯', '中楼层(共5层)2003年建板楼  -  九亭', '508万', '单价42169元/平米')
('https://image1.ljcdn.com/310000-inspection/aa9f3d3c-ad4f-4fb9-bd22-2de798c2e4e8.jpg.296x216.jpg', '紫金花园，中间楼层，业主置换，满五唯一', '紫金花园  | 2室2厅 | 99.9平米 | 南 | 其他 | 有电梯', '中楼层(共14层)2006年建板楼  -  九亭', '430万', '单价43044元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170813/11d9da2a-bfc0-43c8-837a-aaae75197dc2.jpg.296x216.jpg', '全南2房 做成3房 看房方便 房东诚意出售 置换房子', '摩卡小城  | 2室2厅 | 89平米 | 南 | 精装 | 有电梯', '低楼层(共11层)板楼  -  九亭', '380万', '单价42697元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload70182416-eb37-4e80-8263-621420bbed0d.jpg.296x216.jpg', '新凯一期，精装三房，业主诚意出售', '新凯一期  | 3室2厅 | 94.79平米 | 南 | 其他 | 无电梯', '中楼层(共5层)2008年建板楼  -  泗泾', '342万', '单价36080元/平米')
('https://image1.ljcdn.com/310000-inspection/26a4ffe9-fe9d-4b68-981b-ddbcc222f783.jpg.296x216.jpg', '三期大平层 + 层高3.8米 +产权车位+落地窗+临别墅', '贝尚湾(公寓)  | 4室3厅 | 293.45平米 | 南 西 | 精装 | 有电梯', '低楼层(共15层)板楼  -  九亭', '1100万', '单价37486元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171230/dcfb11ed-bb53-41d5-accf-392ce09ee11e.jpg.296x216.jpg', '园林风格  总价低  满五唯一 全套房 送双车位', '山语原墅   | 联排别墅 | 3室2厅 | 270.41平米 | 南 | 毛坯 | 无电梯', '3层2009年建板楼  -  泗泾', '800万', '单价29585元/平米')
('https://image1.ljcdn.com/310000-inspection/1cf72055-4d86-4390-90bd-0565a54dddb1.jpg.296x216.jpg', '精装大三房、南北通透、拎包入住、满五唯一税少。', '久阳文华府邸(公寓)  | 3室2厅 | 137.67平米 | 南 | 其他 | 有电梯', '低楼层(共10层)2006年建板楼  -  松江新城', '530万', '单价38498元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170804/6de84259-84f9-4e95-b185-645a2f6a0f6a.jpg.296x216.jpg', '玉树南苑 位置好 采光好 商圈繁华！', '玉树南苑  | 3室2厅 | 103.08平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2002年建板楼  -  松江老城', '330万', '单价32014元/平米')
('https://image1.ljcdn.com/310000-inspection/640ff841-ff76-4bd5-8310-2752ce0d6ca5.jpg.296x216.jpg', '一楼带天井小户型，总价低，税费少', '白云新村  | 1室1厅 | 41.11平米 | 南 | 其他 | 无电梯', '低楼层(共5层)1986年建板楼  -  松江老城', '130万', '单价31623元/平米')
('https://image1.ljcdn.com/310000-inspection/34e97d6e-6648-490e-8cf7-5c72a7d8f93e.JPG.296x216.jpg', '新乐名苑精装修小两房，双南户型，房型正气三开间朝南', '新乐名苑  | 2室1厅 | 71.47平米 | 南 | 精装', '高楼层(共16层)2007年建板楼  -  新桥', '230万', '单价32182元/平米')
('https://image1.ljcdn.com/310000-inspection/2307c62e-ea71-40ea-91a2-c4aefb103ae8.jpg.296x216.jpg', '江秋新苑 多层6楼 毛坯正气大3房 顶楼复式 一手动迁', '江秋新苑(公寓)  | 3室2厅 | 134.02平米 | 南 | 毛坯 | 无电梯', '高楼层(共6层)2013年建板楼  -  佘山', '300万', '单价22385元/平米')
('https://image1.ljcdn.com/310000-inspection/test-338ac15f-5d1f-4910-b0a4-298b532cee66.png.296x216.jpg', '诚意出售的一居室，满二。看中可约谈。', '绿地蔷薇九里(公寓)  | 1室2厅 | 64.27平米 | 南 | 精装 | 有电梯', '中楼层(共11层)2012年建板楼  -  松江大学城', '284万', '单价44189元/平米')
('https://image1.ljcdn.com/310000-inspection/0760bdfd-ff26-4f55-b0a0-c5c59d2ebe78.jpg.296x216.jpg', '登云苑   精装修的房子   高楼层   采光好，业主诚意', '塘和家园登云苑  | 3室1厅 | 81.23平米 | 南 | 精装', '高楼层(共18层)2015年建板楼  -  泗泾', '290万', '单价35702元/平米')
('https://image1.ljcdn.com/310000-inspection/test-339f1cb0-76e4-4e44-a8bd-518e67dbccdb.png.296x216.jpg', '双南房。满五年唯一住宅，小区位置风景好', '荣乐小区  | 2室1厅 | 57.68平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1986年建板楼  -  松江老城', '198万', '单价34328元/平米')
('https://image1.ljcdn.com/310000-inspection/e41c8aa5-0a18-43c0-9bc7-3f75e1d84347.jpg.296x216.jpg', '方舟园三村 随时看房 业主上门急售', '方舟园三村  | 3室2厅 | 100平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)1985年建板楼  -  松江老城', '370万', '单价37000元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170825/5c69af60-382c-43fa-8f84-dee0ea7825c0.jpg.296x216.jpg', '九亭小户型70年产权住宅 可拎包入住  高品质小区', '中大九里德(公寓)  | 1室1厅 | 51.7平米 | 暂无数据 | 精装 | 有电梯', '中楼层(共15层)2008年建塔楼  -  九亭', '230万', '单价44488元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload2d87efb5-fd6c-4a9f-9b7d-8d74e8985485.jpg.296x216.jpg', '精装修 用时9个月60多万 户型正气 满2', '米兰诺贵都  | 2室2厅 | 89.36平米 | 南 | 精装 | 有电梯', '低楼层(共19层)2013年建板楼  -  泗泾', '388万', '单价43420元/平米')
('https://image1.ljcdn.com/310000-inspection/c3bd8a6b-5980-49d6-b5d0-0bbdec3d16a1.jpg.296x216.jpg', '泰晤士联排中间套，随时看，位置好，配套成熟', '泰晤士小镇(别墅)   | 联排别墅 | 4室2厅 | 219.48平米 | 南 | 其他 | 无电梯', '4层2006年建板楼  -  松江新城', '1100万', '单价50119元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161203/f282c9ea-ab93-4374-909d-2cb948d68f5f.jpg.296x216.jpg', '庄园式精装住宅，依山傍水，临大湖，看湖景享悠闲生活', '紫都上海晶园   | 独栋别墅 | 5室3厅 | 502平米 | 南 | 精装 | 无电梯', '2层2005年建板楼  -  佘山', '2200万', '单价43825元/平米')
('https://image1.ljcdn.com/310000-inspection/858aeaba-b699-41ac-ade9-94b3ec12940d.jpg.296x216.jpg', '满五唯一 差额增值税，卫浴全明，南北通透.高层景观房', '松云水苑(公寓)  | 3室2厅 | 138.91平米 | 南 | 精装 | 有电梯', '高楼层(共24层)2005年建板楼  -  松江大学城', '430万', '单价30956元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170806/9fbd9636-4c48-4436-a4ce-2886c9a583be.jpg.296x216.jpg', '精装南北通两房，带产权车位，看房提前预约', '新弘国际城(公寓)  | 2室2厅 | 89平米 | 南 | 精装 | 有电梯', '低楼层(共13层)2011年建板楼  -  莘闵别墅', '330万', '单价37079元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171207/e9489a67-8a16-4952-bb92-f184b5439fdd.jpg.296x216.jpg', '本套为联排东边套，小区大户型，精装修，临河，带花园', '佘山高尔夫郡   | 联排别墅 | 5室2厅 | 287.27平米 | 南 | 精装 | 无电梯', '2层2007年建板楼  -  佘山', '1500万', '单价52216元/平米')
('https://image1.ljcdn.com/310000-inspection/cd1c93b5-cd67-4ae8-a43e-768f3cde0efa.jpg.296x216.jpg', '小区中间位置，没有税费，紧凑3房，单价很低', '人乐二村  | 3室1厅 | 71.88平米 | 南 | 其他 | 无电梯', '中楼层(共4层)1986年建板楼  -  松江老城', '212万', '单价29494元/平米')
('https://image1.ljcdn.com/310000-inspection/f0582896-5f06-4a4a-8208-54747b93be03.JPG.296x216.jpg', '家天下联排中套，精装，满五年，总价低，看房方便', '上海家天下花园   | 联排别墅 | 4室2厅 | 178.98平米 | 南 | 精装 | 无电梯', '3层1996年建板楼  -  新桥', '620万', '单价34641元/平米')
('https://image1.ljcdn.com/310000-inspection/test-94b37640-c6ec-4110-b6f4-dce959289902.png.296x216.jpg', '全新婚房装修，业主定好房子诚意出售，看房随时随看', '绿庭尚城  | 1室2厅 | 66.2平米 | 南 | 精装 | 有电梯', '低楼层(共22层)2010年建塔楼  -  九亭', '278万', '单价41994元/平米')
('https://image1.ljcdn.com/310000-inspection/018c6721-80db-4ba1-b531-2dcd49671b03.jpg.296x216.jpg', '小区门口位置，楼层好，视野开阔，景观别致，随时看房', '丽水豪庭  | 3室2厅 | 104.15平米 | 南 | 精装 | 有电梯', '高楼层(共12层)2006年建板楼  -  泗泾', '309万', '单价29669元/平米')
('https://image1.ljcdn.com/310000-inspection/test-67841d3d-ff88-4121-96b0-07f47a027ed1.png.296x216.jpg', '满五唯一住宅 开发商精装修交付状态从未住过人 诚意卖', '新南路壹号(公寓)  | 3室2厅 | 102.59平米 | 南 | 精装 | 有电梯', '中楼层(共12层)2011年建板楼  -  莘闵别墅', '410万', '单价39965元/平米')
('https://image1.ljcdn.com/310000-inspection/e81f4919-dbdd-4969-9642-5af0dfe699bc.jpg.296x216.jpg', '近地铁九号线，正气三房，交通便利繁华地段配套齐全！', '方舟园三村  | 3室2厅 | 117.5平米 | 南 | 精装 | 无电梯', '低楼层(共6层)1985年建板楼  -  松江老城', '365万', '单价31064元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170820/d4929edd-e542-4469-8a2d-ecf9bbd307da.jpg.296x216.jpg', '精装电梯复式两房  精装修 满五唯一 使用面积65平', '新桥首府  | 2室2厅 | 52.9平米 | 东 | 精装 | 有电梯', '高楼层(共11层)2006年建塔楼  -  新桥', '172万', '单价32515元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload7ae38bcc-a4f3-4982-8ce4-d97b490b9a5f.jpg.296x216.jpg', '诚意出售；看房提前约.精装修房子拎包入住', '润江花苑  | 3室2厅 | 92.18平米 | 南 北 | 简装 | 有电梯', '高楼层(共11层)2011年建板楼  -  泗泾', '286万', '单价31027元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170603/ecd872c7-89ee-48f8-9b92-a9c661c54a58.jpg.296x216.jpg', '业主外籍人士  房屋干净无户口  低于四百万的哪里找？', '贝尚湾(公寓)  | 2室1厅 | 81.58平米 | 南 | 精装 | 有电梯', '低楼层(共15层)2009年建板楼  -  九亭', '399万', '单价48910元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160620/9635e3da-790b-401a-a486-e3b38861884b.jpg.296x216.jpg', '雅仕轩三期联排，南进门北花园，户型正气，看房预约', '雅仕轩   | 联排别墅 | 4室2厅 | 183平米 | 南 | 精装 | 无电梯', '3层板楼  -  莘闵别墅', '750万', '单价40984元/平米')
('https://image1.ljcdn.com/310000-inspection/6a24a89e-44ce-4354-b58e-d3116bd8e057.jpg.296x216.jpg', '刚刚装修婚房诚意出售，客厅里能当小孩游乐场！', '名庭花苑  | 3室2厅 | 147.71平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2006年建板楼  -  松江新城', '516万', '单价34934元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadcd0abc50-2810-4427-af2f-1f2665475914.jpg.296x216.jpg', '维罗纳贵都，精装全配，位置好，楼层佳，诚意出售', '维罗纳贵都  | 2室2厅 | 105.79平米 | 南 | 精装 | 有电梯', '中楼层(共8层)2007年建板楼  -  松江老城', '400万', '单价37811元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180102/bee164ef-fb1a-4a26-a4ce-da3e424c281c.jpg.296x216.jpg', '西班牙风格精装修联排别墅房型方正诚意出售景观位置', '达安圣芭芭花园   | 联排别墅 | 4室2厅 | 245平米 | 南 | 精装 | 无电梯', '3层2006年建板楼  -  莘闵别墅', '780万', '单价31837元/平米')
('https://image1.ljcdn.com/310000-inspection/61a9a5a0-7ff3-4b8c-9ca3-25fe07be303d.jpg.296x216.jpg', '一手动迁，临河景观，视野开阔，光线充足，诚心出售！', '兰花清苑  | 2室1厅 | 71.33平米 | 南 | 毛坯 | 有电梯', '高楼层(共14层)2013年建板楼  -  泗泾', '235万', '单价32946元/平米')
('https://image1.ljcdn.com/310000-inspection/6b06a481-d516-4892-bc6a-c1e7e5684991.jpg.296x216.jpg', '星辰园3房2厅2卫景观房，南面无遮挡', '星辰园(公寓)  | 3室2厅 | 127.85平米 | 南 | 其他 | 有电梯', '中楼层(共18层)2005年建板楼  -  松江大学城', '510万', '单价39891元/平米')
('https://image1.ljcdn.com/shfdfs-image/20150822/3be7aeca-e2d1-4d10-81e0-56eeb35920ff.jpg.296x216.jpg', '世茂邻河 精装修  大户型  花园大', '世茂佘山庄园   | 独栋别墅 | 6室3厅 | 723.54平米 | 西 | 精装 | 无电梯', '2层2006年建板楼  -  佘山', '4680万', '单价64682元/平米')
('https://image1.ljcdn.com/310000-inspection/3307b6fc-5d24-4339-beee-06b1c04b8fe2.jpg.296x216.jpg', '云间+两房次新+庙前街+地铁9号线+交通方便诚意出售', '云间名门  | 2室2厅 | 96平米 | 南 | 毛坯 | 有电梯', '中楼层(共26层)2011年建板楼  -  松江老城', '355万', '单价36980元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170909/31c10f38-0637-43d0-9e65-ecbbd89784bf.jpg.296x216.jpg', '万科打造，豪庭入住，南北通洋房，送花园，可种花种菜', '万科云间传奇  | 3室2厅 | 89平米 | 南 | 精装', '低楼层(共8层)板楼  -  松江新城', '379万', '单价42585元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload24ee9b61-035b-4ef5-b2d2-8fa40c0271df.jpg.296x216.jpg', '新凯二期，诚意出售，动迁房，毛坯，配套齐全', '新凯二期  | 2室1厅 | 77.19平米 | 南 | 毛坯 | 无电梯', '低楼层(共6层)2009年建板楼  -  泗泾', '243万', '单价31481元/平米')
('https://image1.ljcdn.com/310000-inspection/10173001-84e7-449b-91a2-f169be6b90b3.jpg.296x216.jpg', '诚意卖房，视野开阔，价格可谈，随时可看房', '金地自在城(二期)  | 3室1厅 | 93.37平米 | 南 | 其他 | 有电梯', '低楼层(共17层)2015年建板楼  -  泗泾', '340万', '单价36415元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170404/9b1656a3-73d1-477d-a5b5-00672f95e455.jpg.296x216.jpg', '西南名苑 南北户型，在中区，紧 邻学 校，满五唯一', '西南名苑  | 3室2厅 | 132.7平米 | 南 | 精装 | 有电梯', '中楼层(共10层)2007年建板楼  -  泗泾', '490万', '单价36926元/平米')
('https://image1.ljcdn.com/310000-inspection/d4d8c7f7-2e37-44a2-bdb5-b5dd1ec9db0f.jpg.296x216.jpg', '此房装修好，房子满五唯一。2，无户口，1个产权人。', '龙祥公寓  | 3室2厅 | 147.6平米 | 南 | 精装 | 有电梯', '低楼层(共14层)2007年建板楼  -  莘闵别墅', '499万', '单价33808元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170909/9a2bdd5c-d280-44f3-b140-ae94bced7d7c.jpg.296x216.jpg', '房龄新，小区绿化好。电梯房，采光好，无遮挡。', '米兰诺贵都  | 3室2厅 | 135.31平米 | 南 | 精装 | 有电梯', '低楼层(共19层)板楼  -  泗泾', '530万', '单价39170元/平米')
('https://image1.ljcdn.com/310000-inspection/test-9e096d6b-d90a-47c5-9279-cdd1ff9e38d9.png.296x216.jpg', '高区两房，房型正气、得房率高、有钥匙、随时看房', '金地艺境(松江)  | 2室2厅 | 80.46平米 | 南 | 简装 | 有电梯', '高楼层(共11层)2015年建板楼  -  松江老城', '299万', '单价37162元/平米')
('https://image1.ljcdn.com/310000-inspection/878054a9-cf9c-4a55-bdd1-601ff19b8c52.jpg.296x216.jpg', '泰晤士小镇 精品叠墅4复5，精装修，业主诚心出售！', '泰晤士小镇(公寓)  | 3室3厅 | 148.92平米 | 南 北 | 精装 | 无电梯', '高楼层(共4层)2006年建板楼  -  松江新城', '558万', '单价37470元/平米')
('https://image1.ljcdn.com/310000-inspection/f1f631dd-a249-4d21-92a6-686b11ddd928.jpg.296x216.jpg', '精装好房 满五唯一 税费少 拎包入住', '绿洲华庭苑(公寓)  | 3室2厅 | 149.88平米 | 南 | 精装 | 无电梯', '中楼层(共4层)2002年建板楼  -  松江新城', '505万', '单价33694元/平米')
('https://image1.ljcdn.com/310000-inspection/test-4279d844-1ca6-4483-9968-137335f3bd35.png.296x216.jpg', '江中公寓 3室2厅 375万', '江中公寓  | 3室2厅 | 102.83平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1999年建板楼  -  松江新城', '375万', '单价36468元/平米')
('https://image1.ljcdn.com/310000-inspection/f58984de-271c-4849-b5fa-b12ff414f505.jpg.296x216.jpg', '带阁楼+近泰晤士+看房方便+诚心卖', '月亮河桂园(公寓)  | 2室2厅 | 84.17平米 | 南 | 精装 | 无电梯', '高楼层(共5层)2007年建板楼  -  松江新城', '380万', '单价45147元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171021/5d073ff8-ad00-4d5a-a9c7-65df41e1cc02.jpg.296x216.jpg', '双南房采光好，多层的三楼，业主诚售，随时看房', '天乐新村  | 2室1厅 | 65.46平米 | 南 | 简装 | 无电梯', '中楼层(共6层)板楼  -  松江新城', '215万', '单价32845元/平米')
('https://image1.ljcdn.com/310000-inspection/ce298cd0-dffd-4ef1-98e0-a695ac92ed82.jpg.296x216.jpg', '精装修，满五，位置好，房型正. 业主诚意出售', '新凯一期  | 2室2厅 | 80.48平米 | 南 | 精装 | 有电梯', '低楼层(共11层)2006年建板楼  -  泗泾', '286.8万', '单价35637元/平米')
('https://image1.ljcdn.com/shfdfs-image/20150703/7fef0680-3ae2-46aa-a0f1-1d4732c77fa9.jpg.296x216.jpg', '九亭绿化标杆 南北直通三房 采光好 是您不二的选择', '三盛颐景园(公寓)  | 3室2厅 | 105.8平米 | 南 | 精装 | 无电梯', '低楼层(共6层)2003年建板楼  -  九亭', '389万', '单价36768元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160602/631249b2-4de2-428a-a48f-be375e604155.jpg.296x216.jpg', '满五唯一  精装交付 配套齐全  看房方便 价格好谈', '白洋苑  | 2室2厅 | 101.46平米 | 南 | 精装 | 无电梯', '中楼层(共6层)2003年建板楼  -  松江老城', '330万', '单价32526元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171016/03e3b1aa-8069-4e52-ac32-b7a978e503a9.jpg.296x216.jpg', '随时可看，精装修，采光好，不临街，视野开阔', '华润佘山九里  | 3室2厅 | 105平米 | 南 | 精装', '高楼层(共14层)板楼  -  泗泾', '458万', '单价43620元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170820/522ae54a-4055-4cc2-99a6-a04408720e3f.jpg.296x216.jpg', '新凯家园   品质小区   三房毛坯 一手动迁', '新凯二期  | 3室2厅 | 90.59平米 | 东 | 毛坯 | 无电梯', '高楼层(共6层)2009年建板楼  -  泗泾', '294万', '单价32454元/平米')
('https://image1.ljcdn.com/310000-inspection/e94f9d88-0c1b-407e-a84e-8e5c4c2b5507.JPG.296x216.jpg', '名苑精装两房，客厅带南阳台，两房朝南，急售', '新乐名苑  | 2室1厅 | 72.44平米 | 南 | 精装', '高楼层(共16层)2007年建板楼  -  新桥', '212万', '单价29266元/平米')
('https://image1.ljcdn.com/310000-inspection/e55dea2b-3ee6-462a-9571-c691b6360a1a.jpg.296x216.jpg', '小区中间位置，南北通户型，楼层佳，采光好，配套成熟', '天虹四村  | 2室1厅 | 65.66平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1996年建板楼  -  松江新城', '210万', '单价31983元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161106/a769c9a8-8d42-4666-82d5-5d5ed8ad018f.jpg.296x216.jpg', '中大九里德 毛坯2房可改三房，业主已经置换好房子急售', '中大九里德(公寓)  | 2室2厅 | 89.27平米 | 南 | 毛坯 | 有电梯', '低楼层(共15层)2011年建板楼  -  九亭', '365万', '单价40888元/平米')
('https://image1.ljcdn.com/310000-inspection/0a9cdc79-8ccc-42e9-a279-ea40f874d571.jpg.296x216.jpg', '水云间二期 送二个地下室加花园 诚意出售 价格可谈', '新城云间锦院  | 4室2厅 | 129平米 | 南 | 毛坯', '低楼层(共8层)板楼  -  松江老城', '650万', '单价50388元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180103/7d5b9461-5ef2-4b56-970b-69cb6a2e01e2.jpg.296x216.jpg', '阳光翠庭精装两房，三开间朝南，视野开阔，光线充足', '阳光翠庭  | 2室2厅 | 105平米 | 南 | 精装 | 有电梯', '中楼层(共18层)2005年建板楼  -  松江新城', '360万', '单价34286元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180122/4b9bc5eb-7009-4ec0-bb06-a713a8cda06a.jpg.296x216.jpg', '门口大润发有轨电车，精装大三房', '松乐苑  | 3室2厅 | 137.99平米 | 南 | 精装 | 无电梯', '中楼层(共5层)2004年建板楼  -  松江老城', '402万', '单价29133元/平米')
('https://image1.ljcdn.com/310000-inspection/ad1373a5-7932-42dd-9b2f-18ba644dc323.jpg.296x216.jpg', '经典小l两房   可拎包入住   诚意出售', '凤凰新村  | 2室1厅 | 46.28平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)1978年建板楼  -  松江老城', '170万', '单价36733元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170314/6794c167-cd9b-4340-8943-8779bbcc27af.jpg.296x216.jpg', '三星苑 总价低精装修一房 全明户型 位置好 满五年唯一', '三星苑  | 1室1厅 | 56.96平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2007年建板楼  -  松江老城', '195万', '单价34235元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180122/57cc648c-149b-4643-989b-8b9b71888fd6.jpg.296x216.jpg', '沿着小河双拼别墅 两年前装修200万 几乎未住300平花园', '依云郡(别墅)  | 6室4厅 | 385平米 | 南 | 精装 | 无电梯', '低楼层(共3层)2007年建板楼  -  九亭', '1600万', '单价41559元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171116/5cc2168a-c408-43d2-8af3-7a16df0cd4dc.jpg.296x216.jpg', '新城水云间叠加别墅 临河位置 带100多平花园送地下室', '新城水云间(西区)  | 4室2厅 | 109.72平米 | 暂无数据 | 毛坯 | 无电梯', '低楼层(共3层)2015年建板楼  -  松江老城', '680万', '单价61976元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170221/b6b55dae-4dce-4e30-9293-6048ca916f8e.jpg.296x216.jpg', '龙祥两房朝南精装诚意出售方便看房', '明中龙祥家园(公寓)  | 2室2厅 | 89.08平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2010年建板楼  -  莘闵别墅', '308万', '单价34576元/平米')
('https://image1.ljcdn.com/310000-inspection/29b0ff49-b02f-4b0d-b092-aee3306d12b7.jpg.296x216.jpg', '房东诚意出售 看房基本随时 价格可谈', '同润加州(公寓)  | 2室2厅 | 101平米 | 南 | 精装 | 无电梯', '高楼层(共4层)2005年建板楼  -  莘闵别墅', '400万', '单价39604元/平米')
('https://image1.ljcdn.com/310000-inspection/55ca81fe-6809-47d4-9b89-b8c3592a86a3.jpg.296x216.jpg', '九城湖滨 精装大三房  南北通透 业主诚意出售', '九城湖滨国际  | 3室2厅 | 122.46平米 | 南 | 精装 | 有电梯', '中楼层(共14层)2007年建板楼  -  九亭', '620万', '单价50629元/平米')
('https://image1.ljcdn.com/310000-inspection/test-c680b4fd-c7b9-44d2-99ae-72d43992463b.png.296x216.jpg', '楼层高 位置好  有地下车位 可选择   有钥匙', '贝尚湾(公寓)  | 3室2厅 | 114.25平米 | 南 北 | 毛坯 | 有电梯', '中楼层(共16层)2008年建板楼  -  九亭', '620万', '单价54267元/平米')
('https://image1.ljcdn.com/310000-inspection/a3ce8d17-a3ce-4134-a016-3a87a9d8af83.jpg.296x216.jpg', '此房小区位置较佳，南北通透户型，带花园15平。', '世纪新城  | 2室2厅 | 93平米 | 南 北 | 简装 | 无电梯', '低楼层(共4层)2003年建板楼  -  松江新城', '320万', '单价34409元/平米')
('https://image1.ljcdn.com/310000-inspection/test-173247bf-c45b-4db0-93d6-7f2cdfb8e302.png.296x216.jpg', '新小区，品质小区，小三房，南北通透，精装，看房方便', '绿地诺丁山(公寓)  | 3室2厅 | 91.6平米 | 南 北 | 精装 | 有电梯', '中楼层(共11层)2010年建板楼  -  松江大学城', '368万', '单价40175元/平米')
('https://image1.ljcdn.com/310000-inspection/3c14fa52-86aa-4c39-a2c5-4d0a9464f856.jpg.296x216.jpg', '满5年唯一+三楼+五年内精装修+25平车库+07年现浇房', '茸联苑  | 2室2厅 | 103.89平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)2007年建板楼  -  松江老城', '285万', '单价27433元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload803f5c11-30d9-4ab3-873c-a131792b9409.jpg.296x216.jpg', '新出大平层，四开间朝南，送产权车位，看房方便', '誉品谷水湾  | 4室2厅 | 187.05平米 | 南 北 | 精装 | 有电梯', '低楼层(共16层)2014年建板楼  -  松江大学城', '920万', '单价49185元/平米')
('https://image1.ljcdn.com/310000-inspection/test-92a3ec1d-7366-41d6-aa9b-e11d52111d3f.png.296x216.jpg', '九号线景观小区 满五唯一 阳光楼层视野佳 配套成熟', '九城湖滨国际  | 2室2厅 | 95.46平米 | 南 北 | 精装 | 有电梯', '高楼层(共14层)2007年建板楼  -  九亭', '440万', '单价46093元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160702/38ff1533-cb2b-4ac8-95a0-fa18aeb755ab.jpg.296x216.jpg', '阳光南北通透，中间楼层，诚心出售', '阳光翠庭  | 2室2厅 | 117.41平米 | 南 | 精装 | 有电梯', '中楼层(共18层)2005年建板楼  -  松江新城', '410万', '单价34921元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161210/4e1c4902-94fd-4c0c-8f31-b03596ad28e2.jpg.296x216.jpg', '南北通一房送阁楼可做两房丨户型方正，诚意卖', '新南街560弄  | 1室1厅 | 55.46平米 | 暂无数据 | 精装 | 无电梯', '高楼层(共5层)2004年建板楼  -  新桥', '195万', '单价35161元/平米')
