('https://image1.ljcdn.com/330100-inspection/353626ee-aedd-4977-88f2-6d8fa77aa0e3.jpg.296x216.jpg', '都市枫林经典三房，房东诚心卖，看房方便', '通和都市枫林  | 3室2厅 | 106.82平米 | 南 | 简装 | 有电梯', '低楼层(共11层)2006年建板楼  -  石桥', '352.6万', '单价33004元/平米')
('https://image1.ljcdn.com/330100-inspection/076369e1-2b5a-4783-b455-f23451f61373.jpg.296x216.jpg', '工人新村 红会医院旁  自住清爽装修', '工人新村  | 2室1厅 | 52.48平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1989年建板楼  -  建国北路', '235万', '单价44779元/平米')
('https://image1.ljcdn.com/330100-inspection/b360b423-c5c2-4ba1-9ffd-8e5d5dde479a.jpg.296x216.jpg', '长寿桥 1号线2号线旁   近武林银泰杭州大厦', '百井坊巷  | 2室1厅 | 58.8平米 | 东 西 | 简装 | 无电梯', '高楼层(共7层)1996年建板楼  -  天水', '325万', '单价55273元/平米')
('https://image1.ljcdn.com/330100-inspection/29cff8d3-43d5-4ff9-a632-0c76e8ab35f4.jpg.296x216.jpg', '全明户型，采光好，人车分流小区。', '嘉里桦枫居  | 4室2厅 | 132.5平米 | 南 北 | 精装 | 有电梯', '高楼层(共15层)2009年建塔楼  -  石桥', '470万', '单价35472元/平米')
('https://image1.ljcdn.com/330100-inspection/70767439-45b4-46ed-82d8-cda01cea50af.jpg.296x216.jpg', '云龙十一景 品质好 位置好 闹中取静', '云龙十一景  | 1室1厅 | 74.38平米 | 西 北 | 精装 | 有电梯', '中楼层(共5层)2010年建板楼  -  潮鸣', '300万', '单价40334元/平米')
('https://image1.ljcdn.com/330100-inspection/test-52509ae8-4039-40aa-b23d-4c69916c3c69.png.296x216.jpg', '长寿桥 一房改二房 婚房装修  看房随时', '清远里  | 1室1厅 | 36.89平米 | 南 | 精装 | 无电梯', '中楼层(共7层)1994年建板楼  -  众安桥', '240万', '单价65059元/平米')
('https://image1.ljcdn.com/330100-inspection/8d4f8298-c599-4e68-8b1e-2195e262de12.jpg.296x216.jpg', '朝晖三区 两房朝南 视野开阔 采光无遮挡', '朝晖三区  | 2室1厅 | 55.18平米 | 南 | 简装 | 无电梯', '高楼层(共7层)1985年建板楼  -  朝晖', '248万', '单价44944元/平米')
('https://image1.ljcdn.com/330100-inspection/7cbf49c9-608c-47ac-9523-24cc61cb620f.jpg.296x216.jpg', '阳光银泰城，楼下就是商场，生活交通双便利，精装修~', '阳光银泰城  | 2室1厅 | 54.81平米 | 东 | 精装 | 有电梯', '中楼层(共16层)2014年建板楼  -  三塘', '158万', '单价28827元/平米')
('https://image1.ljcdn.com/330100-inspection/5fa1af85-95d0-4ef4-a0b8-916b7dc3fbb3.jpg.296x216.jpg', '地铁近，长寿桥本部精装修一室，总价低，诚心卖！！！', '清远里  | 1室1厅 | 32.73平米 | 南 | 精装 | 无电梯', '高楼层(共7层)1994年建板楼  -  众安桥', '215万', '单价65689元/平米')
('https://image1.ljcdn.com/330100-inspection/82dbdd55-c3e8-4e03-b3fe-ba99f445b5cd.jpg.296x216.jpg', '都市枫林少有小户型的房子，楼层好，房东诚卖', '通和都市枫林  | 2室0厅 | 49.89平米 | 南 | 简装 | 有电梯', '低楼层(共17层)2006年建板楼  -  石桥', '165万', '单价33073元/平米')
('https://image1.ljcdn.com/330100-inspection/712bf4a5-6e48-4480-a5cb-3555989992f3.jpg.296x216.jpg', '珍藏房源 中间四楼 户型好一房朝南 精装修 业主诚售', '朝晖六区  | 1室1厅 | 36.88平米 | 南 | 精装 | 无电梯', '中楼层(共6层)1986年建板楼  -  朝晖', '160万', '单价43384元/平米')
('https://image1.ljcdn.com/330100-inspection/f5af790b-1f72-41f2-a8de-155a83270d74.jpg.296x216.jpg', '新德佳苑，次新房，地理位置优越。', '新德佳苑  | 2室2厅 | 88.31平米 | 南 | 简装 | 有电梯', '低楼层(共22层)2012年建板楼  -  德胜东', '400万', '单价45295元/平米')
('https://image1.ljcdn.com/330100-inspection/cf4a8aba-f6cb-4daa-9c6b-5d7e8606f3a9.jpg.296x216.jpg', '精装修，全明边套，送小阁楼，拎包入住', '德胜东村  | 2室1厅 | 63.69平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1995年建板楼  -  德胜东', '255万', '单价40038元/平米')
('https://image1.ljcdn.com/330100-inspection/fb30f7b5-7d73-4f06-b356-275839db43cf.jpg.296x216.jpg', '长德公寓   正气户型  采光条件良好  日照时间长', '长德公寓  | 4室2厅 | 124平米 | 南 | 简装 | 无电梯', '高楼层(共7层)1998年建板楼  -  三塘', '460万', '单价37097元/平米')
('https://image1.ljcdn.com/330100-inspection/test-881e059b-6611-434e-89f2-85c352c8c8fe.png.296x216.jpg', '绿洲花园143方 中间楼层 闹中取静 三开间朝南 拎包住', '绿洲花园  | 3室2厅 | 142.75平米 | 南 | 简装 | 有电梯', '高楼层(共23层)2004年建板塔结合  -  流水苑', '700万', '单价49037元/平米')
('https://image1.ljcdn.com/330100-inspection/f5628950-3ceb-4ab7-95be-06b2266e4c52.jpg.296x216.jpg', '地铁口，电梯房，南北通透，东边套，精装修。', '凤起苑  | 3室2厅 | 126.7平米 | 南 | 精装 | 有电梯', '低楼层(共26层)1999年建板楼  -  潮鸣', '610万', '单价48146元/平米')
('https://image1.ljcdn.com/330100-inspection/7c308df2-8bf5-4936-85b1-ed7fa5161970.jpg.296x216.jpg', '银泰城LOFT公寓，办公自住皆宜，购物逛街很方便', '阳光银泰城  | 2室1厅 | 54.81平米 | 南 | 精装 | 有电梯', '中楼层(共16层)2014年建板楼  -  三塘', '180万', '单价32841元/平米')
('https://image1.ljcdn.com/330100-inspection/829c029d-8829-4f63-815a-4353405a2843.jpg.296x216.jpg', '环东公寓 2室1厅 270万', '环东公寓  | 2室1厅 | 54.28平米 | 东 | 精装 | 有电梯', '低楼层(共20层)2000年建板楼  -  建国北路', '270万', '单价49743元/平米')
('https://image1.ljcdn.com/330100-inspection/80567ddf-4690-4ff0-90ba-a4cfbcb3c9ea.jpg.296x216.jpg', '两房朝南，南北通透，户型方正。', '德胜东村  | 2室1厅 | 62.7平米 | 南 | 简装 | 无电梯', '高楼层(共7层)1995年建板楼  -  德胜东', '238万', '单价37959元/平米')
('https://image1.ljcdn.com/330100-inspection/75c43cb7-f6fa-46c8-85ec-2ad70cda201a.jpg.296x216.jpg', '钛合国际酒店式公寓，LOFT户型，朝东，业主自住精装修', '钛合国际  | 1室1厅 | 40.75平米 | 东 | 精装 | 有电梯', '中楼层(共27层)2008年建塔楼  -  流水苑', '230万', '单价56442元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload37a7f06d-5ca4-4d38-8537-1675523fd593.jpg.296x216.jpg', '两房朝南，户型正气，地铁口，设施配套齐全', '树园  | 2室1厅 | 60平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)1990年建板楼  -  建国北路', '260万', '单价43334元/平米')
('https://image1.ljcdn.com/330100-inspection/bfc383dd-bd11-4b88-9fd4-5bbddbc66fa8.jpg.296x216.jpg', '为您而选为爱为家 朝晖二区新上好房 配套齐全', '朝晖二区  | 3室1厅 | 83.13平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1985年建板楼  -  朝晖', '330万', '单价39697元/平米')
('https://image1.ljcdn.com/330100-inspection/d0a97fe3-cf09-42b4-931d-e498c1843b39.jpg.296x216.jpg', '安吉路小区 户型方正 采光阳光很好', '直戒坛寺巷  | 3室1厅 | 75.68平米 | 南 | 简装 | 无电梯', '高楼层(共7层)1989年建板楼  -  武林', '420万', '单价55497元/平米')
('https://image1.ljcdn.com/330100-inspection/44162a5a-1500-4928-ae89-206fa01afa31.jpg.296x216.jpg', '社坛苑 长寿桥 低楼层 自住精装', '社坛苑  | 3室1厅 | 86.48平米 | 南 北 | 精装 | 无电梯', '低楼层(共7层)1997年建板楼  -  天水', '499万', '单价57702元/平米')
('https://image1.ljcdn.com/330100-inspection/302d4816-7a34-4f86-bbcc-73e62b16bac3.jpg.296x216.jpg', '艮园小区 地铁口 南北通透 厨卫全明 钻石3楼', '艮园社区  | 2室1厅 | 60.89平米 | 南 北 | 简装 | 无电梯', '中楼层(共7层)1992年建板楼  -  建国北路', '270万', '单价44343元/平米')
('https://image1.ljcdn.com/330100-inspection/bf1ebd2e-b919-4727-8f53-8c6633850d07.jpg.296x216.jpg', '清爽两房 看贴沙河景房 可拎包入住', '环东公寓  | 2室1厅 | 57平米 | 南 | 精装 | 有电梯', '中楼层(共21层)2000年建板楼  -  建国北路', '250万', '单价43860元/平米')
('https://image1.ljcdn.com/330100-inspection/test-7dc06d40-6c90-4d09-a10c-33344e41c86d.png.296x216.jpg', '安吉路 楼层好 户型方正 业主诚心', '武林桥河下  | 1室1厅 | 42.65平米 | 南 | 精装 | 无电梯', '高楼层(共7层)2001年建板楼  -  武林', '260万', '单价60962元/平米')
('https://image1.ljcdn.com/330100-inspection/0f3d42c9-36d3-4084-93f1-32e77381d9a8.jpg.296x216.jpg', '西湖边，近地铁近医院，邻里融洽闹中取静，出行方便', '直戒坛寺巷  | 3室1厅 | 78.13平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1989年建板楼  -  武林', '480万', '单价61437元/平米')
('https://image1.ljcdn.com/330100-inspection/9b2aec98-42db-40ac-a424-921d8398d255.jpg.296x216.jpg', '蔚蓝国际大厦 4室0厅 149万', '蔚蓝国际大厦  | 4室0厅 | 42.59平米 | 南 北 | 其他 | 有电梯', '高楼层(共22层)2012年建塔楼  -  三塘', '149万', '单价34985元/平米')
('https://image1.ljcdn.com/330100-inspection/2e1d556b-e89c-478a-b244-fcfdbe5cc83b.JPG.296x216.jpg', '精装边套三房。房东诚售，楼层适中', '泰地北上新城  | 3室1厅 | 88.76平米 | 南 北 | 精装 | 有电梯', '中楼层(共13层)2013年建板楼  -  石桥', '170万', '单价19153元/平米')
('https://image1.ljcdn.com/330100-inspection/0fdaf350-6dda-4d1c-badc-a31fa044875d.jpg.296x216.jpg', '万家星城大三房，三阳台，中间楼层，单价低', '万家星城  | 3室2厅 | 137.23平米 | 南 | 简装 | 有电梯', '高楼层(共21层)2009年建塔楼  -  三塘', '615万', '单价44816元/平米')
('https://image1.ljcdn.com/330100-inspection/edbae6f9-aaf4-446f-a703-217fcc04be57.jpg.296x216.jpg', '温馨两房 全明户型 配套齐全 地段优良', '柏枝巷  | 2室1厅 | 56.72平米 | 东 南 北 | 精装 | 无电梯', '中楼层(共7层)1989年建板楼  -  长庆', '300万', '单价52892元/平米')
('https://image1.ljcdn.com/330100-inspection/db24c1ed-7cd1-4610-9485-101531a1971a.jpg.296x216.jpg', '总价适中 诚心处理房产 价格可议', '军督司巷  | 2室1厅 | 38.04平米 | 南 | 简装 | 无电梯', '中楼层(共7层)2000年建板楼  -  众安桥', '210万', '单价55206元/平米')
('https://image1.ljcdn.com/330100-inspection/08724a8c-062b-4e4d-9935-f8296e7b12ee.jpg.296x216.jpg', '和平小区 全明户型    南北通透  中间楼层     采光好', '和平小区  | 3室2厅 | 84平米 | 南 西 | 简装 | 无电梯', '低楼层(共7层)1998年建板楼  -  流水苑', '410万', '单价48810元/平米')
('https://image1.ljcdn.com/330100-inspection/84e7ff30-4e55-4cc8-bbee-1d47c0e341e2.gif.296x216.jpg', '艮园小区 钻石3楼 南北通透 东园公园边 地铁2号线', '艮园社区  | 2室1厅 | 58.53平米 | 南 北 | 简装 | 无电梯', '中楼层(共7层)1992年建板楼  -  建国北路', '255万', '单价43568元/平米')
('https://image1.ljcdn.com/330100-inspection/1cc1fe1d-8184-4548-86cb-422f6270e1eb.jpg.296x216.jpg', '中山花园电梯房，运河景观，视野无遮挡，交通便利', '中山花园  | 3室2厅 | 121.14平米 | 南 | 简装 | 有电梯', '中楼层(共29层)2000年建塔楼  -  朝晖', '460万', '单价37973元/平米')
('https://image1.ljcdn.com/330100-inspection/ad65ec34-21f2-4472-b925-bace732fe2e0.jpg.296x216.jpg', '朝晖七区 地铁小三房 全明户型 采光充足 交通便利', '朝晖七区  | 3室1厅 | 59.77平米 | 东 南 北 | 简装 | 无电梯', '高楼层(共7层)1985年建板楼  -  朝晖', '251万', '单价41995元/平米')
('https://image1.ljcdn.com/330100-inspection/0d37c038-a55c-40a6-afde-6bf0d621701c.jpg.296x216.jpg', '凤栖花园 楼层好 视野开阔 户型正气', '中大凤栖花园  | 3室2厅 | 143平米 | 南 | 简装 | 有电梯', '高楼层(共18层)2003年建板楼  -  潮鸣', '760万', '单价53147元/平米')
('https://image1.ljcdn.com/330100-inspection/test-18ece161-82f5-4cf4-aeb7-b3d950bc51a2.png.296x216.jpg', '04年电梯房 总价低  楼层好 视野开阔', '环东公寓  | 1室1厅 | 48.08平米 | 北 | 简装 | 有电梯', '中楼层(共20层)2000年建板楼  -  建国北路', '195万', '单价40558元/平米')
('https://image1.ljcdn.com/330100-inspection/39361f9f-f0b2-4e4d-83bc-54c562a74094.jpg.296x216.jpg', '朝晖六区 96年房龄 配套齐全 交通便利 南北通透', '朝晖六区  | 2室1厅 | 54.73平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1986年建板楼  -  朝晖', '225万', '单价41111元/平米')
('https://image1.ljcdn.com/330100-inspection/4874fe9e-8e85-4484-abd7-3f101f1932bf.JPG.296x216.jpg', '户型很好，采光充足，loft格局，使用率高，交通便利', '怡乐银座  | 1室0厅 | 119.31平米 | 南 | 毛坯 | 有电梯', '高楼层(共9层)2009年建塔楼  -  石桥', '203万', '单价17015元/平米')
('https://image1.ljcdn.com/330100-inspection/cb305c08-ee96-4089-9f71-1e66697f2418.jpg.296x216.jpg', '景湖苑，2000年电梯房，总价低，贷款30年', '景湖苑  | 1室0厅 | 33平米 | 南 | 毛坯 | 有电梯', '低楼层(共20层)2001年建板楼  -  武林', '186万', '单价56364元/平米')
('https://image1.ljcdn.com/330100-inspection/f32d7aeb-ed61-453e-abfe-5adaf166860a.jpg.296x216.jpg', 'loft结构，5.4米层高，民水民电，采光无遮挡。', '新天地世嘉新座  | 2室2厅 | 78.66平米 | 南 | 精装 | 有电梯', '中楼层(共8层)2015年建板楼  -  三塘', '315万', '单价40046元/平米')
('https://image1.ljcdn.com/330100-inspection/a2bebbd4-d4c4-439a-8aaf-0983970fa82c.jpg.296x216.jpg', '体育场路 浙江日报旁 两房朝南 南北通透 采光好', '体育场路71-176号  | 2室1厅 | 65.31平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2000年建板楼  -  体育场路', '290万', '单价44404元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploadb3667487-a8b1-4d5c-9372-cc8797d202e8.jpg.296x216.jpg', '地铁口小三房，莅临西湖，采光好 配套设施完善', '竹竿巷  | 3室1厅 | 85.7平米 | 南 北 | 毛坯 | 无电梯', '低楼层(共6层)2001年建板楼  -  众安桥', '475万', '单价55426元/平米')
('https://image1.ljcdn.com/330100-inspection/8a4d9a8f-a7ed-49b8-9b7e-a59c67747f74.jpg.296x216.jpg', '体动社区35万精装刚需两房，配套齐全，适宜居住养老', '体育场路2-70号  | 2室1厅 | 45.45平米 | 南 | 精装 | 无电梯', '低楼层(共6层)1990年建板楼  -  建国北路', '225万', '单价49505元/平米')
('https://image1.ljcdn.com/330100-inspection/b7f06b10-c535-44c2-8c8e-c3145face401.jpg.296x216.jpg', '潮王公寓 全明户型业 工大旁 视野开阔 户型好', '潮王公寓  | 2室1厅 | 90.91平米 | 南 | 精装 | 有电梯', '低楼层(共20层)2010年建板楼  -  朝晖', '400万', '单价44000元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploadee139d85-5a75-40c6-93ce-dbffe1ecb16c.jpg.296x216.jpg', '流水苑 可改小3房 格局很好 有架空层 看房方便', '流水苑  | 2室2厅 | 65.72平米 | 南 | 简装 | 无电梯', '低楼层(共7层)1999年建板楼  -  流水苑', '255万', '单价38801元/平米')
('https://image1.ljcdn.com/330100-inspection/b82c178b-725c-4076-abca-bb23365dffc3.jpg.296x216.jpg', '新华坊  地铁口  全明边套    清爽装修   楼层好', '新华坊社区  | 2室1厅 | 57.77平米 | 南 西 | 其他 | 无电梯', '中楼层(共6层)1998年建板楼  -  丝绸城', '288万', '单价49853元/平米')
('https://image1.ljcdn.com/330100-inspection/7ec6edd1-71d0-45f1-897a-c491fbba73d3.jpg.296x216.jpg', '优质地段，近地铁，精装修，三居室', '凤起苑  | 3室2厅 | 106.25平米 | 南 | 精装 | 有电梯', '中楼层(共26层)1999年建板楼  -  潮鸣', '540万', '单价50824元/平米')
('https://image1.ljcdn.com/330100-inspection/14f048ef-5891-4ab1-ad11-8aebcc077178.jpg.296x216.jpg', '京都苑小区电梯房 三房朝南 精装修的大房子', '京都苑  | 3室2厅 | 158.74平米 | 东 南 北 | 精装 | 有电梯', '中楼层(共18层)2000年建塔楼  -  流水苑', '655万', '单价41263元/平米')
('https://image1.ljcdn.com/330100-inspection/test-8d1d830f-0df5-4699-927a-c77f913da28a.png.296x216.jpg', '锦园小区 两房朝南 地铁口 精装修 南北通透', '锦园小区  | 2室1厅 | 56.62平米 | 南 北 | 其他 | 无电梯', '高楼层(共7层)1995年建板楼  -  建国北路', '243万', '单价42918元/平米')
('https://image1.ljcdn.com/330100-inspection/e34a6ce5-228d-4081-a094-15702c834117.jpg.296x216.jpg', '十一景名邸，庆春路次新房 送车位', '云龙十一景  | 3室2厅 | 128.01平米 | 南 北 | 精装 | 有电梯', '低楼层(共25层)2010年建板楼  -  潮鸣', '739万', '单价57730元/平米')
('https://image1.ljcdn.com/330100-inspection/0468c089-2246-4bdc-ac7a-895109d4354d.jpg.296x216.jpg', '户型很好，采光充足，loft格局，使用率高，交通便利', '怡乐银座  | 1室0厅 | 96平米 | 南 | 毛坯 | 有电梯', '高楼层(共9层)2009年建塔楼  -  石桥', '164万', '单价17084元/平米')
('https://image1.ljcdn.com/330100-inspection/0326f8ab-1a31-4342-861f-9588c02a3a0e.jpg.296x216.jpg', '东新园雪峰苑小两房，总价低，户型方正', '东新园雪峰苑  | 2室2厅 | 76.83平米 | 南 | 简装 | 有电梯', '中楼层(共9层)2005年建板楼  -  三塘', '308万', '单价40089元/平米')
('https://image1.ljcdn.com/330100-inspection/c75ca54d-590f-4be8-8b03-e9f7ae748cea.JPG.296x216.jpg', '户型很好，采光充足，家人们多多推荐', '怡乐银座  | 3室1厅 | 84.92平米 | 南 北 | 精装 | 有电梯', '高楼层(共9层)2009年建塔楼  -  石桥', '195万', '单价22963元/平米')
('https://image1.ljcdn.com/330100-inspection/4cd21011-0bcb-46a2-8680-63fa5fc74877.jpg.296x216.jpg', '体育场路71-176号 2室1厅 320万', '体育场路71-176号  | 2室1厅 | 72.88平米 | 南 | 其他 | 无电梯', '中楼层(共7层)2000年建板楼  -  体育场路', '320万', '单价43908元/平米')
('https://image1.ljcdn.com/330100-inspection/test-41c63680-6299-46e3-a8c5-b6d46aeccaeb.png.296x216.jpg', '混堂桥，中间楼层，满五唯一，诚心出售，随时看房', '混堂桥  | 2室1厅 | 52.3平米 | 南 北 | 简装 | 无电梯', '中楼层(共6层)2000年建板楼  -  武林', '288万', '单价55067元/平米')
('https://image1.ljcdn.com/330100-inspection/71e61212-f585-4605-ad3d-cf633b4b576c.jpg.296x216.jpg', '房子带露台 采光无遮挡 一梯两户 九区较新96年房龄', '朝晖九区  | 2室1厅 | 74.59平米 | 南 | 简装 | 无电梯', '低楼层(共7层)1996年建板楼  -  朝晖', '306万', '单价41025元/平米')
('https://image1.ljcdn.com/330100-inspection/ebadd7a4-27b0-4899-960a-660ba1faa0fb.JPG.296x216.jpg', '临河安静，房东诚心出售。三房、大阳台。', '元都新景公寓  | 3室2厅 | 114.2平米 | 南 | 毛坯 | 有电梯', '低楼层(共11层)2010年建塔楼  -  石桥', '340万', '单价29773元/平米')
('https://image1.ljcdn.com/330100-inspection/3aafae24-145f-4f6f-ba7b-8c28f6536544.jpg.296x216.jpg', '新坝小区 1999年房龄 非顶楼 低单价两房 诚心出售', '新坝  | 2室1厅 | 54.7平米 | 西 | 简装 | 无电梯', '高楼层(共7层)1989年建板楼  -  体育场路', '215万', '单价39306元/平米')
('https://image1.ljcdn.com/330100-inspection/100b9350-383a-45a8-9878-e21d773903e3.jpg.296x216.jpg', '地铁口 小两房 总价低 刚需福利！', '朝晖二区  | 2室1厅 | 43.5平米 | 东 西 | 简装 | 无电梯', '高楼层(共6层)1984年建板楼  -  朝晖', '165万', '单价37932元/平米')
('https://image1.ljcdn.com/330100-inspection/7b0582c9-bb10-4f97-9104-3e97ae64ffca.jpg.296x216.jpg', '建国北路小两房 采光好 业主诚心出售 付款方式无要求', '珠碧苑  | 2室1厅 | 51.25平米 | 南 北 | 简装 | 无电梯', '中楼层(共7层)1997年建板楼  -  潮鸣', '230万', '单价44879元/平米')
('https://image1.ljcdn.com/330100-inspection/533c3083-2a18-49fa-b4c4-09ddecde0fa9.jpg.296x216.jpg', '菊香苑大跃层 简单装修 户型正气 采光好 视野好', '北景园菊香苑  | 4室2厅 | 115.81平米 | 南 | 简装 | 无电梯', '高楼层(共6层)2006年建板楼  -  石桥', '355万', '单价30654元/平米')
('https://image1.ljcdn.com/330100-inspection/test-c688bc11-67d1-4752-890f-6719b40f041e.png.296x216.jpg', '此房双阳台，三期小户型，全新装修，拧包入住', '绿洲花园  | 3室2厅 | 100.12平米 | 南 | 简装 | 有电梯', '低楼层(共25层)2006年建板塔结合  -  流水苑', '500万', '单价49941元/平米')
('https://image1.ljcdn.com/330100-inspection/4bdb650c-a2f1-4708-bd8a-06bed571a77b.jpg.296x216.jpg', '中北花园 户型方正 两房朝南  全明户型', '中北花园  | 3室1厅 | 94.21平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)1990年建板楼  -  朝晖', '480万', '单价50951元/平米')
('https://image1.ljcdn.com/330100-inspection/efc97259-37de-4ba0-9684-dcb210502f9e.JPG.296x216.jpg', '户型很好，采光充足，loft格局，使用率高，交通便利', '怡乐银座  | 1室0厅 | 103.23平米 | 南 | 毛坯 | 有电梯', '高楼层(共9层)2009年建塔楼  -  石桥', '176万', '单价17050元/平米')
('https://image1.ljcdn.com/330100-inspection/0cccd525-c67c-411e-9613-f17c1dd2e3d5.jpg.296x216.jpg', '东新园茗盛苑三房户型，看房方便，上部楼层。', '东新园茗盛苑  | 3室2厅 | 127.58平米 | 东 | 简装 | 有电梯', '低楼层(共16层)2004年建板楼  -  三塘', '480万', '单价37624元/平米')
('https://image1.ljcdn.com/330100-inspection/4596fc72-fb80-415c-a91d-5f1e4e7df087.jpg.296x216.jpg', '九龙仓君玺 3室2厅 610万', '九龙仓君玺  | 3室2厅 | 88.52平米 | 南 | 精装 | 有电梯', '中楼层(共19层)2016年建板塔结合  -  和平', '610万', '单价68911元/平米')
('https://image1.ljcdn.com/330100-inspection/e49d1f53-4da6-4073-8f67-24b5df865702.jpg.296x216.jpg', '万家星城一期小两房 总价低 采光好 中间楼层', '万家星城  | 2室2厅 | 86.1平米 | 南 | 简装 | 有电梯', '中楼层(共22层)2009年建塔楼  -  三塘', '380万', '单价44135元/平米')
('https://image1.ljcdn.com/330100-inspection/ee1908dc-9c7d-4e89-a22b-a7f2935c61cc.jpg.296x216.jpg', '流水北苑 3室1厅 320万', '流水北苑  | 3室1厅 | 83.39平米 | 南 | 简装 | 无电梯', '高楼层(共7层)1996年建板楼  -  流水苑', '320万', '单价38374元/平米')
('https://image1.ljcdn.com/330100-inspection/test-e66618af-8bd0-45e1-be6c-a104c45a0b1a.png.296x216.jpg', '电梯楼  中河北路 地铁口 站旁交通便利', '三华园  | 1室1厅 | 46.81平米 | 西 | 简装 | 有电梯', '高楼层(共28层)1998年建板楼  -  天水', '250万', '单价53408元/平米')
('https://image1.ljcdn.com/330100-inspection/81fca5d1-bc20-4c82-ab21-fe903f1e40b5.jpg.296x216.jpg', '五号线贯穿家门口，采光没毛病，中间楼层！', '三塘竹园  | 2室2厅 | 69.09平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)1998年建板楼  -  三塘', '310万', '单价44870元/平米')
('https://image1.ljcdn.com/330100-inspection/1a142100-cae7-40a4-9906-0f26fe6f96db.jpg.296x216.jpg', '东方豪园 朝南户型 楼层好 电梯房 单价低', '东方豪园  | 3室2厅 | 125平米 | 南 | 精装 | 有电梯', '高楼层(共27层)2006年建塔楼  -  朝晖', '445万', '单价35600元/平米')
('https://image1.ljcdn.com/330100-inspection/fbed9e1e-e8a3-4fa2-990e-7f40b643b137.jpg.296x216.jpg', '长寿桥单价55000两居室 一房朝南一房朝北中间楼层', '后营弄  | 2室1厅 | 54.7平米 | 南 北 | 简装 | 无电梯', '中楼层(共7层)2000年建板楼  -  天水', '295万', '单价53931元/平米')
('https://image1.ljcdn.com/330100-inspection/5370de2d-bf9d-4d18-9c24-ecc708ca15c2.jpg.296x216.jpg', '红会医院 两房全明户型 看房有钥匙 地铁2号线', '天园阁  | 2室1厅 | 58.27平米 | 东 | 简装 | 有电梯', '低楼层(共20层)1998年建板楼  -  建国北路', '233万', '单价39987元/平米')
('https://image1.ljcdn.com/330100-inspection/d2bf8731-a951-42ad-a0c6-ae4854c1f5c8.jpg.296x216.jpg', '文晖路80号，得房率高，双阳台，改善三房，交通方便', '文晖路80号  | 3室1厅 | 86.2平米 | 南 北 | 简装 | 无电梯', '中楼层(共7层)1994年建板楼  -  和平', '360万', '单价41764元/平米')
('https://image1.ljcdn.com/330100-inspection/test-b24ee417-0526-4685-8cb7-112f35476c54.png.296x216.jpg', '房子已经满两年，免增值税，开发商精装。', '昆仑公馆  | 3室2厅 | 174.5平米 | 南 | 精装 | 有电梯', '中楼层(共34层)2014年建板楼  -  朝晖', '980万', '单价56161元/平米')
('https://image1.ljcdn.com/330100-inspection/deeed09d-1266-4dd6-a2f9-95d1ea286274.jpg.296x216.jpg', '水印康庭平层两房低总价，不沿马路', '水印康庭  | 2室2厅 | 83.12平米 | 南 | 简装 | 有电梯', '高楼层(共18层)2006年建板楼  -  三塘', '368万', '单价44274元/平米')
('https://image1.ljcdn.com/330100-inspection/568a77dc-b44f-45d5-b865-bea8844215ee.jpg.296x216.jpg', '新天地精装公寓，视野开阔拎包入住~', '新天地中心  | 1室1厅 | 59.41平米 | 南 | 精装', '中楼层(共17层)2017年建板楼  -  三塘', '145万', '单价24407元/平米')
('https://image1.ljcdn.com/330100-inspection/b591c64f-2714-462f-a2c6-129a4ddac925.jpg.296x216.jpg', '文晖苑 业主住精装修好房 两房朝南 卫生间有干湿分离', '文晖苑  | 2室2厅 | 80平米 | 南 北 | 其他 | 无电梯', '高楼层(共7层)1998年建板楼  -  朝晖', '336万', '单价42000元/平米')
('https://image1.ljcdn.com/330100-inspection/4e2fd466-f089-4f91-ac5e-d1cef64fc496.jpg.296x216.jpg', '新上好房为您优选 带大院子  户型方正', '朝晖二区  | 3室1厅 | 69.03平米 | 南 | 简装 | 无电梯', '低楼层(共5层)1984年建板楼  -  朝晖', '280万', '单价40563元/平米')
('https://image1.ljcdn.com/330100-inspection/c4498c85-2d95-4b51-89ba-bb782505ebf2.JPG.296x216.jpg', '桦枫居南区精装大三房，采光无遮挡！', '嘉里桦枫居  | 3室2厅 | 103.13平米 | 南 北 | 精装 | 有电梯', '低楼层(共16层)2013年建塔楼  -  石桥', '385万', '单价37332元/平米')
('https://image1.ljcdn.com/330100-inspection/test-5239bf40-bad9-444a-8d9f-2b62b6cd1d4e.png.296x216.jpg', '业主诚心卖，价格可谈，毛坯可自己设计', '三里家园一区  | 3室2厅 | 118平米 | 南 西 北 | 毛坯 | 有电梯', '高楼层(共16层)2006年建板楼  -  三里亭', '380万', '单价32204元/平米')
