('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploadde833e55-9559-4fd4-b413-0a6a0270f270.jpg.296x216.jpg', '采光无遮挡，精装修，拎包入住。', '润富花园  | 2室1厅 | 91平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2006年建板塔结合  -  桥北', '182万', '单价20000元/平米')
('https://image1.ljcdn.com/320100-inspection/3a94a656-d7a4-4063-9b63-b774c3bdcb1d.JPG.296x216.jpg', '江北新区 威尼斯水城第二街区 三房 两厅 诚心出售', '威尼斯水城第二街区  | 3室2厅 | 156.93平米 | 南 北 | 其他 | 无电梯', '中楼层(共5层)2011年建板楼  -  桥北', '450万', '单价28676元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload1d48b0f1-ff14-452a-890d-1fcc963e7fb8.JPG.296x216.jpg', '房屋格局好  光线充足 配套设施齐全 美式装修', '威尼斯水城第三街区  | 3室2厅 | 138.44平米 | 南 北 | 其他 | 有电梯', '低楼层(共30层)2011年建板楼  -  桥北', '308万', '单价22248元/平米')
('https://image1.ljcdn.com/320100-inspection/92d93283-9206-4c36-a65c-e14142e66bef.JPG.296x216.jpg', '扬子江隧道口高品质小区 精装三房 配套成熟 看房方便', '阳光帝景  | 3室2厅 | 126.63平米 | 南 西 北 | 精装 | 有电梯', '高楼层(共18层)2014年建塔楼  -  顶山街道', '320万', '单价25271元/平米')
('https://image1.ljcdn.com/320100-inspection/6b5dacdc-9d66-4f7c-b92d-2bd23c6177d4.jpg.296x216.jpg', '南北通透 高楼层 采光好 开发商精装 刚刚交付', '保利西江月  | 3室2厅 | 87.94平米 | 南 北 | 精装', '中楼层(共34层)暂无数据  -  江浦街道', '360万', '单价40938元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploadb670e337-eb43-4b9d-b59a-3538fc857508.JPG.296x216.jpg', '一线江景房可见大桥 精装修 采光好', '威尼斯水城第三街区  | 2室2厅 | 99.69平米 | 南 | 其他 | 有电梯', '中楼层(共26层)2011年建板楼  -  桥北', '208万', '单价20865元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload0a9187b8-e609-4ecd-af97-b30fc9485b92.jpg.296x216.jpg', '楼层好 视野开阔 采光充足 交通便利', '天润城第六街区  | 2室2厅 | 86.21平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2006年建板楼  -  桥北', '180万', '单价20880元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploadcf5c7154-554f-4bd9-94b9-bb2c987dea11.JPG.296x216.jpg', '8街区一楼超大院子送入户花园 阳光房', '威尼斯水城第八街区  | 4室2厅 | 134.38平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)2005年建板楼  -  桥北', '370万', '单价27534元/平米')
('https://image1.ljcdn.com/320100-inspection/fd2cba77-34e6-47bf-9468-f0a8efa13553.JPG.296x216.jpg', '江北新区纬三隧道口 南北通透 采光充足 交通方便快捷', '阳光帝景  | 3室2厅 | 142平米 | 南 北 | 毛坯 | 有电梯', '低楼层(共18层)2014年建板楼  -  顶山街道', '340万', '单价23944元/平米')
('https://image1.ljcdn.com/320100-inspection/test-fccf365c-004c-41a7-9859-58a26ede2c76.png.296x216.jpg', '华府国际精装三房 高楼层 采光棒 南北通透 户型方正', '华府国际  | 3室2厅 | 117.78平米 | 南 北 | 其他 | 有电梯', '中楼层(共11层)2016年建板楼  -  浦口其它', '270万', '单价22925元/平米')
('https://image1.ljcdn.com/320100-inspection/f8c0b5c1-4b9e-4849-96ad-03dfb8dcddf2.jpg.296x216.jpg', '精装2房 南北通透 中间楼层采光棒 交通便利 配套齐全', '海都嘉园  | 2室2厅 | 91.78平米 | 南 北 | 其他 | 无电梯', '中楼层(共7层)2009年建板楼  -  江浦街道', '240万', '单价26150元/平米')
('https://image1.ljcdn.com/320100-inspection/d4d8afc8-d774-4dd9-9719-a7ea62385353.jpg.296x216.jpg', '江岸水城 3室2厅 192万', '江岸水城  | 3室2厅 | 84平米 | 东南 | 其他 | 有电梯', '中楼层(共9层)2009年建板塔结合  -  桥北', '192万', '单价22858元/平米')
('https://image1.ljcdn.com/320100-inspection/7020f295-4242-4ef2-8848-0d5aec5d4a89.JPG.296x216.jpg', '威尼斯水城第十四街区 3室2厅 235万', '威尼斯水城第十四街区  | 3室2厅 | 96.35平米 | 南 | 其他 | 有电梯', '高楼层(共6层)2013年建板楼  -  桥北', '235万', '单价24391元/平米')
('https://image1.ljcdn.com/320100-inspection/b0a573d3-5f1b-465f-a489-9ad6719bf414.JPG.296x216.jpg', '带阁楼 南北通透 采光好 高楼层', '大华锦绣华城香邑美颂  | 4室2厅 | 136平米 | 南 北 | 其他 | 有电梯', '高楼层(共8层)2010年建板楼  -  桥北', '358万', '单价26324元/平米')
('https://image1.ljcdn.com/320100-inspection/test-2572a72a-0e11-49d9-8ebe-432f115264c6.png.296x216.jpg', '采光不遮挡 户型方正 交通方便  配套成熟', '天润城第十二街区  | 1室2厅 | 68.23平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2012年建板塔结合  -  桥北', '165万', '单价24183元/平米')
('https://image1.ljcdn.com/320100-inspection/b41eb865-ddb9-41ae-ba33-e21c778559c1.jpg.296x216.jpg', '天润城第二街区 3室2厅 230万', '天润城第二街区  | 3室2厅 | 127.14平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2006年建板楼  -  桥北', '230万', '单价18091元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload351f90b2-cce3-4f0a-b1ad-a04766842883.JPG.296x216.jpg', '十五街区新小区，业主诚心出售。', '威尼斯水城第十五街区  | 2室2厅 | 87.82平米 | 南 北 | 精装 | 有电梯', '中楼层(共11层)2014年建板楼  -  桥北', '205万', '单价23344元/平米')
('https://image1.ljcdn.com/320100-inspection/b806a482-4a21-4e2c-969e-56ba7db304b0.jpg.296x216.jpg', '精装修 可拎包入住 电梯房 中间楼层 采光不挡', '天润城第四街区  | 2室2厅 | 94.08平米 | 南 北 | 其他 | 有电梯', '中楼层(共10层)2006年建板楼  -  桥北', '210万', '单价22322元/平米')
('https://image1.ljcdn.com/320100-inspection/5bc4eeee-3b3a-4b11-b1b4-255e1f86b313.jpg.296x216.jpg', '此房南北通透 格局好 生活配套齐全', '力标赞城  | 3室2厅 | 90.51平米 | 南 北 | 其他', '低楼层(共11层)暂无数据  -  浦口其它', '175万', '单价19335元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploadc8dc1523-4861-4ffa-ac34-cbedeb70c92c.jpg.296x216.jpg', '融侨观邸 纯毛坯 南北通透  楼层好 采光充足', '融侨观邸二期  | 3室1厅 | 132.08平米 | 南 北 | 其他 | 有电梯', '中楼层(共11层)2015年建板楼  -  江浦街道', '340万', '单价25742元/平米')
('https://image1.ljcdn.com/320100-inspection/11ab6ab2-02a0-4065-a04d-26e6bf914650.JPG.296x216.jpg', '地和苑 配套完善 出行方便 业主诚售', '地和苑  | 1室1厅 | 61.65平米 | 西北 | 简装 | 有电梯', '高楼层(共15层)2007年建板楼  -  桥北', '135万', '单价21898元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload8ee2786c-7de6-4451-9766-c407999e3a9c.jpg.296x216.jpg', '老山脚下 中航物业 精装四房 一楼单独入户 改善佳选', '华府国际  | 4室2厅 | 129平米 | 南 | 精装 | 有电梯', '低楼层(共11层)2016年建板楼  -  浦口其它', '310万', '单价24032元/平米')
('https://image1.ljcdn.com/320100-inspection/81c073e2-6694-4c32-9c4a-407f27d24f6c.jpg.296x216.jpg', '中间楼层 居家装修  采光充足', '润富花园  | 2室1厅 | 85.46平米 | 南 北 | 简装 | 无电梯', '中楼层(共6层)2006年建板塔结合  -  桥北', '180万', '单价21063元/平米')
('https://image1.ljcdn.com/320100-inspection/test-bc835bd9-ae8a-4727-93bd-5965a768773f.png.296x216.jpg', '明发云庭 小三房 中间楼层 品质小区', '明发云庭  | 3室2厅 | 89.1平米 | 南 北 | 简装', '中楼层(共11层)2017年建板楼  -  江浦街道', '218万', '单价24467元/平米')
('https://image1.ljcdn.com/320100-inspection/947865e5-0193-466a-ad7a-5c576d867ae1.JPG.296x216.jpg', '江北新区 商品房 精装修 南北通透的全明两房', '人和苑  | 2室2厅 | 86.53平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2008年建板楼  -  桥北', '239万', '单价27621元/平米')
('https://image1.ljcdn.com/320100-inspection/efda1ad9-7601-4704-8c1d-81405eca6a05.jpg.296x216.jpg', '裕民家园 2室1厅 140万', '裕民家园  | 2室1厅 | 67.15平米 | 南 | 其他 | 无电梯', '中楼层(共6层)2007年建板塔结合  -  高新区', '140万', '单价20849元/平米')
('https://image1.ljcdn.com/320100-inspection/89cd1f1a-93c2-4900-b8e3-da612720b515.jpg.296x216.jpg', '城市花园 3室2厅 300万', '城市花园  | 3室2厅 | 125.15平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)2004年建板楼  -  江浦街道', '300万', '单价23972元/平米')
('https://image1.ljcdn.com/320100-inspection/4bb81d71-aaf0-4b1f-a96a-a8ed12f33dca.JPG.296x216.jpg', '小区环境优美 物业管理好 配套齐全 隧道口', '阳光帝景  | 3室2厅 | 141.96平米 | 南 北 | 其他 | 有电梯', '低楼层(共18层)2014年建板楼  -  顶山街道', '335万', '单价23599元/平米')
('https://image1.ljcdn.com/320100-inspection/08be102d-b8c5-41d0-a120-2de3f2d4dd5f.JPG.296x216.jpg', '满五年 板房 精装修 南北通透', '幸福美地花园  | 2室2厅 | 82.59平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)2005年建板楼  -  桥北', '182万', '单价22037元/平米')
('https://image1.ljcdn.com/320100-inspection/c2de9a89-fb1c-481b-a806-303c3ce49c83.JPG.296x216.jpg', '威尼斯水城第五街区 3室2厅 276万', '威尼斯水城第五街区  | 3室2厅 | 122.27平米 | 南 北 | 其他 | 有电梯', '低楼层(共11层)2007年建板楼  -  桥北', '276万', '单价22573元/平米')
('https://image1.ljcdn.com/320100-inspection/14d92599-b5cb-4f93-840c-30aa8773c377.jpg.296x216.jpg', '满两年 精装修 万科物业 电梯三房 诚售', '万科金色半山  | 3室1厅 | 79.27平米 | 南 | 其他 | 有电梯', '低楼层(共11层)2013年建塔楼  -  浦口其它', '230万', '单价29015元/平米')
('https://image1.ljcdn.com/320100-inspection/65b19de5-b03d-445e-9d85-394c2df0e8ff.JPG.296x216.jpg', '榴美颂 南北通透 配套完善 交通便利', '大华锦绣华城榴美颂  | 3室2厅 | 133.62平米 | 南 北 | 其他 | 无电梯', '高楼层(共5层)2008年建板楼  -  桥北', '290万', '单价21704元/平米')
('https://image1.ljcdn.com/320100-inspection/4bc85b5b-537b-4649-bf87-05c16c6dce0e.jpg.296x216.jpg', '新城花漾紫郡 2室2厅 156万', '新城花漾紫郡  | 2室2厅 | 68.83平米 | 南 | 其他', '高楼层(共18层)塔楼  -  高新区', '156万', '单价22665元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploade541a389-f76f-4a47-add3-df990a18c714.JPG.296x216.jpg', '江北新区  扬子江隧道 电梯三房 交通便利', '世茂荣里  | 3室1厅 | 89平米 | 南 北 | 其他 | 有电梯', '高楼层(共18层)2015年建板楼  -  顶山街道', '213万', '单价23933元/平米')
('https://image1.ljcdn.com/320100-inspection/7ce4209c-0d15-4da7-805e-d7ccf50e9bf5.jpg.296x216.jpg', '成熟小区 配套齐 业主诚心出售 交通便利', '新理想佳园  | 3室2厅 | 140.51平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)2005年建板楼  -  江浦街道', '290万', '单价20640元/平米')
('https://image1.ljcdn.com/320100-inspection/92dc2642-7146-4a96-b37b-d696b970499f.JPG.296x216.jpg', '威尼斯水城第十五街区精装大三房 带阁楼  诚售', '威尼斯水城第十五街区  | 3室2厅 | 129.94平米 | 南 北 | 其他 | 有电梯', '高楼层(共18层)2014年建板楼  -  桥北', '310万', '单价23858元/平米')
('https://image1.ljcdn.com/320100-inspection/8645425b-0d9f-4313-b3af-24e7ced6682a.JPG.296x216.jpg', '威尼斯水城第三街区 精装修 经典两房出售', '威尼斯水城第三街区  | 2室1厅 | 99.6平米 | 南 | 精装 | 有电梯', '低楼层(共26层)2011年建板楼  -  桥北', '195万', '单价19579元/平米')
('https://image1.ljcdn.com/320100-inspection/test-de25deba-dfd3-4133-aa23-228181765c2c.png.296x216.jpg', '明发滨江新城三期 3室2厅 310万', '明发滨江新城三期  | 3室2厅 | 138.57平米 | 南 北 | 其他 | 有电梯', '低楼层(共34层)2008年建塔楼  -  桥北', '310万', '单价22372元/平米')
('https://image1.ljcdn.com/320100-inspection/e1d35604-d1b8-450e-ad3a-68ccc5e45489.JPG.296x216.jpg', '视野好 诚心出售 采光好 交通便利 弘阳广场', '旭日华庭  | 3室2厅 | 138.06平米 | 南 北 | 其他 | 有电梯', '低楼层(共11层)2003年建板楼  -  桥北', '350万', '单价25352元/平米')
('https://image1.ljcdn.com/320100-inspection/2eaed50e-bd50-4303-b4da-ca7c7f73a15a.JPG.296x216.jpg', '弘阳旭日上城二区 3室1厅 247万', '弘阳旭日上城二区  | 3室1厅 | 94.65平米 | 东 南 北 | 其他 | 有电梯', '低楼层(共27层)2016年建板塔结合  -  桥北', '247万', '单价26097元/平米')
('https://image1.ljcdn.com/320100-inspection/aaacbc6d-7ec6-4005-8a82-b0d6a05570c0.JPG.296x216.jpg', '双卧朝南 精装修 户型方正 采光无遮挡', '威尼斯水城第二街区  | 3室2厅 | 117.36平米 | 南 北 | 其他 | 有电梯', '中楼层(共11层)2011年建板楼  -  桥北', '275万', '单价23433元/平米')
('https://image1.ljcdn.com/320100-inspection/58ab6d59-fb39-4731-b8b5-5f309a49517e.jpg.296x216.jpg', '山景房 绿城物业 户型方正 次顶楼 视野好 不临街', '明发香山郡  | 3室2厅 | 113.27平米 | 南 | 其他 | 有电梯', '高楼层(共10层)2017年建板楼  -  江浦街道', '280万', '单价24720元/平米')
('https://image1.ljcdn.com/320100-inspection/3224e47b-6119-4fdc-9362-dfd59b9ff5ed.JPG.296x216.jpg', '10街区经典通透户型  好楼层 看房方便 业主诚心', '威尼斯水城第十街区  | 2室2厅 | 88平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2010年建板楼  -  桥北', '210万', '单价23864元/平米')
('https://image1.ljcdn.com/320100-inspection/e21bafcf-6477-4d26-81fd-45cbf0a798b3.jpg.296x216.jpg', '天润城第四街区 2室2厅 189万', '天润城第四街区  | 2室2厅 | 87.61平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2006年建板楼  -  桥北', '189万', '单价21573元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload90849f31-09d4-45b7-8846-c4a4931b5b6d.jpg.296x216.jpg', '海润枫景家园 南北通透大三房 楼层好 采光充足', '海润枫景家园  | 3室2厅 | 93.74平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2007年建板塔结合  -  泰山街道', '190万', '单价20269元/平米')
('https://image1.ljcdn.com/320100-inspection/edc826a7-de1e-4860-b2d5-033659abe27f.jpg.296x216.jpg', '精装修拎包入住 户型方正 生活方便', '天润城第四街区  | 3室2厅 | 110.72平米 | 南 | 其他 | 有电梯', '低楼层(共11层)2006年建板楼  -  桥北', '228万', '单价20593元/平米')
('https://image1.ljcdn.com/320100-inspection/42c03ae2-c8e3-4d47-9ec2-eaea6279425b.jpg.296x216.jpg', '保利西江月 4室2厅 265万', '保利西江月  | 4室2厅 | 89平米 | 南 北 | 其他', '中楼层(共34层)2017年建塔楼  -  江浦街道', '265万', '单价29776元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload03f3b867-91e1-49a4-a8e3-67b7bdb0b257.JPG.296x216.jpg', '威尼斯水城第十五街区 3室2厅 260万', '威尼斯水城第十五街区  | 3室2厅 | 111.03平米 | 南 北 | 其他 | 有电梯', '低楼层(共11层)2014年建板楼  -  桥北', '260万', '单价23418元/平米')
('https://image1.ljcdn.com/320100-inspection/7aa7ca78-f1a6-4d3c-ba42-76af34430cb9.jpg.296x216.jpg', '香漫山 南北通透的两房 清空毛坯可任意改造', '美麟香漫山  | 2室1厅 | 87.49平米 | 南 北 | 其他 | 有电梯', '低楼层(共11层)2017年建板楼  -  江浦街道', '195万', '单价22289元/平米')
('https://image1.ljcdn.com/320100-inspection/a3768355-219f-4114-9002-7d2f5ca81207.JPG.296x216.jpg', '中间楼层 视野开阔 南北通透 户型方正', '地和苑  | 3室2厅 | 134.55平米 | 南 北 | 精装 | 有电梯', '中楼层(共11层)2007年建板楼  -  桥北', '280万', '单价20811元/平米')
('https://image1.ljcdn.com/320100-inspection/d185b3fb-84a3-4db9-af38-04d321749d79.JPG.296x216.jpg', '明发Q户型 南北通透 中间楼层 免增值税费 看房方便', '明发滨江新城二期  | 4室2厅 | 134.21平米 | 南 北 | 简装 | 有电梯', '中楼层(共11层)2005年建板楼  -  桥北', '310万', '单价23099元/平米')
('https://image1.ljcdn.com/320100-inspection/d222a73f-4110-4141-9a3e-17dbcd3d4a72.JPG.296x216.jpg', '三房两卫 采光充足 户型好 纯毛坯', '弘阳旭日上城二区  | 3室2厅 | 129平米 | 南 | 毛坯 | 有电梯', '低楼层(共33层)2016年建板塔结合  -  桥北', '312万', '单价24187元/平米')
('https://image1.ljcdn.com/320100-inspection/test-d669951d-5cd4-4423-a7c7-80c64dc04d8c.png.296x216.jpg', '开发商精装修 满二 边户 配套齐全 品质小区', '中海万锦熙岸二期  | 3室2厅 | 113.52平米 | 南 | 其他 | 有电梯', '高楼层(共18层)2014年建塔楼  -  江浦街道', '328万', '单价28894元/平米')
('https://image1.ljcdn.com/320100-inspection/15d54a38-a525-48bd-95d5-7605e7f3aaaf.jpg.296x216.jpg', '简装  户型方正  南北通透  业主诚售', '中海万锦熙岸一期  | 3室2厅 | 128.43平米 | 南 北 | 其他 | 有电梯', '低楼层(共26层)2014年建板楼  -  江浦街道', '295万', '单价22970元/平米')
('https://image1.ljcdn.com/320100-inspection/d850d218-25f6-48b7-bf20-050ef29b2696.JPG.296x216.jpg', '旭日爱上城一区 2室2厅 260万', '旭日爱上城一区  | 2室2厅 | 89.8平米 | 南 | 其他 | 有电梯', '中楼层(共18层)2009年建板楼  -  桥北', '260万', '单价28954元/平米')
('https://image1.ljcdn.com/320100-inspection/fa2ec40f-43be-49a1-ae0f-77a3dc89fa0d.jpg.296x216.jpg', '满两年 精装修 小区环境好 房龄新 诚意出售', '新城香溢紫郡  | 2室2厅 | 78.9平米 | 南 北 | 精装 | 有电梯', '低楼层(共18层)2015年建板楼  -  高新区', '175万', '单价22180元/平米')
('https://image1.ljcdn.com/320100-inspection/a1d0ce19-8e0c-4667-abad-9646b8adb595.jpg.296x216.jpg', '户型方正，配套设施全，视野开阔，采光充足，无遮挡。', '天润城第二街区  | 4室2厅 | 153平米 | 南 | 毛坯 | 无电梯', '高楼层(共6层)2006年建板楼  -  桥北', '268万', '单价17517元/平米')
('https://image1.ljcdn.com/320100-inspection/2e3dd293-a242-406a-b2fb-fc3799f638cc.jpg.296x216.jpg', '精装修 一楼带院子 环境优美 万科物业', '万科璞悦山  | 3室1厅 | 84.99平米 | 南 北 | 其他', '低楼层(共8层)板楼  -  浦口其它', '245万', '单价28827元/平米')
('https://image1.ljcdn.com/320100-inspection/55d5f601-dc28-4898-aae1-9225826e99d4.jpg.296x216.jpg', '泰来苑 3室2厅 240万', '泰来苑  | 3室2厅 | 125.24平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2014年建板楼  -  泰山街道', '240万', '单价19164元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload7380b076-747b-4639-8dab-7ac2d1c11183.JPG.296x216.jpg', '大华榴美颂南北通透两房 小区中间位置安静', '大华锦绣华城榴美颂  | 2室2厅 | 88.2平米 | 南 北 | 其他 | 有电梯', '低楼层(共11层)2008年建板楼  -  桥北', '238万', '单价26985元/平米')
('https://image1.ljcdn.com/320100-inspection/72831ff7-2e5f-4897-87ae-8860974c2c41.jpg.296x216.jpg', '天润城第六街区 2室1厅 185万', '天润城第六街区  | 2室1厅 | 91.82平米 | 南 | 精装 | 无电梯', '低楼层(共6层)2006年建板楼  -  桥北', '185万', '单价20149元/平米')
('https://image1.ljcdn.com/320100-inspection/cbf3ab76-ada9-44b1-9132-7325ecc36e60.jpg.296x216.jpg', '交通便利 人车分流 业主诚心 毛坯三房', '中海万锦熙岸一期  | 3室2厅 | 93.73平米 | 南 | 其他 | 有电梯', '低楼层(共26层)2014年建板楼  -  江浦街道', '245万', '单价26139元/平米')
('https://image1.ljcdn.com/320100-inspection/7f8905b5-e5f9-4992-aedc-82b5037a25b4.JPG.296x216.jpg', '浦东花园 2室2厅 183万', '浦东花园  | 2室2厅 | 102.02平米 | 南 北 | 其他 | 有电梯', '高楼层(共11层)2003年建板楼  -  泰山街道', '183万', '单价17938元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload629140c4-ab56-42b8-9b72-ba4425b2ee3b.jpg.296x216.jpg', '北江二期 毛坯房 中间楼层 南北通透 采光好', '北江锦城  | 3室2厅 | 119.86平米 | 南 北 | 其他 | 有电梯', '中楼层(共18层)2015年建板楼  -  浦口其它', '260万', '单价21692元/平米')
('https://image1.ljcdn.com/320100-inspection/fa2bdd00-5b74-4180-a029-ce9a8c2649cf.JPG.296x216.jpg', '中等装修 中楼层 居住舒适 配套完善', '泰来苑  | 3室2厅 | 113.53平米 | 南 | 简装 | 无电梯', '中楼层(共6层)2014年建板楼  -  泰山街道', '217万', '单价19114元/平米')
('https://image1.ljcdn.com/320100-inspection/4665d0aa-309f-4b7e-b915-e0566544a42a.JPG.296x216.jpg', '澳林广场边上人和苑精装两房 采光充足 业主诚售', '人和苑  | 2室2厅 | 83平米 | 西北 | 简装 | 有电梯', '低楼层(共33层)2008年建板楼  -  桥北', '180万', '单价21687元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload4a2fe83a-ee51-41b7-86a0-b045a402c661.jpg.296x216.jpg', '河东位置 离地铁三号线500米左右  精装修  拎包入住', '天润城第十二街区  | 2室2厅 | 76.62平米 | 南 北 | 精装 | 有电梯', '高楼层(共18层)2012年建板塔结合  -  桥北', '195万', '单价25451元/平米')
('https://image1.ljcdn.com/320100-inspection/366254c3-a3bd-4d98-8b8c-8fa8cf902fd4.jpg.296x216.jpg', '户型方正 精装修拎包入住 业主诚心出售', '新理想佳园  | 5室2厅 | 159.17平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2005年建板楼  -  江浦街道', '270万', '单价16963元/平米')
('https://image1.ljcdn.com/320100-inspection/10fcf9a8-6d08-4869-b4a1-792ae48d46e9.JPG.296x216.jpg', '户型方正，得房率高，，配套齐全，业主诚心出售', '弘阳旭日上城一区  | 3室2厅 | 108.85平米 | 南 北 | 其他 | 有电梯', '低楼层(共11层)2007年建塔楼  -  桥北', '262万', '单价24070元/平米')
('https://image1.ljcdn.com/320100-inspection/71f31ef0-b7ce-4897-a3d2-9dbc950bec3b.jpg.296x216.jpg', '天润城第八街区 4室2厅 330万', '天润城第八街区  | 4室2厅 | 132.34平米 | 南 北 | 其他 | 有电梯', '中楼层(共11层)2008年建板塔结合  -  桥北', '330万', '单价24936元/平米')
('https://image1.ljcdn.com/320100-inspection/33e956aa-44cb-4f87-bf48-27aa40183e4b.jpg.296x216.jpg', '天润城第六街区 2室1厅 188万', '天润城第六街区  | 2室1厅 | 89.43平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2006年建板楼  -  桥北', '188万', '单价21023元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload350efa5a-2168-46f2-87c3-a642709c721f.jpg.296x216.jpg', '顶跃复式三层，四房两卫，视野好，采光无遮挡。', '华府国际  | 4室2厅 | 128.7平米 | 南 北 | 其他 | 有电梯', '高楼层(共11层)2016年建板楼  -  浦口其它', '325万', '单价25253元/平米')
('https://image1.ljcdn.com/320100-inspection/test-dd126f7d-8d52-4468-af3a-e5e4b02aa782.png.296x216.jpg', '乐美颂 配套完善 交通便利 业主诚售', '大华锦绣华城乐美颂  | 2室2厅 | 79.58平米 | 南 | 精装 | 有电梯', '低楼层(共29层)2012年建塔楼  -  桥北', '198万', '单价24881元/平米')
('https://image1.ljcdn.com/320100-inspection/3e5088b0-5c4a-42be-b0c2-2397a8f52785.jpg.296x216.jpg', '此房精装修 南北通透 前后无遮挡 采光好', '钱塘望景花园  | 4室2厅 | 153.89平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2007年建板楼  -  江浦街道', '320万', '单价20795元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploadd9dbce84-8616-428e-96da-b3cd0bd39fd1.JPG.296x216.jpg', '顶跃 精装 交通方便 满两年 带露台 采光好', '泰来苑  | 4室2厅 | 134.34平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2014年建板楼  -  泰山街道', '230万', '单价17121元/平米')
('https://image1.ljcdn.com/320100-inspection/92375b14-2db6-4445-80a8-35230202c8e2.jpg.296x216.jpg', '老山脚下万科小三房 东边户得房率高 精装修满两年', '万科金色半山  | 3室1厅 | 79.27平米 | 南 北 | 其他 | 有电梯', '中楼层(共11层)2013年建塔楼  -  浦口其它', '209万', '单价26366元/平米')
('https://image1.ljcdn.com/320100-inspection/7e8ed16e-9e4b-4ef3-9597-54899042f3c8.JPG.296x216.jpg', '江北新区  威尼斯  新小区 南北通透  随时可看 毛坯', '威尼斯水城第十五街区  | 2室1厅 | 88.25平米 | 南 北 | 其他 | 有电梯', '高楼层(共11层)2014年建板楼  -  桥北', '192万', '单价21757元/平米')
('https://image1.ljcdn.com/320100-inspection/dff645eb-6729-4536-a763-70c8ab2ed6ce.jpg.296x216.jpg', '南北通透B户型，双阳台，精装修中间楼层，采光不遮挡', '天润城第五街区  | 2室1厅 | 89.62平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)2006年建板楼  -  桥北', '198万', '单价22094元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload17d8d114-594d-4122-abee-5f13a5a4677e.jpg.296x216.jpg', '此房满两年配套完善 隧道口 诚心卖', '国信阅景龙华  | 3室2厅 | 138.77平米 | 南 北 | 其他 | 有电梯', '中楼层(共11层)2010年建板楼  -  江浦街道', '300万', '单价21619元/平米')
('https://image1.ljcdn.com/320100-inspection/36542b10-ace2-476d-94d3-8c0a19503985.jpg.296x216.jpg', '采光充足 东边户 两个阳台 单价低', '白马湖山庄  | 2室2厅 | 94.6平米 | 南 北 | 毛坯', '低楼层(共5层)2003年建板楼  -  江浦街道', '228万', '单价24102元/平米')
('https://image1.ljcdn.com/320100-inspection/249aedad-9dd4-4b77-8d2b-9ebe30065851.JPG.296x216.jpg', '纬三隧道口 毛坯二房可以改成小三房 交通方便', '世茂荣里  | 2室2厅 | 87.3平米 | 南 北 | 其他 | 有电梯', '高楼层(共18层)2015年建板楼  -  顶山街道', '210万', '单价24055元/平米')
('https://image1.ljcdn.com/320100-inspection/99130a02-5140-4dbb-a741-c3629492632d.jpg.296x216.jpg', '精装修，格局好，楼层中间，诚心卖房', '明发滨江新城一期  | 2室2厅 | 89.58平米 | 南 北 | 其他 | 有电梯', '低楼层(共11层)2005年建塔楼  -  桥北', '225万', '单价25118元/平米')
('https://image1.ljcdn.com/320100-inspection/145a73da-0fd1-4ecf-aef3-8ff2e9bbc807.JPG.296x216.jpg', '精装修 户型好 生活便利 采光好 配套完善', '威尼斯水城第二街区  | 3室2厅 | 117.36平米 | 南 北 | 精装 | 有电梯', '中楼层(共11层)2011年建板楼  -  桥北', '260万', '单价22155元/平米')
