('https://image1.ljcdn.com/410100-inspection/13399e0d-8de0-4980-93e3-09a78e0d9058.jpg.296x216.jpg', '金沙湖高尔夫观邸，观景房，高档社区，业主诚心出售', '金沙湖高尔夫观邸  ', '低楼层(共27层)暂无数据  -  第八大街', '500万', '单价16779元/平米')
('https://image1.ljcdn.com/410100-inspection/11e236bf-946a-4633-b1dc-42391893a8ad.jpg.296x216.jpg', '此房满五年，小区位置很好，单价低，业主诚心出售。', '大城小室  ', '中楼层(共15层)暂无数据  -  第三大街', '41万', '单价12425元/平米')
('https://image1.ljcdn.com/410100-inspection/d380e069-afde-4f08-afb3-82d21074c8e5.jpg.296x216.jpg', '美庐银座1室1厅1卫97平方朝南满五年', '美庐银座  ', '中楼层(共18层)暂无数据  -  第三大街', '120万', '单价12372元/平米')
('https://image1.ljcdn.com/410100-inspection/test-2155ff40-644f-4976-b39a-acc34e92e207.png.296x216.jpg', '满五年  全南向 小高层 采光好 人车分流 安静和谐', '远大理想城  ', '中楼层(共11层)板楼  -  第三大街', '145万', '单价15547元/平米')
('https://image1.ljcdn.com/410100-inspection/test-76b789a9-629a-4272-8cdc-182075019a65.png.296x216.jpg', '悦山公馆好户型，业主诚心出售，价格美丽', '阅山公馆  ', '中楼层(共27层)暂无数据  -  第三大街', '215万', '单价15169元/平米')
('https://image1.ljcdn.com/410100-inspection/c512f9cd-e25d-4c37-9504-7c43e5149664.jpg.296x216.jpg', '业主诚心出售 中间楼层 精装修', '大城小室  ', '中楼层(共25层)暂无数据  -  第三大街', '110万', '单价12942元/平米')
('https://image1.ljcdn.com/410100-inspection/test-67f76a1a-be60-4294-a5ee-b90055ca3a69.png.296x216.jpg', '七院旁 ，郑安花园 ，多层三楼 96平大两房 送露台', '郑安花园小区  ', '中楼层(共6层)暂无数据  -  第三大街', '125万', '单价13021元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_upload4ce0a1a1-b56a-422b-bffe-38fc7394c1ab.jpg.296x216.jpg', '格林假日 中间楼层 大两居可改三居 诚意出售', '格林假日  ', '中楼层(共6层)板楼  -  第三大街', '150万', '单价14581元/平米')
('https://image1.ljcdn.com/410100-inspection/test-2488f079-99e5-49c1-b34a-0cb5ddf49763.png.296x216.jpg', '远大理想城 三居室楼层低居住舒适', '远大理想城  ', '低楼层(共11层)板楼  -  第三大街', '175万', '单价15160元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_upload704badb6-08ed-448d-a125-cd3a6828ebec.jpg.296x216.jpg', '格林度假山庄优质3居 看房方便 业主诚意出售', '格林度假山庄  ', '高楼层(共6层)暂无数据  -  第三大街', '180万', '单价14286元/平米')
('https://image1.ljcdn.com/410100-inspection/35e8b344-5304-4b5b-9378-9df504abdbda.jpg.296x216.jpg', '恒大绿洲 2室2厅 158万', '恒大绿洲  ', '高楼层(共33层)板楼  -  第三大街', '158万', '单价19037元/平米')
('https://image1.ljcdn.com/110000-inspection/e9d62ae7-017b-49f4-81f2-0d5fd05ac42c.jpg.296x216.jpg', '多层复式楼 空间宽阔居住舒适 采光格局好', '加州第一城  ', '高楼层(共7层)暂无数据  -  第三大街', '205万', '单价12975元/平米')
('https://image1.ljcdn.com/410100-inspection/test-0d7c4002-89f1-46a7-940c-b0e996544f2c.png.296x216.jpg', '亚太明珠 全南向大两房 高楼层 视野好 全天采光', '亚太明珠  ', '高楼层(共24层)板楼  -  第三大街', '132万', '单价13337元/平米')
('https://image1.ljcdn.com/410100-inspection/e0aed98c-9fc7-475b-8322-b40341fcaa6c..-18.jpg.296x216.jpg', '满五唯一，小高层采光视野好，家电家具全送，精装修！', '远大理想城  ', '高楼层(共33层)板塔结合  -  第三大街', '90万', '单价17968元/平米')
('https://image1.ljcdn.com/410100-inspection/b6b1341b-9a75-4540-80f3-604b3e5c3094.jpg.296x216.jpg', '地铁5号线 近在咫尺 交通便利 配套齐全 性 价比高', '阅山公馆  ', '低楼层(共27层)暂无数据  -  第三大街', '150万', '单价15068元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_uploade79ac3a2-4928-414b-938c-e0db95520baf.jpg.296x216.jpg', '经开区 三大街 百度花园 多层南北通透小三房 带15平院', '建达百度花园  ', '地下室(共6层)板楼  -  第三大街', '110万', '单价12301元/平米')
('https://image1.ljcdn.com/410100-inspection/test-8ec16128-8612-441d-93c9-c2bfb2248d46.png.296x216.jpg', '一大街品质社区绿地海珀兰轩通透四房诚售，中间楼层！', '绿地海珀兰轩  ', '中楼层(共30层)暂无数据  -  第三大街', '290万', '单价17902元/平米')
('https://image1.ljcdn.com/410100-inspection/bc6c9c0b-c626-42c8-96ef-4175e1c3d39d.jpg.296x216.jpg', '远大理想城 N组团小高层 南北通透格局 高楼层采光好', '远大理想城  ', '中楼层(共28层)板塔结合  -  第三大街', '188万', '单价15538元/平米')
('https://image1.ljcdn.com/410100-inspection/c6753176-7acc-43e7-a2bb-088a225625d6.jpg.296x216.jpg', '大城小室 标准1居室  满两年  看房方便。', '大城小室  ', '中楼层(共15层)暂无数据  -  第三大街', '40万', '单价12122元/平米')
('https://image1.ljcdn.com/110000-inspection/0e749102-6a18-40e9-af99-91547ea5a446.jpg.296x216.jpg', '航海东路 四大街 天明园小区 200平复式大4房 送露台', '天明园  ', '高楼层(共11层)暂无数据  -  第三大街', '320万', '单价15944元/平米')
('https://image1.ljcdn.com/410100-inspection/test-c547d488-c94b-42d7-a85b-2136b4ee28f6.png.296x216.jpg', '远大精装三房，满五年双气地铁口免 税房源，有车位', '远大理想城  ', '低楼层(共33层)暂无数据  -  第三大街', '215万', '单价16930元/平米')
('https://image1.ljcdn.com/410100-inspection/5f4c4d59-f8ce-4b1c-962d-757c708d7537.jpg.296x216.jpg', '格林假日，一楼带院子，大三房稀有房源，满五唯一没税', '格林假日  ', '低楼层(共6层)板楼  -  第三大街', '215万', '单价17623元/平米')
('https://image1.ljcdn.com/410100-inspection/e1a6254f-5934-4349-8484-8f6303152d8f.jpg.296x216.jpg', '业主诚心出售  满五唯一 成熟配套', '格林假日  ', '高楼层(共6层)板楼  -  第三大街', '128万', '单价13764元/平米')
('https://image1.ljcdn.com/410100-inspection/test-2e8a93a0-ee85-41d5-8834-b9845474ce52.png.296x216.jpg', '房子属于为数不多的136平的大三房，满五不唯一。', '恒大绿洲  ', '高楼层(共33层)板楼  -  第三大街', '290万', '单价21215元/平米')
('https://image1.ljcdn.com/410100-inspection/5695b493-5415-452c-8884-bcc1452c44b7.jpg.296x216.jpg', '亚太明珠 毛坯大四居 南北通透格局 南北东 三面采光', '亚太明珠  ', '低楼层(共24层)板楼  -  第三大街', '235万', '单价12588元/平米')
('https://image1.ljcdn.com/410100-inspection/70ffbc45-7bd0-45dc-b2f0-de7ca5b9d8b9.jpg.296x216.jpg', '海珀兰轩 高 端小区 精装修 家电家具全送', '绿地海珀兰轩  ', '低楼层(共32层)暂无数据  -  第三大街', '155万', '单价17594元/平米')
('https://image1.ljcdn.com/410100-inspection/ba8900be-af05-4fcc-a883-ff0476233275.jpg.296x216.jpg', '远大理想城  环境优美 经典顶楼复式南北通透 户型方正', '远大理想城  ', '高楼层(共6层)板楼  -  第三大街', '282万', '单价15000元/平米')
('https://image1.ljcdn.com/410100-inspection/test-91ffc1af-d937-48e5-b4ee-fb238dfe04e8.png.296x216.jpg', '亚太花园 满五年 大三房 户型方正 中间楼层', '亚太花园  ', '高楼层(共30层)板塔结合  -  第三大街', '205万', '单价14214元/平米')
('https://image1.ljcdn.com/410100-inspection/211dcc57-3682-4713-94bc-2f0f8cb0b6b8.jpg.296x216.jpg', '满五年 中间楼层 南北通透 诚心出售', '远大理想城  ', '高楼层(共26层)板塔结合  -  第三大街', '211万', '单价16231元/平米')
('https://image1.ljcdn.com/410100-inspection/1735df0d-4661-40f3-ae31-fb31a08617e7.jpg.296x216.jpg', '园林式花园 ，160平大复式，送露台，送车位，大四房', '青青美庐小区  ', '高楼层(共6层)暂无数据  -  第三大街', '199万', '单价12426元/平米')
('https://image1.ljcdn.com/410100-inspection/test-846d4065-f68f-4cb3-b0cf-22ce0c75a508.png.296x216.jpg', '恒大绿洲 一期 有证 无差额 未住过人 全新房', '恒大绿洲  ', '中楼层(共33层)板楼  -  第三大街', '283万', '单价20322元/平米')
('https://image1.ljcdn.com/410100-inspection/30c7acf0-32da-4599-b84f-bca433f8eaea.jpg.296x216.jpg', '大城小室 业主诚心出售 中高层视野好', '大城小室  ', '中楼层(共25层)暂无数据  -  第三大街', '80万', '单价11765元/平米')
('https://image1.ljcdn.com/410100-inspection/test-60b06c62-9b68-494d-895e-6e97542d9ce4.png.296x216.jpg', '航海路远大理想城  南北通透 3居出售', '远大理想城  ', '低楼层(共32层)板塔结合  -  第三大街', '208万', '单价14624元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_upload10e1d217-1e8f-47e8-a1db-fa12bcf15703.jpg.296x216.jpg', '远大理想城双气电梯洋房，三层大复式，满五年，诚心卖', '远大理想城  ', '高楼层(共7层)板塔结合  -  第三大街', '400万', '单价18182元/平米')
('https://image1.ljcdn.com/410100-inspection/test-a472e27a-d85d-40f0-8ec4-8502d998abf8.png.296x216.jpg', '亚太明珠 南向两居室 基础精修 高楼层全天采光', '亚太明珠  ', '高楼层(共24层)板楼  -  第三大街', '143万', '单价14430元/平米')
('https://image1.ljcdn.com/110000-inspection/3fed22ad-58dc-49da-9555-f28995669b6f.jpg.296x216.jpg', '格林假日 公摊小 居住成本低 户型方正 诚意出售', '格林假日  ', '中楼层(共6层)板楼  -  第三大街', '132万', '单价14832元/平米')
('https://image1.ljcdn.com/410100-inspection/19fc71b9-86c3-4c46-bbb9-b839673e9152.jpg.296x216.jpg', '房子南北通透，看房方便，现在业主自己在主', '格林度假山庄  ', '高楼层(共6层)暂无数据  -  第三大街', '143万', '单价16032元/平米')
('https://image1.ljcdn.com/410100-inspection/088f8f95-dc8c-4d0f-b557-c708cb696ad4.jpg.296x216.jpg', '远大理想城 温馨紧凑小两室 高楼层视野开阔 采光好', '远大理想城  ', '高楼层(共32层)板塔结合  -  第三大街', '110万', '单价17742元/平米')
('https://image1.ljcdn.com/410100-inspection/test-02b0974b-02e6-47bb-9deb-59d54ca89017.png.296x216.jpg', '房子满两年，高原值，无差额税，洋房带电梯', '亚太花园  ', '中楼层(共7层)板楼  -  第三大街', '245万', '单价14605元/平米')
('https://image1.ljcdn.com/410100-inspection/test-033da86d-cb50-450d-a255-7b2dd1483606.png.296x216.jpg', '恒大绿洲餐厅客厅一体大客厅户型，和我们家户型一样，', '恒大绿洲  ', '高楼层(共32层)板楼  -  第三大街', '255万', '单价18682元/平米')
('https://image1.ljcdn.com/410100-inspection/2c191a1b-8d9a-46cf-9e7d-9ca0fd03cb48.jpg.296x216.jpg', '多层复式洋房得房率高，视野好，地铁5号线，交通便利', '东郡蓝湾  ', '高楼层(共6层)板楼  -  第三大街', '320万', '单价12699元/平米')
('https://image1.ljcdn.com/410100-inspection/test-d8271165-5d64-4866-abcb-31f0ff7493dd.png.296x216.jpg', '精装修朝南大两房拎包入住业主诚心出售有钥匙', '亚太花园  ', '中楼层(共30层)板塔结合  -  第三大街', '165万', '单价14474元/平米')
('https://image1.ljcdn.com/410100-inspection/9c117da1-b756-4998-a800-76775f598afe.jpg.296x216.jpg', '远大理想城新上温馨一居  全名格局 高楼层视野好！！', '远大理想城  ', '高楼层(共33层)板塔结合  -  第三大街', '95万', '单价18628元/平米')
('https://image1.ljcdn.com/410100-inspection/c0662ef7-1ea9-4fe7-a701-7d8a3fb6bb82.jpg.296x216.jpg', '远大理想城 精装四居   业主诚心出售', '远大理想城  ', '中楼层(共32层)暂无数据  -  第三大街', '265万', '单价14972元/平米')
('https://image1.ljcdn.com/410100-inspection/8d109ffb-6769-40dc-a16b-7890d2f976de.jpg.296x216.jpg', '双气一室一厅，精装，家具家电全送，满五年，看房方便', '远大理想城  ', '中楼层(共33层)板塔结合  -  第三大街', '90万', '单价17968元/平米')
('https://image1.ljcdn.com/410100-inspection/ab53f562-08a1-4f6f-91d5-ad0746903552.jpg.296x216.jpg', '精装修，南向，两梯三户，中间层，采光好，', '远大理想城  ', '中楼层(共26层)暂无数据  -  第三大街', '150万', '单价17196元/平米')
('https://image1.ljcdn.com/410100-inspection/50ead1b9-cd42-4421-8b0f-0f39f5d2f93d.jpg.296x216.jpg', '青青美庐 毛坯一二楼复式 带院 有独立车库', '青青美庐小区  ', '低楼层(共4层)暂无数据  -  第三大街', '499万', '单价16745元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_upload72623cb3-faec-494f-80b0-48a29d11cdf5.jpg.296x216.jpg', '远大理想城建筑理念源于地中海卡提哥利诺小镇风情', '远大理想城  ', '高楼层(共10层)板塔结合  -  第三大街', '375万', '单价20321元/平米')
('https://image1.ljcdn.com/410100-inspection/b8a43fcc-a04c-4ffe-a1f9-4816e8ee07ff.jpg.296x216.jpg', '此房是中等装修的一室一厅，适合刚需客户.', '大城小室  ', '中楼层(共15层)暂无数据  -  第三大街', '55万', '单价12299元/平米')
('https://image1.ljcdn.com/410100-inspection/ff603c0c-7eb2-4ae5-a1f6-931ada39254b.jpg.296x216.jpg', '恒大绿洲，有产证，满五年无差额，钥匙房，随时可看', '恒大绿洲  ', '中楼层(共33层)板楼  -  第三大街', '270万', '单价21429元/平米')
('https://image1.ljcdn.com/410100-inspection/a1263714-64e8-464f-8ee9-a4ad97cf98dc.jpg.296x216.jpg', '理想城双气多层两房，满五唯一，带车位，接受价格看房', '远大理想城  ', '中楼层(共6层)暂无数据  -  第三大街', '215万', '单价23119元/平米')
('https://image1.ljcdn.com/410100-inspection/376c546a-7984-44e5-bcd0-ef286beebe66.jpg.296x216.jpg', '园林式花园 ，一层一户 ，136平四楼仅售187万', '青青美庐小区  ', '中楼层(共6层)暂无数据  -  第三大街', '185万', '单价13603元/平米')
('https://image1.ljcdn.com/410100-inspection/f3fc0b75-3ed6-434e-8182-0d1082b61aa7.jpg.296x216.jpg', '远大理想城  南向两居室  高楼层  采光好', '远大理想城  ', '高楼层(共33层)板塔结合  -  第三大街', '162万', '单价16556元/平米')
('https://image1.ljcdn.com/410100-inspection/test-9f3b6583-1248-420e-aae2-cc8e8211b919.png.296x216.jpg', '远大理想城 毛坯纯南2房 中间楼层 超好采光', '远大理想城  ', '中楼层(共33层)板塔结合  -  第三大街', '150万', '单价16757元/平米')
('https://image1.ljcdn.com/410100-inspection/32594fd7-3eee-446d-ae4f-fa7537baa44d.jpg.296x216.jpg', '青青美庐，一楼复式带花园，居住舒适', '青青美庐小区  ', '低楼层(共4层)暂无数据  -  第三大街', '540万', '单价18061元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_upload63977930-cf1e-4838-ac5b-d93b0df67c22.jpg.296x216.jpg', '房子满五年，楼层中间楼层，采光无遮挡，适合居住', '远大理想城  ', '低楼层(共33层)板塔结合  -  第三大街', '157万', '单价15975元/平米')
('https://image1.ljcdn.com/410100-inspection/a6cb8255-d035-4e54-8958-3632c4540788.jpg.296x216.jpg', '精装修南北通透采光无遮挡的业主自住房', '远大理想城  ', '中楼层(共22层)暂无数据  -  第三大街', '180万', '单价16072元/平米')
('https://image1.ljcdn.com/410100-inspection/7c803ecf-3e3f-437e-9a06-c66056d2cc3b..-62.jpg.296x216.jpg', '70年产权双气小区，精装修，拎包入住', '远大理想城  ', '高楼层(共16层)板塔结合  -  第三大街', '76万', '单价17807元/平米')
('https://image1.ljcdn.com/410100-inspection/test-ade4e3f6-86d3-44b2-a0d1-c6a722b93956.png.296x216.jpg', '恒大绿洲精装小三房 全天采光 前无遮挡 送家电送车位', '恒大绿洲  ', '低楼层(共32层)板楼  -  第三大街', '200万', '单价22472元/平米')
('', '专 家花园连体别墅，满五唯一，三四楼复式，业主诚心', '专家花园  ', '4层暂无数据  -  第三大街', '510万', '单价20732元/平米')
('https://image1.ljcdn.com/410100-inspection/42f2608a-fd5b-4e7c-b975-ec750535d6a7.jpg.296x216.jpg', '经开区朝凤路繁华社区远大理想城小三房诚售，看房方便', '远大理想城  ', '高楼层(共6层)板楼  -  第三大街', '185万', '单价17453元/平米')
('https://image1.ljcdn.com/410100-inspection/252e3df4-0c2d-4694-bb07-89eaf663fa28.jpg.296x216.jpg', '格林山庄 一梯两户 南北通透 业主诚心 满五年无贷款', '格林假日  ', '高楼层(共6层)板楼  -  第三大街', '138万', '单价14839元/平米')
('https://image1.ljcdn.com/410100-inspection/a8999e73-5ac9-4c3f-84d8-9c5e01cfde7c.jpg.296x216.jpg', '亚太明珠 两个卧室朝南 客厅朝南 平层四居', '亚太明珠  ', '高楼层(共16层)板楼  -  第三大街', '325万', '单价17016元/平米')
('https://image1.ljcdn.com/410100-inspection/9c26cd8a-49a4-48f7-8dba-7894fd924bcc.jpg.296x216.jpg', '远大理想城 3室2厅 295万', '远大理想城  ', '低楼层(共6层)板塔结合  -  第三大街', '295万', '单价20206元/平米')
('https://image1.ljcdn.com/410100-inspection/test-15ed1954-93de-42ea-8a23-4ed1d8a62f55.png.296x216.jpg', '15年高档小区，环境绿化高，全款房没贷款，看房有钥匙', '富田九鼎世家  ', '高楼层(共26层)板塔结合  -  第三大街', '240万', '单价18707元/平米')
('https://image1.ljcdn.com/410100-inspection/4848e722-2821-477d-b402-77467f8fad72.jpg.296x216.jpg', '加州第yi城 南北通透两房 诚心出售', '加州第一城  ', '高楼层(共6层)暂无数据  -  第三大街', '135万', '单价13918元/平米')
('https://image1.ljcdn.com/410100-inspection/27a6d90f-5439-40d5-a77d-12ed9aee7b55.jpg.296x216.jpg', '南北通透大三居  精装修 业主诚心出售', '远大理想城  ', '低楼层(共33层)板塔结合  -  第三大街', '265万', '单价18087元/平米')
('https://image1.ljcdn.com/110000-inspection/f76a63b7-e737-40ee-ae7a-febc4d5c517d.jpg.296x216.jpg', '南北通透的中间楼层，采光好视野佳！主卧客厅朝南，', '格林度假山庄  ', '中楼层(共6层)暂无数据  -  第三大街', '240万', '单价18046元/平米')
('https://image1.ljcdn.com/410100-inspection/153efeb2-db6f-4642-9e94-dd6f14a2d1b9.jpg.296x216.jpg', '加州城多层楼房南北通透中间楼房', '加州第一城  ', '中楼层(共6层)暂无数据  -  第三大街', '150万', '单价15344元/平米')
('https://image1.ljcdn.com/410100-inspection/2b8e534d-ac8b-43db-ae1e-30230b10d0ab.jpg.296x216.jpg', '大城小室 3室2厅 112万', '大城小室  ', '低楼层(共15层)暂无数据  -  第三大街', '112万', '单价11314元/平米')
('https://image1.ljcdn.com/410100-inspection/65fa373e-481d-4beb-a5a8-77d8ffacbda1.jpg.296x216.jpg', '满五年唯一，有钥匙随时可看，赠送花园80.5平。', '专家花园  ', '中楼层(共4层)暂无数据  -  第三大街', '420万', '单价19311元/平米')
('https://image1.ljcdn.com/410100-inspection/test-1fcfadd2-d79a-47cb-a94f-b1f116df1ddb.png.296x216.jpg', '业主诚心出售，精装两房，价格合理，看房方便。', '富田九鼎世家  ', '高楼层(共26层)板塔结合  -  第三大街', '165万', '单价19527元/平米')
('https://image1.ljcdn.com/410100-inspection/4e640606-e701-4d81-b5ec-380437548d68.jpg.296x216.jpg', '多层洋房，户型好，价格合理，送楼层和地下室。', '远大理想城  ', '低楼层(共6层)板楼  -  第三大街', '270万', '单价19566元/平米')
('https://image1.ljcdn.com/410100-inspection/test-6773a275-8e10-4d80-bf6f-9ca4e1511dde.png.296x216.jpg', '金沙湖高尔夫观邸  精装修南北通两房 诚心出售', '金沙湖高尔夫观邸  ', '高楼层(共33层)暂无数据  -  第八大街', '126万', '单价16364元/平米')
('https://image1.ljcdn.com/410100-inspection/d959f88e-0261-4d45-bde2-371412c6bd5b.jpg.296x216.jpg', '远大精装修南北通透三房，无贷款产权清晰，有钥匙真实', '远大理想城  ', '高楼层(共33层)板塔结合  -  第三大街', '240万', '单价16000元/平米')
('', '航海路朝凤路 三四楼复式 全明户型 南北通透', '东郡蓝湾  ', '中楼层(共6层)板楼  -  第三大街', '285万', '单价15323元/平米')
('https://image1.ljcdn.com/410100-inspection/test-574d42b8-c58e-4051-bcac-5eb6bb4901da.png.296x216.jpg', '全南户型，精装两房，中间楼层，业主诚售。', '大城小室  ', '中楼层(共25层)暂无数据  -  第三大街', '112万', '单价12874元/平米')
('', '远大理想城 车位 17.2万', '远大理想城  ', '暂无数据  -  第三大街', '17.2万', '单价11467元/平米')
('https://image1.ljcdn.com/410100-inspection/abe71389-1785-43ed-b873-9a12fe27a824.jpg.296x216.jpg', '远大理想城，小3房，满五唯一。', '远大理想城  ', '低楼层(共33层)板塔结合  -  第三大街', '160万', '单价15775元/平米')
('https://image1.ljcdn.com/410100-inspection/4a92eb2f-58a7-4b0b-bd3d-384a870220b8.jpg.296x216.jpg', '经开区三大街通透大三房诚售，位置优越，地铁口！', '建达百度花园  ', '中楼层(共6层)板楼  -  第三大街', '213万', '单价14896元/平米')
('', '远大理想城 车位 16万', '远大理想城  ', '暂无数据  -  第三大街', '16万', '单价10667元/平米')
('https://image1.ljcdn.com/410100-inspection/test-8f0bb43b-f5fb-4716-9eef-86dfc6b69149.png.296x216.jpg', '中间楼层，毛坯，有钥匙，户型方正，诚心出售。.', '富田九鼎世家  ', '低楼层(共27层)板塔结合  -  第三大街', '180万', '单价19211元/平米')
('https://image1.ljcdn.com/410100-inspection/test-69cf2057-d875-4ff6-89c5-4d55f1bd0253.png.296x216.jpg', '房子满五年，精装修，格局好，南北通透，户型方正', '远大理想城  ', '低楼层(共26层)暂无数据  -  第三大街', '216万', '单价16012元/平米')
('https://image1.ljcdn.com/410100-inspection/1afd2d09-f5eb-451b-a58b-ddab9e43dbe2.jpg.296x216.jpg', '经开区唯一全复式小区，精装修带露台', '悉尼阳光  ', '高楼层(共6层)板楼  -  第三大街', '245万', '单价14328元/平米')
('https://image1.ljcdn.com/410100-inspection/8ef05ee9-4087-4bc5-92f9-92b8f602fa63.jpg.296x216.jpg', '别墅式小区，三楼叠加复式，楼下有车位，居住舒适.', '青青美庐小区  ', '中楼层(共5层)暂无数据  -  第三大街', '500万', '单价14706元/平米')
('https://image1.ljcdn.com/410100-inspection/a1f1e4b8-53f5-4a9d-8bdf-33a38eff4692.jpg.296x216.jpg', '经开区 地铁口 建达百度花园 衣食住行方便', '建达百度花园  ', '高楼层(共6层)板楼  -  第三大街', '150万', '单价14286元/平米')
('', '远大理想城，户型方正，精装两居', '远大理想城  ', '低楼层(共33层)板塔结合  -  第三大街', '153万', '单价16933元/平米')
('https://image1.ljcdn.com/410100-inspection/373bf38b-e73c-4ff8-bf43-6047368f5d9f.jpg.296x216.jpg', '顶层复式送阁楼露台 双气小区 南北通透 满五不唯一', '远大理想城  ', '高楼层(共6层)板楼  -  第三大街', '320万', '单价17298元/平米')
('https://image1.ljcdn.com/410100-inspection/test-354fe270-82de-46a7-97da-204be5ff49c6.png.296x216.jpg', '远大理想城 精装大四房 南北通透 视野开阔 采光充足', '远大理想城  ', '中楼层(共28层)板塔结合  -  第三大街', '355万', '单价18773元/平米')
('https://image1.ljcdn.com/410100-inspection/1027faeb-d83e-42a0-82a3-5f4422240c58.jpg.296x216.jpg', '远大理想城新上满五年唯一边位精装3房 业主诚售', '远大理想城  ', '低楼层(共33层)暂无数据  -  第三大街', '205万', '单价16142元/平米')
('https://image1.ljcdn.com/410100-inspection/039a6630-b7e7-4a5c-ba84-5cda38917649.jpg.296x216.jpg', '总价60万，业主诚心出售，看房方便', '美庐银座  ', '中楼层(共18层)暂无数据  -  第三大街', '57万', '单价11768元/平米')
('', '远大理想城精装修三层复试，送楼台满五年，双气地铁口', '远大理想城  ', '高楼层(共10层)板塔结合  -  第三大街', '330万', '单价19187元/平米')
('https://image1.ljcdn.com/410100-inspection/4df7232a-7a0c-4817-b56e-18229815b0af.jpg.296x216.jpg', '亚太明珠 南北通透大四居三面采光 临河落地窗观景房', '亚太明珠  ', '低楼层(共24层)板楼  -  第三大街', '280万', '单价15054元/平米')
('https://image1.ljcdn.com/410100-inspection/test-cab166d7-c886-48c4-96ae-d48f8e13f78b.png.296x216.jpg', '远大理想城 全南向两居 精装修 满五年唯一 诚心出售', '远大理想城  ', '中楼层(共26层)板塔结合  -  第三大街', '143万', '单价16206元/平米')
('', '东方今典 5室3厅 1700万', '东方今典  ', '低楼层(共2层)暂无数据  -  第三大街', '1700万', '单价50899元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_upload06cdd00f-79f5-4f06-86b9-ad6ee63a8767.jpg.296x216.jpg', '满五年唯一商品房，精装修，复式有露台赠送家具家电。', '远大理想城  ', '高楼层(共6层)板楼  -  第三大街', '295万', '单价14321元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/test-ec25023a-0697-4239-aa09-64f808bdd0ed.png.280x210.jpg', '地铁口好望角国际公寓大三居业主诚心出售', '好望角国际公寓  ', '中楼层(共11层)暂无数据  -  第三大街', '207万', '单价16914元/平米')
('', '远大理想城 双气小区 满五唯一 南北通透 精装修三房', '远大理想城  ', '中楼层(共10层)板塔结合  -  第三大街', '255万', '单价19972元/平米')
('https://image1.ljcdn.com/410100-inspection/test-698f743b-0b08-4a35-8e3f-424fd1f02ce8.png.296x216.jpg', '东方桃源，南北通透大三房，单价低，诚心卖', '东方桃源  ', '高楼层(共6层)暂无数据  -  第三大街', '160万', '单价13224元/平米')
('', '精装修三房，南北通透，业主诚心出售', '东畔花苑  ', '高楼层(共6层)暂无数据  -  第三大街', '210万', '单价13462元/平米')
('https://image1.ljcdn.com/410100-inspection/73bb46d4-582b-4dd2-a109-a12bee4ab550.jpg.296x216.jpg', '格林假日  有电梯 价格可议 包税 急售', '格林度假山庄  ', '中楼层(共11层)暂无数据  -  第三大街', '185万', '单价14578元/平米')
('https://image1.ljcdn.com/410100-inspection/0e433935-11d3-42c3-a350-c4f9f2407a54.jpg.296x216.jpg', '恒大绿洲 车位 10万', '恒大绿洲  ', '暂无数据  -  第三大街', '10万', '单价8334元/平米')
('', '房子满两年，没有差额税，采光好', '大城小室  ', '低楼层(共15层)暂无数据  -  第三大街', '39万', '单价11819元/平米')
('https://image1.ljcdn.com/410100-inspection/1ba1a07e-03f5-4128-b1f1-26d2e2fcf26f.jpg.296x216.jpg', '百度花园，满五年，南北三居，看房方便。', '建达百度花园  ', '地下室(共6层)板楼  -  第三大街', '132万', '单价9420元/平米')
('https://image1.ljcdn.com/410100-inspection/test-fac35453-5631-4689-9bbb-d7ca6eabfad9.png.296x216.jpg', '三环内  一楼带院子  阳光充足 南北通透 120平 大三房', '格林度假山庄  ', '低楼层(共6层)暂无数据  -  第三大街', '248万', '单价20667元/平米')
('', '恒大绿洲 2室2厅 175万', '恒大绿洲  ', '低楼层(共33层)板楼  -  第三大街', '175万', '单价19022元/平米')
('https://image1.ljcdn.com/410100-inspection/64782b9e-7fa0-4865-866e-dbbd279156ff..-2.jpg.296x216.jpg', '远大理想城电梯复试大四房，节省装修费用，双气地暖', '远大理想城  ', '中楼层(共22层)暂无数据  -  第三大街', '340万', '单价19253元/平米')
('https://image1.ljcdn.com/410100-inspection/985cc388-4ac5-48fe-b8d0-2d85452ff87d.jpg.296x216.jpg', '天明园 地铁口 满五年 电梯洋房  诚意出售双阳台两房', '天明园  ', '低楼层(共11层)暂无数据  -  第三大街', '145万', '单价14500元/平米')
('', '海馨苑精装纯南两房 高层无遮挡 诚心出售', '海馨苑  ', '高楼层(共18层)板楼  -  第三大街', '135万', '单价18000元/平米')
('https://image1.ljcdn.com/410100-inspection/test-b88eaaca-b5ac-40fe-81d0-351e6e28b193.png.296x216.jpg', '业主真诚出售，没有差额税！有房本！漂亮户型', '恒大绿洲  ', '低楼层(共33层)板楼  -  第三大街', '242万', '单价19627元/平米')
