('https://image1.ljcdn.com/510100-inspection/test-9bbd51cb-92b9-402c-8438-0615cb5db19d.png.296x216.jpg', '锦城苑套三 小区环境优美 安静', '锦城苑  | 3室2厅 | 131.58平米 | 东南 | 其他 | 无电梯', '中楼层(共7层)1999年建板楼  -  茶店子', '180万', '单价13680元/平米')
('https://image1.ljcdn.com/510100-inspection/4a3206a9-cc4b-411a-b627-0b9ce7c724c4.jpg.296x216.jpg', '金华公寓，看河，小区安静，物业管理严格', '金华公寓  | 3室1厅 | 130.44平米 | 南 | 其他 | 有电梯', '高楼层(共23层)2000年建板楼  -  马鞍路', '200万', '单价15333元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e59fce92-2f6f-4daf-bd25-c433397281a9.png.296x216.jpg', '套二房子出售。交通便利。户型方正。生活便利。', '营康西路80号  | 2室1厅 | 61.79平米 | 东南 | 其他 | 无电梯', '中楼层(共7层)板楼  -  一品天下', '86万', '单价13919元/平米')
('https://image1.ljcdn.com/510100-inspection/test-5fb76e61-85e4-4ca9-b03f-9f3793186d5a.png.296x216.jpg', '二环边营门口，凤凰栖，标准套三双卫，不临街', '凤凰栖  | 3室1厅 | 116.46平米 | 南 | 其他 | 无电梯', '中楼层(共6层)2001年建板楼  -  营门口', '232万', '单价19922元/平米')
('https://image1.ljcdn.com/510100-inspection/d0334996-f43a-4e1d-b472-840d7c421134.jpg.296x216.jpg', '惠民苑标准套二，户型方正，有装修，装修可以用。', '惠民苑  | 2室1厅 | 77.4平米 | 南 | 其他 | 无电梯', '高楼层(共7层)2000年建板楼  -  蜀汉路', '118万', '单价15246元/平米')
('https://image1.ljcdn.com/510100-inspection/test-28c2d93c-6a14-4e1e-b75c-3dae0140d27c.png.296x216.jpg', '九里堤中路57号小区，两室两厅一厨一卫，交通便利。', '九里堤中路57号院  | 2室2厅 | 77.82平米 | 东南 | 其他', '低楼层(共6层)板楼  -  九里堤', '112万', '单价14393元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b86de785-2aae-4217-834c-0894d819a1c9.png.296x216.jpg', '华润银杏华庭装修套三双卫 看沙河公园', '华润银杏华庭  | 3室2厅 | 91.28平米 | 南 | 其他 | 有电梯', '中楼层(共20层)2012年建板塔结合  -  五块石', '203万', '单价22240元/平米')
('https://image1.ljcdn.com/510100-inspection/test-5f2d9974-8baf-476e-9495-f5ee31e48249.png.296x216.jpg', '红花南路，教师院高楼层套二，位置安静', '红花教师苑  | 2室1厅 | 82.39平米 | 东南 | 其他 | 无电梯', '高楼层(共7层)2004年建板楼  -  金牛万达', '96万', '单价11652元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload547a8eb6-63fd-461b-acb1-a3ec2b545ee4.jpg.296x216.jpg', '金城丽景 标准套二 明厨明卫 居家装修 采光很好。', '金城丽景  | 2室1厅 | 85.91平米 | 南 西南 | 精装 | 有电梯', '中楼层(共11层)2004年建塔楼  -  营门口', '165万', '单价19207元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e9d4a028-fe68-4464-b80c-abe3406eb0ab.png.296x216.jpg', '锦西国际标间户型   简单装修 总价低', '锦西国际  | 1室0厅 | 24.69平米 | 东北 | 其他 | 有电梯', '中楼层(共22层)2008年建板塔结合  -  沙湾', '30万', '单价12151元/平米')
('https://image1.ljcdn.com/510100-inspection/test-df573dc1-a222-400e-a758-bc0ba303d24a.png.296x216.jpg', '映日荷花 小套三 已改好 有装修 有家具家电', '映日荷花  | 3室1厅 | 86.41平米 | 南 | 其他 | 有电梯', '中楼层(共19层)2009年建板楼  -  五块石', '116万', '单价13425元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b9975c45-e8fd-4163-a46e-bb9fed501c5c.png.296x216.jpg', '西雅语嫣标准大套二户型方正楼层高层', '西雅语嫣  | 2室1厅 | 80.54平米 | 西南 | 其他 | 有电梯', '高楼层(共11层)2003年建塔楼  -  茶店子', '116万', '单价14403元/平米')
('https://image1.ljcdn.com/510100-inspection/test-7ebafc21-2fee-4b9e-a78b-04ecff04bf62.png.296x216.jpg', '东原亲亲里    装修房   中间楼层', '东原亲亲里  | 2室2厅 | 61.87平米 | 南 | 其他 | 有电梯', '低楼层(共19层)2015年建塔楼  -  国宾', '176万', '单价28447元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ef490288-447c-4fc0-8932-66b49139974a.png.296x216.jpg', '营康西路80号院套二出售，房东自住', '营康西路80号  | 2室1厅 | 63.24平米 | 南 | 其他 | 无电梯', '低楼层(共6层)2002年建板楼  -  一品天下', '79万', '单价12493元/平米')
('https://image1.ljcdn.com/510100-inspection/test-5bc46305-9259-4fd1-8add-e84164dc3e47.png.296x216.jpg', '西城公馆，标准套二，西南朝向 中间楼层', '西城公馆  | 2室2厅 | 86.24平米 | 西南 | 其他 | 有电梯', '中楼层(共30层)2009年建塔楼  -  茶店子', '168万', '单价19481元/平米')
('https://image1.ljcdn.com/510100-inspection/9b4fe589-a62b-4867-8cd3-0e100491088d.jpg.296x216.jpg', '万科金域西岭+套四+有装修+有阳台', '万科金域西岭  | 4室2厅 | 170.67平米 | 东北 | 其他 | 有电梯', '低楼层(共33层)2012年建板楼  -  国宾', '340万', '单价19922元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d3e5e210-f3a0-42f8-9d6c-9ff8902ee7c2.png.296x216.jpg', '金色池塘 套三 居家装修 户型方正', '金色池塘  | 3室2厅 | 125.19平米 | 东南 | 其他 | 无电梯', '中楼层(共6层)2004年建板楼  -  茶店子', '198万', '单价15816元/平米')
('https://image1.ljcdn.com/510100-inspection/test-55af66e7-bc54-4830-8d18-b52b67f8e5b0.png.296x216.jpg', '新装小套三，小区环境安静，生活成本低', '站西桥西巷5号  | 3室1厅 | 74.13平米 | 东 | 其他', '低楼层(共6层)板楼  -  沙湾', '102万', '单价13760元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d36432a4-a9c1-411e-b327-fdca1f3af348.png.296x216.jpg', '颐园大套四，楼高4层，交通便利，生活配套齐全', '颐园  | 4室1厅 | 145平米 | 西南 | 其他 | 无电梯', '中楼层(共6层)1995年建板楼  -  抚琴小区', '185万', '单价12759元/平米')
('https://image1.ljcdn.com/510100-inspection/7f80be9e-8eb2-4605-be15-174235128db7.jpg.296x216.jpg', '互利西一巷顶楼内跃带花园采光好', '互利西一巷4号  | 5室2厅 | 174.3平米 | 西南 | 简装', '高楼层(共6层)2000年建板楼  -  营门口', '260万', '单价14917元/平米')
('https://image1.ljcdn.com/510100-inspection/test-925ca895-9a22-49a2-9285-10137a281be3.png.296x216.jpg', '双城+有装修套一+户型方正 +采光十足', '双城  | 1室1厅 | 68.17平米 | 东北 | 其他 | 有电梯', '低楼层(共33层)2009年建板塔结合  -  花牌坊', '135万', '单价19804元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a0d74ccd-f341-45e2-9871-d1b56318290d.png.296x216.jpg', '锦泰世家中间楼层套三，客厅带阳台，东北向，有日照', '锦泰世家  | 3室2厅 | 111.25平米 | 东北 | 其他 | 有电梯', '低楼层(共18层)2005年建塔楼  -  金牛万达', '168万', '单价15102元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload9e8d2942-e9d2-4a5c-bede-8be30c2c16a9.jpg.296x216.jpg', '锦西国际 标间 有装修 有采光', '锦西国际  | 1室0厅 | 32.97平米 | 北 | 其他 | 有电梯', '中楼层(共22层)2008年建板塔结合  -  沙湾', '46万', '单价13953元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f07112e7-30d8-4b87-b013-ca3625ccb86e.png.296x216.jpg', '二环边 标准套三 采光好 看房提前预约', '营康西路10号  | 3室2厅 | 131.89平米 | 南 | 其他', '高楼层(共7层)1998年建板楼  -  一品天下', '175万', '单价13269元/平米')
('https://image1.ljcdn.com/510100-inspection/test-6b3492a3-4a86-4be7-8d66-c272d92352f4.png.296x216.jpg', '锦西民园+标准套二+低楼层+户型方正', '锦西民园  | 2室1厅 | 90.79平米 | 东南 | 其他 | 无电梯', '低楼层(共6层)2003年建板楼  -  西南交大', '158.9万', '单价17501元/平米')
('https://image1.ljcdn.com/510100-inspection/test-cdf9f29b-b9df-481b-86e5-dcf1a4301ebd.png.296x216.jpg', '工人村套二 户型方正 中间楼层 采光好', '工人村  | 2室2厅 | 83.3平米 | 东北 | 其他', '中楼层(共7层)1995年建板楼  -  马鞍路', '122万', '单价14646元/平米')
('https://image1.ljcdn.com/510100-inspection/test-52ef4d18-678c-4cb8-b64d-737c68c755be.png.296x216.jpg', '幸福丽景70年产权住宅非公寓需购房资质，通水电不通气', '幸福丽景  | 2室1厅 | 82.9平米 | 东南 | 其他 | 无电梯', '中楼层(共5层)2000年建板楼  -  营门口', '77万', '单价9289元/平米')
('https://image1.ljcdn.com/510100-inspection/b5d7feab-1c7e-4bdb-b9ea-c8db14da7f11.jpg.296x216.jpg', '凤凰栖 低楼层套三 不临街 有装修 户型方正', '凤凰栖  | 3室2厅 | 99.96平米 | 南 | 其他 | 无电梯', '低楼层(共6层)2001年建板塔结合  -  营门口', '180万', '单价18008元/平米')
('https://image1.ljcdn.com/510100-inspection/f950325e-6a1b-4c4a-91e5-8a9775889290.jpg.296x216.jpg', '欧 波 罗 + 套 一 + 有 装 修', '欧波罗  | 1室1厅 | 45.01平米 | 南 | 其他 | 有电梯', '高楼层(共19层)2008年建板楼  -  九里堤', '64.5万', '单价14331元/平米')
('https://image1.ljcdn.com/510100-inspection/test-363a4daf-fb1d-4ab3-99a0-35ba22a845be.png.296x216.jpg', '电子十所装修二居室 卧室有阳台', '中国电子科技集团公司第十研究所职工宿舍  | 2室1厅 | 65.73平米 | 东南 | 其他', '中楼层(共7层)暂无数据  -  一品天下', '117万', '单价17801元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ec76158a-0b78-4a26-bc60-4c2a2524940f.png.296x216.jpg', '金牛万达广场套三出售  有装修', '金牛万达D组团  | 3室1厅 | 89平米 | 南 | 其他 | 有电梯', '中楼层(共32层)2013年建塔楼  -  金牛万达', '190万', '单价21349元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload73dd2a88-0bfd-494f-b97b-2b9cad0df764.jpg.296x216.jpg', '花牌坊  低楼层套二 安静不临街', '筒车巷29号  | 3室1厅 | 78.37平米 | 东南 | 其他 | 无电梯', '低楼层(共7层)板楼  -  花牌坊', '95万', '单价12122元/平米')
('https://image1.ljcdn.com/510100-inspection/test-20abbb94-54f9-4143-ab71-edce998f00a3.png.296x216.jpg', '蓝光云鼎套一出售，一室一厅，带生活阳台', '蓝光云鼎  | 1室1厅 | 48.08平米 | 西南 | 其他 | 有电梯', '低楼层(共31层)2012年建板塔结合  -  一品天下', '120万', '单价24959元/平米')
('https://image1.ljcdn.com/510100-inspection/test-efc8268f-09bc-4b29-b7c2-568d35e06c55.png.296x216.jpg', '枫桥晓月标准电梯套一看房提前预约', '枫桥晓月  | 1室1厅 | 53.13平米 | 南 | 其他 | 有电梯', '高楼层(共12层)2004年建板楼  -  花牌坊', '100万', '单价18822元/平米')
('https://image1.ljcdn.com/510100-inspection/test-87e29a32-7474-41f9-acf9-263f3687787c.png.296x216.jpg', '太阳门套二+有装修+保养好....', '太阳门  | 2室1厅 | 64.08平米 | 东南 | 其他 | 有电梯', '中楼层(共12层)2005年建板楼  -  九里堤', '95万', '单价14826元/平米')
('https://image1.ljcdn.com/510100-inspection/689262ed-0e3e-42d0-9255-e440367fc31a.jpg.296x216.jpg', '二环内，为民社区，成熟老社区，标准套三双卫。', '信禾人家  | 3室1厅 | 134.75平米 | 东南 | 简装 | 无电梯', '高楼层(共6层)2004年建板楼  -  沙湾', '175万', '单价12988元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f2e20413-6d56-406c-a3f3-375005b26fa3.png.296x216.jpg', '中间楼层套三带三个阳台、户型方正 采光通透', '金沙路127号  | 3室2厅 | 141.85平米 | 东南 | 其他 | 无电梯', '中楼层(共7层)2000年建板楼  -  沙湾', '195万', '单价13747元/平米')
('https://image1.ljcdn.com/510100-inspection/test-acaa7b58-b011-434d-a9af-855ac2773a69.png.296x216.jpg', '杨柳新屯清水 顶层跃层 带花园', '杨柳新屯  | 3室2厅 | 99.24平米 | 东南 | 毛坯 | 无电梯', '高楼层(共6层)2006年建板楼  -  五块石', '105万', '单价10581元/平米')
('https://image1.ljcdn.com/510100-inspection/test-99334097-7132-468b-91af-f98db9b17c63.png.296x216.jpg', '二环内侧  低楼层 户型方正 可做家带店', '二环路西三段93号  | 2室2厅 | 82.04平米 | 东南 | 其他', '低楼层(共7层)1994年建塔楼  -  抚琴小区', '118万', '单价14384元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a222e3c3-dc9c-4917-8260-118c00f4b0ca.png.296x216.jpg', '营门口 人和逸景 电梯套二 户型方正', '人和逸景  | 2室1厅 | 94.29平米 | 南 | 其他 | 有电梯', '中楼层(共22层)2001年建塔楼  -  抚琴小区', '130万', '单价13788元/平米')
('https://image1.ljcdn.com/510100-inspection/5b30fac0-4f81-4a0a-810b-75e20911429a.jpg.296x216.jpg', '地中海装修风 品牌家具家电 拎包入住  带阳台', '龙湖北城天街二期  | 2室2厅 | 80.17平米 | 东 | 精装 | 有电梯', '高楼层(共23层)2013年建塔楼  -  五块石', '183万', '单价22827元/平米')
('https://image1.ljcdn.com/510100-inspection/045db650-f300-46f3-b94a-4edc2d38f760.jpg.296x216.jpg', '二环内，多层高楼层，套三单卫，有装修', '公安局宿舍  | 3室1厅 | 91.88平米 | 东北 | 其他 | 无电梯', '高楼层(共7层)1998年建板楼  -  沙湾', '110万', '单价11973元/平米')
('https://image1.ljcdn.com/510100-inspection/test-68935a9d-6c5f-412e-be45-824d67d10f73.png.296x216.jpg', '桂香庭园 1室2厅 98万', '桂香庭园  | 1室2厅 | 54.05平米 | 暂无数据 | 其他 | 无电梯', '中楼层(共7层)2004年建板楼  -  一品天下', '98万', '单价18132元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f2fd55b9-1d99-4478-a1e5-17bff4a41419.png.296x216.jpg', '鑫城府     套二 户型    新装修保养好', '鑫城府  | 2室1厅 | 79.16平米 | 东南 | 其他 | 有电梯', '低楼层(共32层)2015年建塔楼  -  抚琴小区', '165万', '单价20844元/平米')
('https://image1.ljcdn.com/510100-inspection/test-6fefb102-e553-4cf5-b691-9cf5493edd6f.png.296x216.jpg', '二环内，居家套三，采光好，能上顶，小区干净整洁', '营通街67号  | 3室2厅 | 85.82平米 | 西南 | 其他 | 无电梯', '高楼层(共7层)1997年建板楼  -  抚琴小区', '92万', '单价10721元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload1b380775-b7ef-45ef-824d-e7cd3ae58d85.jpg.296x216.jpg', '金奥苑电梯套三，带装修，小区安静适合改善型客户', '金奥苑  | 3室2厅 | 132.72平米 | 西南 | 其他 | 有电梯', '高楼层(共9层)2003年建板塔结合  -  营门口', '248万', '单价18686元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c22039a3-9323-49d6-be3b-d70e71237093.png.296x216.jpg', '金港空中花园，套一，有装修，有阳台', '金港空中花园  | 1室1厅 | 49.9平米 | 西南 | 其他 | 无电梯', '高楼层(共7层)2004年建板楼  -  一品天下', '85万', '单价17035元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ab8c842a-6810-4f64-be54-02a91cae7b0c.png.296x216.jpg', '新桥逸景A区  三楼  套一改套二', '新桥逸景A区  | 1室1厅 | 61.24平米 | 东南 | 其他 | 无电梯', '中楼层(共6层)2008年建板楼  -  金府', '76.8万', '单价12541元/平米')
('https://image1.ljcdn.com/510100-inspection/test-5ee3a9af-65c6-4cd4-9d6b-4ced58bbef47.png.296x216.jpg', '二环内，标准套三户型，安静不临街。', '金沙巷12号  | 3室1厅 | 95.2平米 | 东南 | 其他 | 无电梯', '中楼层(共7层)1998年建板楼  -  沙湾', '123万', '单价12921元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadb700c4d4-eadf-44c5-aa7d-2f9c31f05caf.jpg.296x216.jpg', '欧美苑标间+有装修+中间楼层+采光好', '欧美苑  | 1室0厅 | 33.14平米 | 东南 | 简装 | 有电梯', '低楼层(共9层)2003年建板楼  -  九里堤', '45万', '单价13579元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ec421aac-a257-488a-94ef-e137259ac1da.png.296x216.jpg', '金牛花园，有装修，中间楼层，户型方正', '金牛花园  | 2室1厅 | 88.53平米 | 东南 | 其他 | 有电梯', '中楼层(共17层)2009年建板楼  -  高家庄', '135万', '单价15250元/平米')
('https://image1.ljcdn.com/510100-inspection/test-4788422f-9470-4b51-afcb-46997a3cde20.png.296x216.jpg', '鑫城府套一该套二，简单装修朝向东南，看房有钥匙', '鑫城府  | 2室1厅 | 56.16平米 | 东南 | 其他 | 有电梯', '高楼层(共32层)2015年建塔楼  -  抚琴小区', '110万', '单价19587元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e96696b2-3af2-4d8b-9e11-0a11c972f508.png.296x216.jpg', '营康西路80号，标准套二，低楼层，有装修。', '营康西路80号  | 2室1厅 | 63.24平米 | 东南 | 其他 | 无电梯', '低楼层(共7层)板楼  -  一品天下', '88万', '单价13916元/平米')
('https://image1.ljcdn.com/510100-inspection/test-369135c0-b812-4c37-a26b-c53ca7d7af72.png.296x216.jpg', '千和馨城 2室1庭 视野开阔无遮挡', '千和馨城  | 2室1厅 | 63.98平米 | 东北 | 其他 | 有电梯', '高楼层(共12层)2006年建板塔结合  -  蜀汉路', '113万', '单价17662元/平米')
('https://image1.ljcdn.com/510100-inspection/4250348d-8f73-41e3-b4dc-494b7cf2c764.jpg.296x216.jpg', '锦城名都居家套二 客厅带阳台 有装修', '锦城名都  | 2室2厅 | 80.51平米 | 西南 | 其他 | 有电梯', '高楼层(共33层)2009年建板塔结合  -  营门口', '180万', '单价22358元/平米')
('https://image1.ljcdn.com/510100-inspection/a4331f30-9348-4ae8-8699-06b8d566b872.jpg.296x216.jpg', '金牛万达 套二 采光好 东南朝向', '金牛万达B组团  | 2室1厅 | 57.74平米 | 东南 | 其他 | 有电梯', '低楼层(共32层)2012年建塔楼  -  金牛万达', '120万', '单价20783元/平米')
('https://image1.ljcdn.com/510100-inspection/test-84d3f72e-4d32-4b7b-937b-4dd4f902fe19.png.296x216.jpg', '金牛区五块石中环路泉水南苑套一出售', '泉水南苑  | 1室1厅 | 40.2平米 | 东 | 其他 | 无电梯', '高楼层(共6层)2004年建板楼  -  五块石', '58万', '单价14428元/平米')
('https://image1.ljcdn.com/510100-inspection/test-3f9578ff-116b-4594-8496-47b338e308aa.png.296x216.jpg', '怡泽苑顶楼套二带花园，有装修，家具齐全，采光好', '怡泽苑  | 2室1厅 | 80.71平米 | 东北 | 其他 | 无电梯', '高楼层(共6层)2003年建板楼  -  花照壁', '120万', '单价14869元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b6c7bb43-9fe9-4f26-87ef-3e34bf0709da.png.296x216.jpg', '此房两梯两户、错层大户型、双卫设计、通透采光好。', '人和逸景  | 4室2厅 | 176平米 | 东 | 其他 | 有电梯', '低楼层(共19层)2002年建塔楼  -  抚琴小区', '230万', '单价13069元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a4e99037-2d50-4a48-a040-29aedef3ef0d.png.296x216.jpg', '银沙正街   套二     有装修   带阳台', '银沙正街2号  | 2室1厅 | 61.97平米 | 东 | 其他 | 无电梯', '高楼层(共7层)1996年建板塔结合  -  营门口', '86万', '单价13878元/平米')
('https://image1.ljcdn.com/510100-inspection/test-228800ac-e752-4434-9a58-85ac56516f70.png.296x216.jpg', '顶峰水岸汇景+标准电梯套二+带装修', '顶峰水岸汇景  | 2室2厅 | 82.38平米 | 东 | 其他 | 有电梯', '中楼层(共33层)2008年建塔楼  -  营门口', '222万', '单价26949元/平米')
('https://image1.ljcdn.com/510100-inspection/test-6797a5ea-42f2-441b-a90c-c4e3941711c6.png.296x216.jpg', '二环内的居家套二，户型方正采光好，小区干净整洁', '营兴街47号  | 2室1厅 | 69.53平米 | 西南 | 其他', '高楼层(共7层)1993年建板楼  -  抚琴小区', '77.8万', '单价11190元/平米')
('https://image1.ljcdn.com/510100-inspection/test-23694ca1-ee43-4ec5-a9d0-0bc5ba08c005.png.296x216.jpg', '装修套二 客厅带阳台 带家具家电', '恒大西锦城  | 2室2厅 | 88.37平米 | 东南 | 其他 | 有电梯', '低楼层(共29层)2012年建塔楼  -  国宾', '170万', '单价19238元/平米')
('https://image1.ljcdn.com/510100-inspection/test-362ba539-74af-4bf7-add7-4d501ec0053a.png.296x216.jpg', '营门口 光荣西路小区  套三 中间楼层', '光荣西路73号  | 3室2厅 | 115.68平米 | 南 | 其他 | 无电梯', '中楼层(共7层)暂无数据  -  沙湾', '150万', '单价12967元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadc4660011-7f6e-4f58-9aa6-9a12816ba514.jpg.296x216.jpg', '西体路新二村，户型方正，套五双卫，采光好。', '西体路新二村  | 5室2厅 | 140.89平米 | 东北 | 其他 | 无电梯', '中楼层(共7层)板楼  -  花牌坊', '180万', '单价12776元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f62ecfdf-bcee-4c13-841d-974d28415a58.png.296x216.jpg', '锦城名都83.78平米套二，带装修，低楼层，朝南；', '锦城名都  | 2室1厅 | 83.78平米 | 西南 | 其他 | 有电梯', '低楼层(共33层)2009年建板塔结合  -  营门口', '175万', '单价20889元/平米')
('https://image1.ljcdn.com/510100-inspection/1f3a7cf6-9c1e-48c4-b2b5-8458efa94723.jpg.296x216.jpg', '饮马河街13号 套三有装修 不临街预约看房', '饮马河街13号  | 3室1厅 | 66.45平米 | 东南 | 其他 | 无电梯', '高楼层(共6层)板楼  -  花牌坊', '95万', '单价14297元/平米')
('https://image1.ljcdn.com/510100-inspection/test-4ca925bf-aec3-466b-aaa0-dedd72c674c6.png.296x216.jpg', '九里教师苑+套三+有装修+带阳台', '九里教师苑  | 3室2厅 | 117.68平米 | 东南 | 其他 | 无电梯', '中楼层(共6层)1999年建板楼  -  营门口', '190万', '单价16146元/平米')
('https://image1.ljcdn.com/510100-inspection/test-0557325b-7e12-495a-aa8f-e87e27d83abe.png.296x216.jpg', '钻石年代套二 户型好 看房有钥匙', '钻石年代  | 2室2厅 | 86.49平米 | 南 | 其他 | 有电梯', '高楼层(共19层)2007年建板楼  -  营门口', '155万', '单价17922元/平米')
('https://image1.ljcdn.com/510100-inspection/1c82ba5a-1916-42a0-86b0-9aa71bdaf75d.jpg.296x216.jpg', '铁路新村套二，中间楼层，安静不临街', '铁路新村  | 2室2厅 | 67.34平米 | 东南 | 其他', '高楼层(共6层)板楼  -  沙湾', '101万', '单价14999元/平米')
('https://image1.ljcdn.com/510100-inspection/test-35a45676-fe44-4201-b69d-98c95a92d296.png.296x216.jpg', '大标间，采光好，户型方正，精装修', '锦西国际  | 1室0厅 | 37.15平米 | 东南 | 其他 | 有电梯', '中楼层(共22层)2008年建板塔结合  -  沙湾', '48万', '单价12921元/平米')
('https://image1.ljcdn.com/510100-inspection/test-7aa18d23-5739-4b8b-9e32-26744a761f19.png.296x216.jpg', '欧波罗+电梯套一+有装修+不临街', '欧波罗  | 1室1厅 | 41.68平米 | 东南 | 其他 | 有电梯', '中楼层(共19层)2008年建板楼  -  九里堤', '73万', '单价17515元/平米')
('https://image1.ljcdn.com/510100-inspection/a308c5be-dd24-4ac8-b1f1-d9e2858335b3.jpg.296x216.jpg', '黄忠一期 套二 低楼层 户型方正', '益民苑  | 2室1厅 | 71.21平米 | 南 | 简装 | 无电梯', '低楼层(共7层)1998年建板塔结合  -  蜀汉路', '96万', '单价13482元/平米')
('https://image1.ljcdn.com/510100-inspection/test-50d5d3ff-efea-46d8-82c1-9a2cea943884.png.296x216.jpg', '黄忠二期惠民苑小套三不临街对金沙遗址', '惠民苑  | 3室1厅 | 97平米 | 西南 | 其他 | 无电梯', '高楼层(共7层)2000年建板塔结合  -  蜀汉路', '128万', '单价13196元/平米')
('https://image1.ljcdn.com/510100-inspection/test-1a96af65-b87c-4f5a-bbfc-c5fd07dc7fcc.png.296x216.jpg', '书香门第，居家大套三安静不临街', '书香门第  | 3室2厅 | 147.98平米 | 南 | 其他 | 有电梯', '高楼层(共18层)2004年建塔楼  -  花牌坊', '236万', '单价15949元/平米')
('https://image1.ljcdn.com/510100-inspection/7f846bf3-2fae-47b3-8150-8cd105abfcd3.jpg.296x216.jpg', '电梯精装修套一，客厅带阳台，采光好，视野开阔。', '凯丽豪景  | 1室1厅 | 60平米 | 东 | 其他 | 有电梯', '中楼层(共30层)2008年建板楼  -  一品天下', '135万', '单价22500元/平米')
('https://image1.ljcdn.com/510100-inspection/test-53fa39c5-160e-4aa5-920f-14d9fce1c64d.png.296x216.jpg', '金牛区，赞城精装套二，看房方便。', '高家庄赞城  | 2室2厅 | 62.86平米 | 南 | 精装 | 有电梯', '中楼层(共23层)2014年建塔楼  -  高家庄', '122万', '单价19409元/平米')
('https://image1.ljcdn.com/510100-inspection/9fefa13a-1a36-44f9-83f5-84b88c71249d.jpg.296x216.jpg', '瑞安城中汇 二环洋房 中庭位置 套六五卫  临河临公园', '瑞安城中汇  | 6室2厅 | 313.69平米 | 南 | 简装 | 有电梯', '中楼层(共7层)板楼  -  金牛万达', '550万', '单价17534元/平米')
('https://image1.ljcdn.com/510100-inspection/test-2db588c8-42f7-41c0-bbd7-0eaf072cb36b.png.296x216.jpg', '一环内标准套三小区安静环境干净整洁', '卧牛巷10号  | 3室1厅 | 86.45平米 | 东 | 其他 | 无电梯', '高楼层(共7层)1993年建板楼  -  花牌坊', '122万', '单价14113元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploade566dfd1-4f64-4d70-a705-39d626ae103e.jpg.296x216.jpg', '锦熙玉苑套二，客厅带阳台，厨房带阳台', '锦熙玉苑  | 2室2厅 | 82.84平米 | 东北 | 其他 | 有电梯', '高楼层(共18层)2011年建板楼  -  茶店子', '168万', '单价20281元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a505e833-d98d-4de4-9066-48022d256825.png.296x216.jpg', '育苗路8号 套三 有装修 不临街 朝东南', '育苗路8号  | 3室1厅 | 86.13平米 | 东南 | 其他 | 无电梯', '低楼层(共7层)板楼  -  茶店子', '137万', '单价15907元/平米')
('https://image1.ljcdn.com/510100-inspection/afa70bef-a628-44e8-8cdb-d92ce08619c4.jpg.296x216.jpg', '西南建筑设计院单位职工房，套三 小区环境好户型方正', '星辉西路8号  | 3室1厅 | 125.65平米 | 西南 | 其他 | 有电梯', '低楼层(共33层)2000年建板楼  -  马鞍路', '200万', '单价15918元/平米')
('https://image1.ljcdn.com/510100-inspection/test-93ad7f15-ec1e-48a1-966f-79280d18fd42.png.296x216.jpg', '九里堤中路159号+套二+有简单装修', '九里堤中路159号  | 2室1厅 | 66.2平米 | 东 | 简装', '低楼层(共6层)暂无数据  -  九里堤', '105万', '单价15862元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload6bd44beb-8c6b-4c4c-bf2e-13fdefbaaac0.jpg.296x216.jpg', '云景豪庭套二，对小区中庭，采光好，有装修', '云景豪庭  | 2室1厅 | 65.64平米 | 北 | 其他 | 有电梯', '低楼层(共29层)2010年建塔楼  -  五块石', '65万', '单价9903元/平米')
('https://image1.ljcdn.com/510100-inspection/b08016cf-0325-4a16-8f97-5d6b1dc298ff.jpg.296x216.jpg', '蓝光花满庭三室两厅双卫 安静不临街 可以实地看房', '蓝光花满庭一期  | 3室2厅 | 102.19平米 | 南 | 毛坯 | 有电梯', '低楼层(共21层)2009年建板楼  -  五块石', '190万', '单价18593元/平米')
