('https://image1.ljcdn.com/440300-inspection/f5fb9520-a010-4641-819b-0b9bafb940ed.jpg.296x216.jpg', '桃源居三区一栋电梯小户型低总价一房一厅', '桃源居三区  | 1室1厅 | 57.13平米 | 西南 | 其他 | 有电梯', '中楼层(共9层)2003年建塔楼  -  桃源居', '248万', '单价43410元/平米')
('https://image1.ljcdn.com/440300-inspection/test-9b1c25d5-7a47-4c8d-9738-6739ec29a586.png.296x216.jpg', '鸿景园 3室2厅 730万', '鸿景园  | 3室2厅 | 124.25平米 | 南 | 其他 | 有电梯', '高楼层(共27层)2005年建塔楼  -  新安', '730万', '单价58753元/平米')
('https://image1.ljcdn.com/440300-inspection/test-ee0e390d-e53a-412a-ad98-0676580e1171.png.296x216.jpg', '石鸿花园 4室2厅 630万', '石鸿花园  | 4室2厅 | 123.85平米 | 东南 | 其他 | 有电梯', '中楼层(共30层)1998年建板塔结合  -  翻身', '630万', '单价50868元/平米')
('https://image1.ljcdn.com/440300-inspection/test-6275fb64-8478-42d5-9423-1c44e6bc9545.png.296x216.jpg', '诚心出售 双地铁口 大四房 花园社区 配套成熟', '海云轩  | 4室2厅 | 144.02平米 | 东北 | 其他 | 有电梯', '中楼层(共17层)2004年建板塔结合  -  翻身', '750万', '单价52077元/平米')
('https://image1.ljcdn.com/440300-inspection/e67b6849-979d-41ee-8db9-6bed43d45dc8.jpg.296x216.jpg', '电梯高层大3房2卫，朝南看花园，采光好！', '宝安新村  | 3室2厅 | 100.35平米 | 南 | 其他 | 有电梯', '高楼层(共15层)2005年建板塔结合  -  西乡', '470万', '单价46837元/平米')
('https://image1.ljcdn.com/440300-inspection/test-24ea541d-c268-4696-80e3-58cb539a1ccc.png.296x216.jpg', '比较新装修超高扩展方正四房两卫价格可议', '幸福港湾一期  | 4室2厅 | 88.76平米 | 东南 | 其他', '低楼层(共33层)2016年建板塔结合  -  碧海', '630万', '单价70978元/平米')
('https://image1.ljcdn.com/440300-inspection/bd224a16-1217-48ed-9625-62d9940fbbd7.jpg.296x216.jpg', '福中福花园一期 2室2厅 290万', '福中福花园一期  | 2室2厅 | 60.3平米 | 西南 | 其他 | 无电梯', '高楼层(共8层)1999年建板楼  -  西乡', '290万', '单价48093元/平米')
('https://image1.ljcdn.com/440300-inspection/f9fc5b30-c636-4f20-ac56-8bcc7fb86083.jpg.296x216.jpg', '白金酒店公寓 70年住宅 满两年税费少 生活配套完善', '白金酒店公寓  | 1室1厅 | 33.76平米 | 西南 | 精装 | 有电梯', '低楼层(共32层)2005年建板塔结合  -  新安', '175万', '单价51837元/平米')
('https://image1.ljcdn.com/440300-inspection/test-4756b2ad-ddd9-4db4-955a-d548b7fa8317.png.296x216.jpg', '装修好的2房！东南向！客厅出阳台！满5年！', '合正汇一城  | 2室1厅 | 73.31平米 | 东南 | 精装 | 有电梯', '低楼层(共31层)2012年建板塔结合  -  西乡', '480万', '单价65476元/平米')
('https://image1.ljcdn.com/440300-inspection/f065a03b-38c9-4477-9045-59a7c5476a44.jpg.296x216.jpg', '固戍地铁口200米 大型配套 花园小区 便捷城市交通', '富通V都会  | 3室2厅 | 89.29平米 | 东南 | 其他 | 有电梯', '高楼层(共11层)2014年建板塔结合  -  西乡', '500万', '单价55998元/平米')
('https://image1.ljcdn.com/440300-inspection/a783d50d-dd1c-41f2-ad50-bbf289f771ba.jpg.296x216.jpg', '宝安中-心区 达海花园3房2卫 南向 阳台连地面私家花园', '达海花园  | 3室2厅 | 107.98平米 | 西南 | 精装 | 无电梯', '低楼层(共7层)1999年建板塔结合  -  宝安中心', '598万', '单价55381元/平米')
('https://image1.ljcdn.com/440300-inspection/33a3ba2a-41a8-4cee-92fd-9feb38b39bc5.jpg.296x216.jpg', '近南山  满五年唯一 前海自贸区片区  品质优选', '中商花园  | 4室1厅 | 259平米 | 东南 | 精装 | 有电梯', '高楼层(共10层)1999年建板塔结合  -  翻身', '1350万', '单价52124元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_upload46cca1dc-80ca-4fb5-b547-3e93bb1052dc.jpg.296x216.jpg', '碧海富通城三期 1室1厅 200万', '碧海富通城三期  | 1室1厅 | 40.41平米 | 东北 | 精装 | 有电梯', '低楼层(共24层)2008年建塔楼  -  碧海', '200万', '单价49493元/平米')
('https://image1.ljcdn.com/440300-inspection/test-521746cf-90d6-4cf7-bbd0-73330af2adb0.png.296x216.jpg', '欢乐海岸2.0旁 少有不靠马路户型 满五年唯一 视野棒', '金泓凯旋城二期  | 3室2厅 | 102.12平米 | 西南 | 其他 | 有电梯', '中楼层(共28层)2008年建板塔结合  -  宝安中心', '848万', '单价83040元/平米')
('https://image1.ljcdn.com/440300-inspection/6b72464d-b9cd-4573-ab4d-d1dea893bb5c.jpg.296x216.jpg', '中洲中央公寓 3室2厅 1300万', '中洲中央公寓  | 3室2厅 | 163.77平米 | 东北 | 其他 | 有电梯', '中楼层(共37层)2016年建暂无数据  -  新安', '1300万', '单价79380元/平米')
('https://image1.ljcdn.com/440300-inspection/test-428fd4db-e0d7-42a2-8470-0031b942c036.png.296x216.jpg', '宝海花园 2室2厅 350万', '宝海花园  | 2室2厅 | 72.7平米 | 西北 | 其他 | 无电梯', '中楼层(共7层)1996年建板塔结合  -  翻身', '350万', '单价48144元/平米')
('https://image1.ljcdn.com/440300-inspection/test-4d201064-d43f-48cf-92fe-6f2cb977adb0.png.296x216.jpg', '中粮锦云 3室2厅 530万', '中粮锦云  | 3室2厅 | 78.88平米 | 东南 | 其他 | 有电梯', '中楼层(共31层)2012年建板塔结合  -  西乡', '530万', '单价67191元/平米')
('https://image1.ljcdn.com/440300-inspection/181f83bc-cb10-4b7b-83e9-f63e1188520a.jpg.296x216.jpg', '壹方城旁 近欢乐港湾 只交个税 红本房 入住快', '菁英趣庭  | 1室0厅 | 32.04平米 | 西北 | 精装 | 有电梯', '低楼层(共24层)2007年建板塔结合  -  宝安中心', '220万', '单价68665元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_upload2f6a2e39-be2b-4a1c-91db-a97cdbb7b24c.jpg.296x216.jpg', '一房，刚需过度选择，地铁口物业，住宅性质', '白金假日公寓  | 1室1厅 | 39.2平米 | 东北 | 其他 | 有电梯', '低楼层(共28层)2007年建塔楼  -  西乡', '200万', '单价51021元/平米')
('https://image1.ljcdn.com/440300-inspection/117b4c07-0b3d-459d-958e-b6b3535bfdc0.jpg.296x216.jpg', '格局不是一般的好 位置安静前看花园后看山景视野开阔', '华联城市全景  | 4室2厅 | 162.41平米 | 南 北 | 毛坯 | 有电梯', '高楼层(共47层)2015年建板塔结合  -  新安', '1218万', '单价74996元/平米')
('https://image1.ljcdn.com/440300-inspection/eb6d4732-939a-403e-add0-32a321b7584a.jpg.296x216.jpg', '坐落宝体、自住精装、随时看房、地铁（1+11）', '金成名苑  | 4室1厅 | 105.41平米 | 西南 | 其他 | 有电梯', '中楼层(共13层)2001年建板塔结合  -  翻身', '600万', '单价56921元/平米')
('https://image1.ljcdn.com/440300-inspection/e6fbc707-139a-4f85-92f9-a7e565e4cb7e.JPG.296x216.jpg', '财富港大厦 2室1厅 540万', '财富港大厦  | 2室1厅 | 91.84平米 | 西南 | 其他 | 有电梯', '中楼层(共33层)2010年建板楼  -  西乡', '540万', '单价58798元/平米')
('https://image1.ljcdn.com/440300-inspection/test-625de560-816d-4def-b5a5-2211b3670d11.png.296x216.jpg', '天骄世家 2室2厅 415万', '天骄世家  | 2室2厅 | 76.54平米 | 东南 | 其他 | 有电梯', '低楼层(共17层)2002年建板塔结合  -  西乡', '415万', '单价54221元/平米')
('https://image1.ljcdn.com/440300-inspection/31d4377d-d23f-4034-8f8f-226127cf028d.jpg.296x216.jpg', '富盛苑 3室2厅 450万', '富盛苑  | 3室2厅 | 89.41平米 | 东南 | 其他 | 无电梯', '中楼层(共8层)1994年建板塔结合  -  翻身', '450万', '单价50330元/平米')
('https://image1.ljcdn.com/440300-inspection/766ef83a-888d-4443-a8d1-805ebfa04477.jpg.296x216.jpg', '桃源居十三区 3室2厅 580万', '桃源居十三区  | 3室2厅 | 118.09平米 | 北 | 其他 | 有电梯', '低楼层(共11层)2003年建板塔结合  -  桃源居', '580万', '单价49116元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_uploada839a824-0a00-4243-9b99-29123a4f14d5.JPG.296x216.jpg', '领翔华府 3室2厅 550万', '领翔华府  | 3室2厅 | 89.33平米 | 东南 | 其他 | 有电梯', '高楼层(共31层)2015年建板塔结合  -  西乡', '550万', '单价61570元/平米')
('https://image1.ljcdn.com/440300-inspection/907d4689-528b-4f49-aa54-9fcddc24bd9a.jpg.296x216.jpg', '8月前海宝中好房 宏发复式赠送80平 精装拎包入住', '宏发领域  | 4室2厅 | 132.74平米 | 南 | 精装 | 有电梯', '高楼层(共29层)2007年建板塔结合  -  宝安中心', '1550万', '单价116770元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_upload2079db55-2606-4c60-8aa0-988ca80e1a60.jpg.296x216.jpg', '壹方城，宝体地铁口物业，高楼层，采光好，满两年', '花样年花乡  | 1室0厅 | 28.11平米 | 东北 | 简装 | 有电梯', '高楼层(共20层)2011年建板塔结合  -  宝安中心', '178万', '单价63323元/平米')
('https://image1.ljcdn.com/440300-inspection/0190a1b7-8c4f-4daf-a5b2-59b65cc38e21.jpg.296x216.jpg', '凯旋城稀有复式，单价低总价低赠送多，看房方便', '金泓凯旋城一期  | 5室2厅 | 271.56平米 | 南 北 | 其他 | 有电梯', '高楼层(共23层)2006年建板塔结合  -  宝安中心', '2150万', '单价79173元/平米')
('https://image1.ljcdn.com/440300-inspection/b38c8f12-5f74-420c-995a-7dae78505e2d.jpg.296x216.jpg', '云顶嘉园 精致三房 满两年 电梯高层安静 视野开阔', '黄金大厦  | 3室1厅 | 78.2平米 | 东南 | 其他 | 有电梯', '高楼层(共32层)2011年建塔楼  -  新安', '460万', '单价58824元/平米')
('https://image1.ljcdn.com/440300-inspection/test-2a6477b0-668c-472c-b487-31b987023850.png.296x216.jpg', '宝田雅苑 2室1厅 295万', '宝田雅苑  | 2室1厅 | 51.8平米 | 西南 | 其他 | 有电梯', '中楼层(共17层)2010年建塔楼  -  西乡', '295万', '单价56950元/平米')
('https://image1.ljcdn.com/440300-inspection/test-25f78af9-1182-4fae-bb8e-b380fd13e9a0.png.296x216.jpg', '前进路天虹沃尔玛旁，在建12号线上川站', '35区公路局宿舍  | 3室2厅 | 119.59平米 | 东南 | 其他', '中楼层(共8层)1996年建板塔结合  -  新安', '470万', '单价39301元/平米')
('https://image1.ljcdn.com/440300-inspection/test-48723d3e-e05b-4526-b741-ec01f663be60.png.296x216.jpg', '碧海富通城四期 2室2厅 540万', '碧海富通城四期  | 2室2厅 | 80.5平米 | 南 | 精装 | 有电梯', '中楼层(共33层)2009年建板楼  -  碧海', '540万', '单价67081元/平米')
('https://image1.ljcdn.com/440300-inspection/5ea0f543-3fe8-489c-b203-9b2aa26d9013.jpg.296x216.jpg', '航空新城 时代门户 南北通透 双阳台 户型方正', '领航城领丽花园  | 3室2厅 | 89.6平米 | 南 | 其他 | 有电梯', '低楼层(共32层)2016年建板塔结合  -  西乡', '540万', '单价60268元/平米')
('https://image1.ljcdn.com/440300-inspection/test-1720df17-987c-4c71-8e37-f893ca672361.png.296x216.jpg', '金港华庭 4室2厅 550万', '金港华庭  | 4室2厅 | 118.54平米 | 东 | 其他 | 有电梯', '低楼层(共31层)2009年建板塔结合  -  西乡', '550万', '单价46398元/平米')
('https://image1.ljcdn.com/440300-inspection/f256e587-4d51-422a-90e4-4717edf9a6db.jpg.296x216.jpg', '碧涛居 3室2厅 750万', '碧涛居  | 3室2厅 | 117.33平米 | 东南 | 其他 | 有电梯', '高楼层(共11层)1998年建板塔结合  -  新安', '750万', '单价63923元/平米')
('https://image1.ljcdn.com/440300-inspection/test-d60598a3-176b-475e-a22b-fdaeda06b495.png.296x216.jpg', '电梯3房，安静，满2年红本在手，看房有钥匙，说走就走', '领翔华府  | 3室1厅 | 85.72平米 | 东南 | 其他 | 有电梯', '低楼层(共31层)2015年建板塔结合  -  西乡', '470万', '单价54830元/平米')
('https://image1.ljcdn.com/440300-inspection/test-327d5f80-edd4-414d-a886-ed1b4ef7f175.png.296x216.jpg', '金港华庭   西乡、碧海湾双地铁   两房    高层', '金港华庭  | 2室1厅 | 63.63平米 | 东北 | 精装 | 有电梯', '高楼层(共31层)2009年建板塔结合  -  西乡', '395万', '单价62078元/平米')
('https://image1.ljcdn.com/440300-inspection/e66d8e34-587e-4991-ba81-e19da25fd2ea.jpg.296x216.jpg', '豪业华庭 4室2厅 790万', '豪业华庭  | 4室2厅 | 129.49平米 | 南 | 其他 | 有电梯', '低楼层(共11层)2005年建板楼  -  碧海', '790万', '单价61009元/平米')
('https://image1.ljcdn.com/440300-inspection/4c76fcf0-b74b-47f0-b5f0-4e6d6acab192.jpg.296x216.jpg', '丽景城朝南三房，看花园住家安静舒适，带平台花园', '丽景城  | 3室2厅 | 91.99平米 | 南 | 其他 | 无电梯', '高楼层(共7层)2002年建板塔结合  -  西乡', '550万', '单价59790元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_uploade6dc419b-b011-45bf-b65a-a369ddf4a1c5.jpg.296x216.jpg', '泰华俊庭 3室1厅 460万', '泰华俊庭  | 3室1厅 | 83.12平米 | 西北 | 其他 | 有电梯', '高楼层(共32层)2005年建板塔结合  -  翻身', '460万', '单价55342元/平米')
('https://image1.ljcdn.com/440300-inspection/test-87bf3f4f-71b3-4be8-9bed-98302684addd.png.296x216.jpg', '泰安花园 3室2厅 390万', '泰安花园  | 3室2厅 | 91.9平米 | 西北 | 其他 | 无电梯', '高楼层(共8层)1998年建塔楼  -  翻身', '390万', '单价42438元/平米')
('https://image1.ljcdn.com/440300-inspection/test-30f658e1-e998-4047-bb60-dd42226585c9.png.296x216.jpg', '双地铁物业，圣淘沙少有的复试户型，满两年，朝东南', '圣淘沙骏园  | 4室2厅 | 93.61平米 | 东南 | 精装 | 有电梯', '高楼层(共20层)2006年建板塔结合  -  西乡', '850万', '单价90803元/平米')
('https://image1.ljcdn.com/440300-inspection/test-4566da66-469b-4041-adc0-53dbe461bda9.png.296x216.jpg', '宝中区少有四房 送大面积 品质新装 客厅出南北双阳台', '金成时代家园  | 4室2厅 | 124.19平米 | 西南 东北 | 精装 | 有电梯', '中楼层(共18层)2006年建板塔结合  -  宝安中心', '908万', '单价73114元/平米')
('https://image1.ljcdn.com/440300-inspection/f4f1c8f7-ae47-43bb-ba58-4faf85653636.jpg.296x216.jpg', '中洲中央公寓 3室2厅 1250万', '中洲中央公寓  | 3室2厅 | 163.77平米 | 东北 | 其他 | 有电梯', '中楼层(共37层)2016年建暂无数据  -  新安', '1250万', '单价76327元/平米')
('https://image1.ljcdn.com/440300-inspection/cb54b100-c38c-4b7c-9097-7402208a0a2a.jpg.296x216.jpg', '房型方正 精装修 客厅正出大阳台 配套齐全 双地铁口', '菁英趣庭  | 1室2厅 | 48.31平米 | 东北 | 精装 | 有电梯', '低楼层(共24层)2007年建板塔结合  -  宝安中心', '335万', '单价69344元/平米')
('https://image1.ljcdn.com/440300-inspection/test-22b6e4e8-0ab6-48d1-9c27-7046202a2fb7.png.296x216.jpg', '天骄世家 5室1厅 750万', '天骄世家  | 5室1厅 | 147.09平米 | 南 西 北 | 其他 | 有电梯', '低楼层(共17层)2003年建板塔结合  -  西乡', '750万', '单价50990元/平米')
('https://image1.ljcdn.com/440300-inspection/test-6df6f8b1-5df5-4690-934f-30f12d9c0770.png.296x216.jpg', '中粮锦云 3室1厅 600万', '中粮锦云  | 3室1厅 | 84.8平米 | 东南 | 其他 | 有电梯', '中楼层(共31层)2012年建板塔结合  -  西乡', '600万', '单价70755元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_upload2c5fb2c9-931d-4ae1-b4fa-7a9ac35253da.jpg.296x216.jpg', '鸿荣源品牌开发商 品牌物业 优质3房 地段和环境好', '西城上筑花园  | 3室2厅 | 105.02平米 | 东 | 精装 | 有电梯', '高楼层(共31层)2006年建塔楼  -  宝安中心', '830万', '单价79033元/平米')
('https://image1.ljcdn.com/440300-inspection/test-f1ac6b1f-a341-4477-a606-7dedb6012581.png.296x216.jpg', '宝安固戍中信121平四房精装修满五年业主诚心卖', '中信领航  | 4室2厅 | 121.75平米 | 南 | 其他 | 有电梯', '高楼层(共30层)2012年建板塔结合  -  西乡', '640万', '单价52567元/平米')
('https://image1.ljcdn.com/440300-inspection/e3dd30c7-6831-42d8-b395-4d9ee286de3a.jpg.296x216.jpg', '里仁府 3室2厅 570万', '里仁府  | 3室2厅 | 119.39平米 | 西南 | 其他 | 有电梯', '低楼层(共25层)2004年建板塔结合  -  翻身', '570万', '单价47743元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_uploadb6fb040d-c2e3-4475-8cdd-df33eeae8280.jpg.296x216.jpg', '看卡罗空中花园 满五年 配套齐 安静带阳台', '卡罗社区  | 1室0厅 | 35.8平米 | 东北 | 其他 | 有电梯', '高楼层(共16层)2007年建板塔结合  -  翻身', '222万', '单价62012元/平米')
('', '富通蟠龙居 2室2厅 355万', '富通蟠龙居  | 2室2厅 | 67.83平米 | 南 | 其他 | 无电梯', '中楼层(共7层)2002年建塔楼  -  西乡', '355万', '单价52337元/平米')
('https://image1.ljcdn.com/440300-inspection/e9c45ca6-e87f-41df-b142-4036dba097a7.jpg.296x216.jpg', '宝安公园配套 标准三房 沃尔玛 天虹旁 您值得拥有！', '岭下花园  | 3室2厅 | 77.09平米 | 西南 | 精装 | 无电梯', '中楼层(共8层)1992年建板塔结合  -  新安', '350万', '单价45402元/平米')
('https://image1.ljcdn.com/440300-inspection/6ab03a7b-5709-4aac-9662-1b46355728ba.jpg.296x216.jpg', '深业新岸线二期经典两房 朝花园安静高楼层通风采光好', '深业新岸线二期  | 2室2厅 | 81.11平米 | 西南 | 精装 | 有电梯', '高楼层(共27层)2007年建塔楼  -  宝安中心', '650万', '单价80139元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_uploadce2e65cf-ec6d-4ae5-a4cf-5fc1bfa28fb4.jpg.296x216.jpg', '贤基大厦实用三房 满五年 看房有钥匙 费用少', '贤基大厦  | 3室2厅 | 83.34平米 | 东南 | 其他 | 无电梯', '高楼层(共8层)1997年建板塔结合  -  西乡', '320万', '单价38397元/平米')
('https://image1.ljcdn.com/440300-inspection/test-1f246ac5-03d2-45d1-8f6f-78b6de617d47.png.296x216.jpg', '居家户型 中间楼层 满五唯一 税少  业主诚心出售', '碧海富通城五期  | 2室2厅 | 84.14平米 | 东南 | 精装 | 有电梯', '中楼层(共17层)2009年建板楼  -  碧海', '520万', '单价61802元/平米')
('https://image1.ljcdn.com/440300-inspection/test-24c44a57-a913-434e-8c47-ce2f76954a3e.png.296x216.jpg', '香缤广场 2室2厅 438万', '香缤广场  | 2室2厅 | 68.44平米 | 东北 | 其他 | 有电梯', '中楼层(共31层)2006年建板塔结合  -  新安', '438万', '单价63998元/平米')
('https://image1.ljcdn.com/440300-inspection/test-4b9dda2f-c6a6-4273-94b1-ac3edac1c10a.png.296x216.jpg', '黄金大厦 2室1厅 360万', '黄金大厦  | 2室1厅 | 64.04平米 | 西北 | 其他 | 有电梯', '中楼层(共32层)2011年建塔楼  -  新安', '360万', '单价56215元/平米')
('https://image1.ljcdn.com/440300-inspection/ceedcda8-8109-4069-a82f-4a9747d9642b.jpg.296x216.jpg', '碧涛苑 3室2厅 500万', '碧涛苑  | 3室2厅 | 111.4平米 | 南 | 其他 | 有电梯', '高楼层(共12层)1998年建板塔结合  -  新安', '500万', '单价44884元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_upload0186c23e-abe0-4b6d-9536-4995068b9b08.JPG.296x216.jpg', '恒丰工业城 1室1厅 105万', '恒丰工业城  | 1室1厅 | 44.67平米 | 南 | 其他 | 无电梯', '高楼层(共8层)1996年建塔楼  -  曦城', '105万', '单价23506元/平米')
('https://image1.ljcdn.com/440300-inspection/c2991c0b-b2c1-45a2-a16c-2e84265b8e0c.jpg.296x216.jpg', '碧海富通城三期 2室1厅 380万', '碧海富通城三期  | 2室1厅 | 51.88平米 | 东北 | 其他 | 有电梯', '高楼层(共24层)2008年建塔楼  -  碧海', '380万', '单价73246元/平米')
('https://image1.ljcdn.com/440300-inspection/test-aec00aca-c593-4f6f-bf7a-b3b0468132ab.png.296x216.jpg', '桃源居十五区 4室2厅 750万', '桃源居十五区  | 4室2厅 | 156.62平米 | 东南 | 其他 | 有电梯', '高楼层(共18层)2007年建板塔结合  -  桃源居', '750万', '单价47887元/平米')
('https://image1.ljcdn.com/440300-inspection/test-df095e19-7808-4875-9889-fd2f7737e600.png.296x216.jpg', '金港华庭 3室1厅 460万', '金港华庭  | 3室1厅 | 85.59平米 | 西南 | 其他 | 有电梯', '低楼层(共31层)2009年建板塔结合  -  西乡', '460万', '单价53745元/平米')
('https://image1.ljcdn.com/440300-inspection/0bdd62af-f66d-4e8a-891a-bd108aed948a.JPG.296x216.jpg', '一梯两户朝南大三房，带38平米私家花园！', '桃源居十七区  | 3室2厅 | 109.22平米 | 南 | 其他 | 有电梯', '低楼层(共18层)2006年建板塔结合  -  桃源居', '510万', '单价46695元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_uploadc8d50b6a-db38-4799-b33d-60f5b6b0c055.jpg.296x216.jpg', '新安小区房70年住宅非公寓，铁口物业精装，电梯一房', '白金酒店公寓  | 1室1厅 | 36.16平米 | 西南 | 简装 | 有电梯', '高楼层(共32层)2005年建板塔结合  -  新安', '180万', '单价49779元/平米')
('https://image1.ljcdn.com/440300-inspection/56410f5f-0689-46e5-88c0-42c98ec3764b.jpg.296x216.jpg', '3地铁口物业小区是高发开发的，品质好，住家很不错', '第五大道高发西岸花园一期  | 7室2厅 | 172.28平米 | 东南 | 简装 | 有电梯', '高楼层(共29层)2007年建板塔结合  -  宝安中心', '1800万', '单价104482元/平米')
('https://image1.ljcdn.com/440300-inspection/771164a6-38bb-484c-83e0-9ce67aad290e.jpg.296x216.jpg', '领航城领秀花园 3室2厅 500万', '领航城领秀花园  | 3室2厅 | 89.12平米 | 东南 | 毛坯', '高楼层(共31层)2016年建板塔结合  -  西乡', '500万', '单价56105元/平米')
('https://image1.ljcdn.com/440300-inspection/test-dbb2b706-b780-4c0d-937f-e502baba11a9.png.296x216.jpg', '安静看海景，高层，果岭优质户型，满五年，免个税', '招商果岭花园  | 2室1厅 | 71.42平米 | 西南 | 精装 | 有电梯', '高楼层(共34层)2012年建板塔结合  -  西乡', '450万', '单价63008元/平米')
('https://image1.ljcdn.com/440300-inspection/7d45b0be-53d5-4b65-817c-cbd550c9d00a.jpg.296x216.jpg', '宝海花园 3室1厅 400万', '宝海花园  | 3室1厅 | 86.2平米 | 西南 | 其他 | 无电梯', '中楼层(共7层)1996年建板塔结合  -  翻身', '400万', '单价46404元/平米')
('https://image1.ljcdn.com/440300-inspection/test-221d2129-1e28-4661-a33b-1c8069fbd9ef.png.296x216.jpg', '客厅出大阳台，满五唯一，欠款比较少', '花样年花乡  | 2室1厅 | 58.4平米 | 西北 | 其他 | 有电梯', '低楼层(共20层)2011年建板塔结合  -  宝安中心', '450万', '单价77055元/平米')
('https://image1.ljcdn.com/440300-inspection/test-1eb068a4-d24b-44f2-977c-b325fc1d4970.png.296x216.jpg', '都市翠海华苑 1室1厅 335万', '都市翠海华苑  | 1室1厅 | 35.42平米 | 西北 | 其他 | 有电梯', '高楼层(共22层)2005年建板塔结合  -  新安', '335万', '单价94580元/平米')
('https://image1.ljcdn.com/440300-inspection/test-569e4e1e-b08d-4895-ae35-bc1c874e3910.png.296x216.jpg', '富通好旺角二期  朝南视野开阔  满5年唯一  红本在手', '富通好旺角二期  | 3室2厅 | 92.18平米 | 南 | 简装 | 有电梯', '中楼层(共28层)2005年建板塔结合  -  宝安中心', '620万', '单价67260元/平米')
('https://image1.ljcdn.com/440300-inspection/9ac84030-a31c-4f13-8f8f-5deb0d6df142.jpg.296x216.jpg', '建安花园灵芝地铁口大三房中间楼层，配套齐全', '建安花园  | 3室2厅 | 91.6平米 | 东南 | 简装 | 无电梯', '中楼层(共6层)1989年建板塔结合  -  新安', '500万', '单价54586元/平米')
('https://image1.ljcdn.com/440300-inspection/ede4f867-d6e0-4531-b88d-fba17b79f8c8.jpg.296x216.jpg', '13年次新小区，全新装修，拎包入住，地铁口物业！', '广兴源圣拿威  | 2室1厅 | 33.16平米 | 西北 | 其他 | 有电梯', '低楼层(共31层)2013年建板塔结合  -  碧海', '235万', '单价70869元/平米')
('https://image1.ljcdn.com/440300-inspection/244b52c1-158a-4cad-8204-8a0f802bf6a8.JPG.296x216.jpg', '领航城领秀花园 3室2厅 485万', '领航城领秀花园  | 3室2厅 | 89.08平米 | 南 | 其他', '中楼层(共31层)2016年建板塔结合  -  西乡', '485万', '单价54446元/平米')
('https://image1.ljcdn.com/440300-inspection/test-fa20234c-82e9-41c2-97df-65d90af7ca2b.png.296x216.jpg', '高层正南向三房 看花园安静 满五不唯一 红本免赎楼', '碧海富通城一期  | 3室2厅 | 93.64平米 | 南 | 简装 | 有电梯', '中楼层(共18层)2006年建板楼  -  碧海', '550万', '单价58736元/平米')
('', '熙龙湾可看海景户型 赠送多 可做4+1房 满五唯一税少', '熙龙湾一期  | 4室1厅 | 128.13平米 | 南 | 其他 | 有电梯', '高楼层(共32层)2009年建塔楼  -  宝安中心', '1390万', '单价108484元/平米')
('https://image1.ljcdn.com/440300-inspection/17f703ba-c5cd-4463-816e-764924d3bda8.JPG.296x216.jpg', '1号线后瑞地铁口 电梯大3房 满2年 安静 居家装修', '金达花园  | 3室2厅 | 98.65平米 | 南 西南 | 其他 | 有电梯', '低楼层(共11层)2006年建板塔结合  -  福永', '405万', '单价41055元/平米')
('https://image1.ljcdn.com/440300-inspection/test-7333cdda-588d-4911-8841-71717a03205a.png.296x216.jpg', '东南向高楼层无遮挡看海实用三房两卫', '幸福珺湾  | 3室2厅 | 88.42平米 | 东南 | 毛坯', '高楼层(共31层)2017年建板塔结合  -  碧海', '585万', '单价66162元/平米')
('https://image1.ljcdn.com/440300-inspection/test-4d1daafc-51a3-4fcd-bcd9-629786351447.png.296x216.jpg', '看海景 视野开阔 满2年 南北通透 壹方城楼上 地铁口', '鸿荣源·壹方中心|玖誉  | 5室2厅 | 218.33平米 | 东南 | 毛坯', '中楼层(共47层)2016年建塔楼  -  宝安中心', '3270万', '单价149774元/平米')
('https://image1.ljcdn.com/440300-inspection/test-10dbbcdf-3417-48bc-a0b7-2a38d978592c.png.296x216.jpg', '标准复式3房，满二年业主诚售！', '碧海富通城三期  | 3室1厅 | 65.88平米 | 北 | 精装 | 有电梯', '中楼层(共26层)2008年建塔楼  -  碧海', '430万', '单价65271元/平米')
('https://image1.ljcdn.com/440300-inspection/test-22ee32d4-d9a9-46f0-b2c8-42634eae11d7.png.296x216.jpg', '合正汇一城 1室1厅 320万', '合正汇一城  | 1室1厅 | 49.74平米 | 东北 | 精装 | 有电梯', '中楼层(共27层)2012年建板塔结合  -  西乡', '320万', '单价64335元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_upload96f6fb99-e0d1-4764-9591-b207d503aadb.JPG.296x216.jpg', '精装大三房，满二年，自住，保养好！', '桃源居十四区  | 3室1厅 | 121.64平米 | 东南 | 其他 | 无电梯', '高楼层(共7层)1999年建塔楼  -  桃源居', '455万', '单价37406元/平米')
