('https://image1.ljcdn.com/610100-inspection/f45f11cd-1807-4376-bd53-a2e2e5aa712d.jpg.296x216.jpg', '配套齐全，教育医疗交通都很方便 标准两居室', '御锦城V青年  ', '中楼层(共34层)塔楼  -  浐灞', '103万', '单价14110元/平米')
('https://image1.ljcdn.com/610100-inspection/test-6c7c542f-c7b2-4e97-9560-31bfd1720fc3.png.296x216.jpg', '大户型 满五满二 电梯房满五满二 桃花公园旁', '金裕青青家园  ', '中楼层(共11层)板楼  -  浐灞', '145万', '单价10149元/平米')
('https://image1.ljcdn.com/610100-inspection/7896fb25-a474-45b8-b077-2e51cb4ad785.jpg.296x216.jpg', '满五满二，北向花园，业主诚心出售，有钥匙随时可看', '龙湖香醍国际社区  ', '低楼层(共9层)暂无数据  -  浐灞', '435万', '单价20436元/平米')
('https://image1.ljcdn.com/610100-inspection/ae922105-0dd2-48ec-b411-bb5858c1a885.jpg.296x216.jpg', '御锦城 三期三室毛坯 户型方正采光好，看房随时', '御锦城V青年  ', '高楼层(共28层)暂无数据  -  浐灞', '155万', '单价17278元/平米')
('https://image1.ljcdn.com/610100-inspection/453522ad-4bf4-4eeb-ba01-9b0a5f315c38.jpg.296x216.jpg', '御锦城温馨两居室 生活配套齐全 业主诚心出售', '御锦城V青年  ', '低楼层(共34层)塔楼  -  浐灞', '112万', '单价15955元/平米')
('https://image1.ljcdn.com/610100-inspection/21cdbbbe-3e6a-4d4e-8edb-91790798942b.jpg.296x216.jpg', '龙湖香醍国际 三室南北 毛坯房 给您发挥的空间', '龙湖香醍国际社区  ', '中楼层(共31层)板塔结合  -  浐灞', '210万', '单价16571元/平米')
('https://image1.ljcdn.com/610100-inspection/00a6cf8f-469d-44f8-a30c-82051cf7f14b.jpg.296x216.jpg', '楼层低，南北通透，采光好，配套齐全。', '华清园  ', '低楼层(共7层)板塔结合  -  浐灞', '163万', '单价10427元/平米')
('https://image1.ljcdn.com/610100-inspection/62fdb639-0582-41b8-9f92-252af894d92f.jpg.296x216.jpg', '龙湖1室小公寓，70年产权品质公寓', '龙湖香醍国际社区  ', '中楼层(共32层)板楼  -  浐灞', '55万', '单价14060元/平米')
('https://image1.ljcdn.com/610100-inspection/ed44b7dd-6be5-4459-96aa-b3faa1740594.jpg.296x216.jpg', '浐河边高档社区 三室南北通透 精装 看房提前约 急售', '御锦城鹭湾  ', '高楼层(共34层)板塔结合  -  浐灞', '200万', '单价16261元/平米')
('', '咸宁东路恒大绿洲顶跃小洋房户型方正', '恒大绿洲  ', '高楼层(共11层)板塔结合  -  浐灞', '200万', '单价16000元/平米')
('https://image1.ljcdn.com/610100-inspection/1e0bdbce-3a89-4dd1-b169-f9752e8b7b5f.jpg.296x216.jpg', '浐河地铁口 品质社区 3+1户型可做四室 出行便利', '御锦城V青年  ', '中楼层(共34层)暂无数据  -  浐灞', '180万', '单价14877元/平米')
('https://image1.ljcdn.com/610100-inspection/ae1c2db2-3016-40b8-8023-7eaa52e9cd7a.jpg.296x216.jpg', '灞水之滨香江湾纯南大两居毛坯115.54平147万', '香江湾  ', '低楼层(共31层)板楼  -  浐灞', '147万', '单价12724元/平米')
('https://image1.ljcdn.com/610100-inspection/95cfc228-1044-43ed-9d9a-7bf2b2c88a0b.jpg.296x216.jpg', '沁水新城 地铁口交通方便环境优美', '沁水新城  ', '高楼层(共6层)板楼  -  浐灞', '140万', '单价13862元/平米')
('https://image1.ljcdn.com/610100-inspection/297f65d2-4482-4e36-9828-a10cbf0d6e10.jpg.296x216.jpg', '浐河边，近地铁，绿化好南北通透两室房，靠谱出售。', '浐灞半岛A6区  ', '高楼层(共11层)板塔结合  -  浐灞', '115万', '单价14763元/平米')
('https://image1.ljcdn.com/610100-inspection/011ebf40-6a73-4f99-bd3f-5ad7e11f74a4.jpg.296x216.jpg', '大三室 业主住了一年 证在手 小区入口 采光好', '沁水新城  ', '高楼层(共24层)板塔结合  -  浐灞', '196万', '单价13629元/平米')
('https://image1.ljcdn.com/610100-inspection/87da6772-f801-4b59-a64e-a46b9a0300bc.jpg.296x216.jpg', '浐灞半岛15区毛坯3室 南北通透 全明户型 高楼层采光好', '浐灞半岛A15区  ', '高楼层(共18层)板塔结合  -  浐灞', '215万', '单价14791元/平米')
('https://image1.ljcdn.com/610100-inspection/92630282-ec4d-466a-9419-b433237fadbd.jpg.296x216.jpg', '城东 咸宁东路 恒大绿洲 精装3室 房本在手 满三满二', '恒大绿洲  ', '中楼层(共18层)板塔结合  -  浐灞', '180万', '单价15913元/平米')
('https://image1.ljcdn.com/610100-inspection/b3eeb197-3bf5-4226-be73-3e6dfc111350.jpg.296x216.jpg', '恒大绿洲  精装两室，带家具家电出售', '恒大绿洲  ', '中楼层(共18层)板塔结合  -  浐灞', '145万', '单价17374元/平米')
('', '地铁三号线，浐灞半岛，南北两室，急售', '浐灞半岛A6区  ', '低楼层(共18层)板塔结合  -  浐灞', '110万', '单价13837元/平米')
('https://image1.ljcdn.com/610100-inspection/6fda0b14-de51-4f1a-92d8-a2c6a36a3fee.jpg.296x216.jpg', '翠屏湾二期新上两室精装 楼层高采光好 精装两室带阁楼', '翠屏湾二期  ', '中楼层(共20层)塔楼  -  浐灞', '102万', '单价20804元/平米')
('https://image1.ljcdn.com/610100-inspection/test-2991c2b1-ad28-4f61-9c43-6b3a6c77ef26.png.296x216.jpg', '御锦城三期 精装全带 采光充足 小区内安静 满三满二', '御锦城V青年  ', '高楼层(共34层)板塔结合  -  浐灞', '179万', '单价14262元/平米')
('https://image1.ljcdn.com/610100-inspection/dfabfe1a-3e9b-40e6-b301-8bfcc1fb8b97.jpg.296x216.jpg', '浐灞半岛精装顶层复式，家具家电全带。', '浐灞半岛A14区  ', '高楼层(共11层)板塔结合  -  浐灞', '265万', '单价15838元/平米')
('https://image1.ljcdn.com/610100-inspection/524ea46e-b233-4570-8b15-49e67f5caf2d.jpg.296x216.jpg', '城东/灞桥/纺织城商圈/高科绿水东城', '高科绿水东城  ', '高楼层(共33层)板塔结合  -  浐灞', '162万', '单价12090元/平米')
('https://image1.ljcdn.com/610100-inspection/7ef286fa-bddd-4403-a99c-134500558c5c.jpg.296x216.jpg', '精装大两室满三满二带部分家具家电诚心出售', '东方罗马花园  ', '中楼层(共10层)板楼  -  浐灞', '102万', '单价20159元/平米')
('https://image1.ljcdn.com/610100-inspection/857453a9-2efc-449c-a624-d6e35f7872bb.jpg.296x216.jpg', '丽水花都  满五满二 业主靠谱签约', '丽水花都  ', '中楼层(共27层)板楼  -  浐灞', '120万', '单价13469元/平米')
('https://image1.ljcdn.com/610100-inspection/7eada08f-d845-4fe1-9a57-b8539b4b65bd.jpg.296x216.jpg', '普华浅水湾 毛坯 三室两厅 适合改善置换', '普华浅水湾  ', '低楼层(共30层)板塔结合  -  浐灞', '285万', '单价14282元/平米')
('https://image1.ljcdn.com/610100-inspection/e1910fa9-4f33-4156-98ad-faaa647e49f4.jpg.296x216.jpg', '精装大两室，满五满二，证在手，靠地铁', '上上墅  ', '高楼层(共18层)暂无数据  -  浐灞', '111万', '单价20748元/平米')
('', '合能十里锦绣地铁口精装两室，楼层位置好', '合能十里锦绣二期  ', '低楼层(共34层)板楼  -  浐灞', '95万', '单价11905元/平米')
('https://image1.ljcdn.com/610100-inspection/31804e28-40c3-44ca-91b2-e0a551494c82.jpg.296x216.jpg', '精装两房，装修保存完好，看房随时，敬请您的来电。', '水岸东方3期  ', '中楼层(共26层)板塔结合  -  浐灞', '135万', '单价14362元/平米')
('https://image1.ljcdn.com/610100-inspection/test-0c6c676f-97dc-48d2-a51a-cd6fd6b90246.png.296x216.jpg', '御锦城V青年，满三满二，三室两厅一厨二卫', '御锦城V青年  ', '低楼层(共34层)塔楼  -  浐灞', '195万', '单价17257元/平米')
('https://image1.ljcdn.com/610100-inspection/b4f62692-b5ce-48fc-83c6-a5950ae43628.jpg.296x216.jpg', '普华浅水湾四室两卫 环保装修 环境好 240万含两个车位', '普华浅水湾  ', '高楼层(共33层)板塔结合  -  浐灞', '210万', '单价14254元/平米')
('https://image1.ljcdn.com/610100-inspection/rsp_pic_upload7226203a-9ff5-4dc2-99ce-3d6ddf403ccb.jpg.296x216.jpg', '高科绿水东城精装大两居 无抵押 业主诚心出售看房方便', '高科绿水东城  ', '低楼层(共21层)暂无数据  -  浐灞', '142万', '单价12967元/平米')
('https://image1.ljcdn.com/610100-inspection/b6037edb-8fe0-4772-9582-97e0f9449955.jpg.296x216.jpg', '浐河边 地铁口 精装三室 南北通透  随时看房', '水岸东方1期  ', '高楼层(共28层)板塔结合  -  浐灞', '178万', '单价13186元/平米')
('https://image1.ljcdn.com/610100-inspection/7860fa29-b9ba-4ec7-8268-726b52f3e4cf.jpg.296x216.jpg', '浐灞桃花潭地铁口  高品质小区  精装三室', '浐灞半岛A11区  ', '中楼层(共27层)板塔结合  -  浐灞', '210万', '单价16575元/平米')
('https://image1.ljcdn.com/610100-inspection/7b9faf8c-b929-4a3a-99a4-ad22b47e4bdd.jpg.296x216.jpg', '精装2居 业主诚心出售 就在罗马花园 罗马风情就在眼前', '东方罗马花园  ', '中楼层(共16层)板塔结合  -  浐灞', '105万', '单价19734元/平米')
('https://image1.ljcdn.com/610100-inspection/test-5cee638e-1c07-43df-a6b0-d50d6e4b2636.png.296x216.jpg', '户型方正 南北通透 小区环境好', '金裕青青家园  ', '中楼层(共6层)板楼  -  浐灞', '95万', '单价10600元/平米')
('https://image1.ljcdn.com/610100-inspection/c5552e8e-9218-4223-805b-7f28bdf37099.jpg.296x216.jpg', '浐灞半岛A6纯南简装两居湖景房视野开阔', '浐灞半岛A6区  ', '高楼层(共11层)板塔结合  -  浐灞', '118万', '单价14789元/平米')
('https://image1.ljcdn.com/610100-inspection/test-4b0bfa41-8b46-4ffe-aabc-e53690f0600c.png.296x216.jpg', '浐河地铁口 广厦水岸东方 精装全带 婚房考虑', '水岸东方1期  ', '高楼层(共28层)塔楼  -  浐灞', '120万', '单价14273元/平米')
('https://image1.ljcdn.com/610100-inspection/451607d9-332c-4b2e-9c2e-a52d54fbf925.jpg.296x216.jpg', '御锦城一期原香 简装新房家具家电全带', '御锦城原香  ', '中楼层(共18层)板楼  -  浐灞', '170万', '单价13493元/平米')
('https://image1.ljcdn.com/610100-inspection/rsp_pic_uploada119c01a-54f5-430b-a1b5-40e50ac68a49.jpg.296x216.jpg', '御锦城 浐河地铁口 大型社区 精装 两室两厅 设备齐全', '御锦城V青年  ', '中楼层(共34层)塔楼  -  浐灞', '120万', '单价15532元/平米')
('https://image1.ljcdn.com/610100-inspection/e7f54c0c-0dab-42b6-937d-e95ef3aafa54.jpg.296x216.jpg', '浐灞半岛低价2室，诚心出售，满五满二', '浐灞半岛A6区  ', '高楼层(共18层)塔楼  -  浐灞', '128万', '单价16203元/平米')
('https://image1.ljcdn.com/610100-inspection/6135fea6-f9f8-45be-af49-b92cd7b3de3e.jpg.296x216.jpg', '御 锦 城三期两室 室两厅 一 厨 一 卫，诚心出售！', '御锦城V青年  ', '低楼层(共34层)暂无数据  -  浐灞', '120万', '单价15876元/平米')
('https://image1.ljcdn.com/610100-inspection/b51cb4b4-7e39-4e9a-b3e5-559bfa85f72b.jpg.296x216.jpg', '优质房源 紧俏户型 纯南两室 明厨明卫', '沁水新城  ', '低楼层(共24层)板塔结合  -  浐灞', '123万', '单价13521元/平米')
('https://image1.ljcdn.com/610100-inspection/test-675ac5b2-fa0d-48ac-9543-9ee93eae0b01.png.296x216.jpg', '凯森福景美地 2室1厅 106万', '凯森福景美地  ', '高楼层(共30层)塔楼  -  浐灞', '106万', '单价11952元/平米')
('https://image1.ljcdn.com/610100-inspection/28e59f63-f52e-4914-b6ff-72c7b36ef268.jpg.296x216.jpg', '水岸东方二期 毛坯小三室 诚心出售', '水岸东方2期  ', '中楼层(共18层)板塔结合  -  浐灞', '145万', '单价12394元/平米')
('https://image1.ljcdn.com/610100-inspection/86aee97a-ae33-4f39-8bbc-655f977162c4.jpg.296x216.jpg', '城东 咸宁东路恒大绿洲 精装大三室 南北通透 诚心出售', '恒大绿洲  ', '高楼层(共33层)板塔结合  -  浐灞', '260万', '单价17932元/平米')
('https://image1.ljcdn.com/610100-inspection/e05891f6-541a-4887-a62d-dbfd2c3eace6.jpg.296x216.jpg', '纯东户型，精装全配，小区环境好, 交通便利，诚心出售', '东方罗马花园  ', '高楼层(共16层)板塔结合  -  浐灞', '95万', '单价21910元/平米')
('https://image1.ljcdn.com/610100-inspection/b37d63d9-7743-4e73-b5fc-1f1ce0eaac9d.jpg.296x216.jpg', '三室一厅,东南北朝向，南北通透，小区优美，交通便利', '东方罗马花园  ', '高楼层(共16层)板塔结合  -  浐灞', '110万', '单价21603元/平米')
('https://image1.ljcdn.com/610100-inspection/rsp_pic_uploadb758473c-950b-4d19-8ee5-2a5f890a6bb1.jpg.296x216.jpg', '地铁口金裕三居室东南北全明格局精装满五满二随时交易', '金裕青青家园  ', '高楼层(共6层)板楼  -  浐灞', '108万', '单价9816元/平米')
('https://image1.ljcdn.com/610100-inspection/test-e0c61745-1d28-41ab-aee9-5d553fccef76.png.296x216.jpg', '御锦城原香 两室纯南户型 采光事业好 房本在手', '御锦城原香  ', '低楼层(共31层)板塔结合  -  浐灞', '130万', '单价13879元/平米')
('https://image1.ljcdn.com/610100-inspection/b6b5f848-6533-49f8-916c-0eaeba4266cf.jpg.296x216.jpg', '罗马花园三室西南户型，精装全配，家具家电全带', '东方罗马花园  ', '高楼层(共16层)板塔结合  -  浐灞', '150万', '单价24934元/平米')
('', '水岸东方一期 简装三室 看房方便 诚心出售', '水岸东方1期  ', '中楼层(共28层)板塔结合  -  浐灞', '205万', '单价13930元/平米')
('https://image1.ljcdn.com/610100-inspection/fe6fb20a-088d-4a20-8ecc-6562f2a3585a.jpg.296x216.jpg', '复式两居两卫，交通方便，小区环境很好，业主靠谱', '东方罗马花园  ', '中楼层(共16层)板塔结合  -  浐灞', '123万', '单价22987元/平米')
('https://image1.ljcdn.com/610100-inspection/test-08e46b80-46f6-438c-b984-62a422e423ff.png.296x216.jpg', '水岸东方二期 浐河站南 两室精装修 诚心出售', '水岸东方2期  ', '中楼层(共22层)板塔结合  -  浐灞', '142万', '单价15450元/平米')
('https://image1.ljcdn.com/610100-inspection/e5c544c2-4dd9-402e-a4bc-65be0c458f07.jpg.296x216.jpg', '地铁口，浐灞生态区，灞河边，精装两居，诚心出售', '浐灞半岛A6区  ', '低楼层(共18层)板塔结合  -  浐灞', '132万', '单价15292元/平米')
('https://image1.ljcdn.com/610100-inspection/1d79a845-2ba8-40ab-a71f-39144cf1d588.jpg.296x216.jpg', '满五满二，地铁口房，房子采光好', '翠屏湾1期  ', '中楼层(共18层)板楼  -  浐灞', '140万', '单价14709元/平米')
('https://image1.ljcdn.com/610100-inspection/e34610a7-f64b-4fe5-8cfc-8e9f9c8511f3.jpg.296x216.jpg', '浐灞生态区，地铁口，精品两室，精装修，可按揭', '浐灞半岛A6区  ', '低楼层(共11层)板塔结合  -  浐灞', '128万', '单价16041元/平米')
('https://image1.ljcdn.com/610100-inspection/test-c350b995-76fd-4ef7-a5ee-6dd5d6338e29.png.296x216.jpg', '金裕西区小户型一居室，总价低，适合刚需', '金裕青青家园西区  ', '高楼层(共4层)塔楼  -  浐灞', '49万', '单价9368元/平米')
('', '地 铁 口 单 价 便 宜  靠 谱 出 售', '纺星一区  ', '低楼层(共6层)板楼  -  浐灞', '51万', '单价8610元/平米')
('https://image1.ljcdn.com/610100-inspection/7c839fd2-56cc-4eea-8076-7e2cb005b281.jpg.296x216.jpg', '翠屏湾二期优质房源！！！！！！！！！！！！！！！', '翠屏湾二期  ', '高楼层(共20层)塔楼  -  浐灞', '100万', '单价20396元/平米')
('https://image1.ljcdn.com/610100-inspection/test-fa22bacf-e248-401e-ac15-91219ecccf84.png.296x216.jpg', '水岸东方一期 浐河站地铁口 毛坯三居室 诚心出售', '水岸东方1期  ', '高楼层(共18层)板塔结合  -  浐灞', '190万', '单价14583元/平米')
('https://image1.ljcdn.com/610100-inspection/rsp_pic_upload4ffc0cf7-7e4b-412f-9353-7497dd0a1b7a.jpg.296x216.jpg', '丽水花都 业主靠谱出售 满五满二 精装修', '丽水花都  ', '中楼层(共27层)板楼  -  浐灞', '125万', '单价13705元/平米')
('https://image1.ljcdn.com/610100-inspection/56bee741-200d-40cd-8bf1-127d540b973c.jpg.296x216.jpg', '房子满五满二，业主诚心出售，交通便利。', '金裕青青家园  ', '中楼层(共6层)板楼  -  浐灞', '138万', '单价10000元/平米')
('https://image1.ljcdn.com/610100-inspection/test-de7cda69-708c-44dd-b1d1-124dc9b44dcf.png.296x216.jpg', '水岸东方一期 简装 满三满二 业主靠谱出售', '水岸东方1期  ', '低楼层(共28层)塔楼  -  浐灞', '130万', '单价13830元/平米')
('', '精装公寓，满三满二，70年产权公寓', '龙湖香醍国际社区  ', '中楼层(共32层)板楼  -  浐灞', '59万', '单价14180元/平米')
('https://image1.ljcdn.com/610100-inspection/b8baf08d-65b3-41dd-88b7-08f5700d100a.jpg.296x216.jpg', '顶跃毛坯三室，南北通透，采光充足', '龙湖香醍国际社区  ', '高楼层(共9层)板塔结合  -  浐灞', '220万', '单价19218元/平米')
('https://image1.ljcdn.com/610100-inspection/b82eca0d-2eac-4aa8-9078-d008aed16513.jpg.296x216.jpg', '华清园三室，南北通透， 步梯二楼，环境舒适。', '华清园  ', '低楼层(共7层)板塔结合  -  浐灞', '110万', '单价9884元/平米')
('https://image1.ljcdn.com/610100-inspection/963a036a-0b6c-4002-bf0c-1e312409c2e3.jpg.296x216.jpg', '此房两室一厅一厨一卫，业主诚心出售，多多推荐。', '上上墅  ', '中楼层(共18层)暂无数据  -  浐灞', '103万', '单价21571元/平米')
('https://image1.ljcdn.com/610100-inspection/c2798fe4-ecb6-4464-a551-1cf8aa5522b7.jpg.296x216.jpg', '御锦城三期精装三室 位置好 家具家电全带', '御锦城V青年  ', '高楼层(共34层)板塔结合  -  浐灞', '175万', '单价14382元/平米')
('https://image1.ljcdn.com/610100-inspection/7a630d4a-9d2f-49bc-a5fd-51c4b408e4c2.jpg.296x216.jpg', '广泰门地铁口金裕青青家园三室出售，带露台。', '金裕青青家园  ', '高楼层(共12层)板塔结合  -  浐灞', '137万', '单价10019元/平米')
('https://image1.ljcdn.com/610100-inspection/b86accb9-bb9d-4f6f-8aec-1d841ab79d22.jpg.296x216.jpg', '一印社区        两室    靠谱出售 单价便宜', '一印社区  ', '中楼层(共7层)暂无数据  -  浐灞', '48万', '单价9043元/平米')
('https://image1.ljcdn.com/610100-inspection/450c855c-ee55-424b-85fe-ec3f8fea8b57.jpg.296x216.jpg', '御锦城五期 乔治的公园 采光充足 经典小三室 简装出售', '御锦城乔治de公园  ', '低楼层(共26层)板塔结合  -  浐灞', '143万', '单价16221元/平米')
('', '一室一厅一厨一卫，南向，精装修', '东方罗马花园  ', '低楼层(共27层)板塔结合  -  浐灞', '59万', '单价12869元/平米')
('https://image1.ljcdn.com/610100-inspection/2b937e33-02fd-4512-b252-66c0f2aa7507.jpg.296x216.jpg', '御锦城理想树，小3室，精装全配，诚意出售', '御锦城理想树  ', '高楼层(共34层)塔楼  -  浐灞', '135万', '单价15364元/平米')
('https://image1.ljcdn.com/610100-inspection/41a8cc1e-53bb-4ff8-8c70-18e23fa60ad6.jpg.296x216.jpg', '华清园 南北通透两居  房本在手 随时可签', '华清园  ', '高楼层(共7层)板塔结合  -  浐灞', '89万', '单价8352元/平米')
('https://image1.ljcdn.com/610100-inspection/143d0dd9-6e4a-453f-adee-1353cfafa08f.jpg.296x216.jpg', '东方罗马花园 矿山路 近地铁满五满二 看房方便', '东方罗马花园  ', '高楼层(共16层)板塔结合  -  浐灞', '127万', '单价18908元/平米')
('https://image1.ljcdn.com/610100-inspection/ff0a2a9c-d38d-4db8-a95e-2539b46ce8b6.jpg.296x216.jpg', '东方罗马花园优质三居，满三满二，中间楼层，西南朝向', '东方罗马花园  ', '低楼层(共16层)板塔结合  -  浐灞', '113万', '单价20361元/平米')
('', '龙湖香缇 南北三居 花园洋房 满3 业主置换 诚意出售', '龙湖香醍国际社区  ', '中楼层(共7层)板楼  -  浐灞', '240万', '单价16679元/平米')
('https://image1.ljcdn.com/610100-inspection/test-2e9b7a12-8f29-4663-956f-2d2bd73b4f8b.png.296x216.jpg', '香江湾三室精装河景房，花园洋房位置佳。', '香江湾  ', '中楼层(共8层)板塔结合  -  浐灞', '285万', '单价20203元/平米')
('https://image1.ljcdn.com/610100-inspection/3f168892-c881-4792-9fa7-1d5ddf33a755.jpg.296x216.jpg', '罗马嘉园复式两居 诚心出售 随时可看 中间楼层', '上上墅  ', '低楼层(共18层)暂无数据  -  浐灞', '95万', '单价20213元/平米')
('https://image1.ljcdn.com/610100-inspection/test-9981da80-5dc3-4abc-a08d-fdbe8a62a368.png.296x216.jpg', '浐灞半岛 藏珑社区满三满二 毛坯三居 业主诚心出售', '浐灞半岛A11区  ', '低楼层(共27层)板塔结合  -  浐灞', '210万', '单价15301元/平米')
('', '精装地铁口单价低一室，拎包入住，满三满二，靠谱出售', '浐灞半岛A6区  ', '中楼层(共18层)塔楼  -  浐灞', '73万', '单价15209元/平米')
('https://image1.ljcdn.com/610100-inspection/6d0f989c-1663-4e09-bac8-84666d493d1f.jpg.296x216.jpg', '复式中装 地铁三号线辛家庙站和广泰门站', '翠屏湾二期  ', '高楼层(共20层)板楼  -  浐灞', '95万', '单价19376元/平米')
('', '翠屏湾二期  复式两室  业主诚心出售', '翠屏湾二期  ', '高楼层(共20层)塔楼  -  浐灞', '110万', '单价22245元/平米')
('https://image1.ljcdn.com/610100-inspection/01d19231-53bd-4464-8d64-19527a6be32f.jpg.296x216.jpg', '广泰门地铁口金裕青青家园三居，交通便利，满五满二。', '金裕青青家园  ', '高楼层(共12层)板塔结合  -  浐灞', '154万', '单价9486元/平米')
('https://image1.ljcdn.com/610100-inspection/097509c7-c5c5-4f44-819a-345b741d056b.jpg.296x216.jpg', '三室两卫，朝南户型，采光充足。', '东方罗马花园  ', '中楼层(共16层)板塔结合  -  浐灞', '133万', '单价21112元/平米')
('https://image1.ljcdn.com/610100-inspection/c4fd046a-c8d6-4f25-8ed4-72bfd034449e.jpg.296x216.jpg', '凯德广场旁 御锦城三期 三室毛坯 户型方正 有钥匙', '御锦城V青年  ', '高楼层(共34层)暂无数据  -  浐灞', '138万', '单价15036元/平米')
('', '沁水新城地铁口刚需两室户型方正采光好证在手看房方便', '沁水新城  ', '中楼层(共18层)板塔结合  -  浐灞', '128万', '单价13088元/平米')
('https://image1.ljcdn.com/610100-inspection/test-9ab86d47-635b-4142-b66c-83be28d08356.png.296x216.jpg', '精装三室两厅，浐河东路，配套齐全', '水岸东方3期  ', '低楼层(共26层)板塔结合  -  浐灞', '135万', '单价13491元/平米')
('https://image1.ljcdn.com/610100-inspection/c076fefc-0508-4437-bc2d-c26a267983bb.jpg.296x216.jpg', '西安蓝天小区 3室2厅 95万', '西安蓝天小区  ', '中楼层(共8层)板塔结合  -  浐灞', '95万', '单价8122元/平米')
('https://image1.ljcdn.com/610100-inspection/3b881430-b614-4f1b-bbf3-ddef641de93a.jpg.296x216.jpg', '中楼层，视野宽阔，采光充足，配套齐全，交通便利。', '浐灞半岛A14区  ', '中楼层(共18层)板塔结合  -  浐灞', '135万', '单价15514元/平米')
('', '东方罗马花园 优质房源 诚心出售', '东方罗马花园  ', '低楼层(共16层)板塔结合  -  浐灞', '90万', '单价20931元/平米')
('https://image1.ljcdn.com/610100-inspection/b5891417-40bd-47c4-8217-cbd0f31d55a2.jpg.296x216.jpg', '东方罗马花园，精装修两居室，业主诚心出售，看房方便', '东方罗马花园  ', '高楼层(共16层)板塔结合  -  浐灞', '87万', '单价21750元/平米')
('https://image1.ljcdn.com/610100-inspection/test-8614e687-5925-42cb-8bd2-32b0100a5ef5.png.296x216.jpg', '凯森福景美地3室2厅1厨2卫，业主诚心出售', '凯森福景美地  ', '高楼层(共30层)塔楼  -  浐灞', '178万', '单价13918元/平米')
('https://image1.ljcdn.com/610100-inspection/b6ef9d30-74b8-4b00-8202-252643c0621e.jpg.296x216.jpg', '矿山路东方罗马花园复式大两居满五满二业主靠谱出售', '东方罗马花园  ', '中楼层(共16层)板塔结合  -  浐灞', '106万', '单价21256元/平米')
('https://image1.ljcdn.com/610100-inspection/324834c0-6cad-4282-b86f-b37713945c17.jpg.296x216.jpg', '动静分离复式三居  交通便利  把边户', '东方罗马花园  ', '高楼层(共16层)板塔结合  -  浐灞', '130万', '单价20635元/平米')
('https://image1.ljcdn.com/610100-inspection/e7d91ba9-d3d0-4c38-bdad-6ff7d7101012.jpg.296x216.jpg', '御锦城三期 经典小三室 满3满2 地铁口 大社区 配套齐', '御锦城V青年  ', '中楼层(共34层)板塔结合  -  浐灞', '140万', '单价15866元/平米')
('', '板楼 南北通透 地铁口 水岸东方1期 三室 宜居成熟小区', '水岸东方1期  ', '低楼层(共14层)板楼  -  浐灞', '220万', '单价14380元/平米')
('https://image1.ljcdn.com/610100-inspection/test-0d659461-2c23-496b-9208-cfa5d6e9f821.png.296x216.jpg', '灞桥区  金裕青青家园西区 三室精装', '金裕青青家园西区  ', '低楼层(共6层)暂无数据  -  浐灞', '120万', '单价10527元/平米')
('https://image1.ljcdn.com/610100-inspection/353961c8-87ef-4bae-ba24-55b9cd2873b6.jpg.296x216.jpg', '沁水新城 长乐坡地铁口 经典错层 精装三室  看房方便', '沁水新城  ', '高楼层(共18层)板塔结合  -  浐灞', '220万', '单价15306元/平米')
('https://image1.ljcdn.com/610100-inspection/0ff4d124-bd16-4716-9627-b14482caab37.jpg.296x216.jpg', '龙湖香醍底跃，毛坯房，带70平米大花园加产权车位。', '龙湖香醍国际社区  ', '低楼层(共9层)暂无数据  -  浐灞', '435万', '单价18201元/平米')
('', '此房是满三满二，小区门口就是长乐坡地铁口和公交站', '荣德棕榈湾  ', '高楼层(共30层)塔楼  -  浐灞', '129万', '单价14222元/平米')
('https://image1.ljcdn.com/610100-inspection/5c49c191-d574-4cbb-bd6f-6a96399d12ea.jpg.296x216.jpg', '上上墅精装  复式大三居  地铁口  户型方正', '上上墅  ', '高楼层(共18层)暂无数据  -  浐灞', '136万', '单价19754元/平米')
('https://image1.ljcdn.com/610100-inspection/test-193d95f3-2ab7-4cb7-8d4b-665dbecd6917.png.296x216.jpg', '地铁口简装两室，价格低，靠谱出售，有钥匙看房方便', '浐灞半岛A6区  ', '中楼层(共18层)板塔结合  -  浐灞', '130万', '单价15059元/平米')
('https://image1.ljcdn.com/610100-inspection/test-71ae0781-0cf9-44cd-a6f5-e103e22f64f6.png.296x216.jpg', '御锦城时代ICON两室毛坯诚心出售', '御锦城时代ICON  ', '高楼层(共31层)板塔结合  -  浐灞', '108万', '单价15057元/平米')
('https://image1.ljcdn.com/610100-inspection/44af4db8-7d76-4d88-8ee4-46928fe29909.jpg.296x216.jpg', '广泰门地铁口 精装修错层 自住保持的不错', '东方罗马花园  ', '低楼层(共12层)板楼  -  浐灞', '70万', '单价16092元/平米')
('https://image1.ljcdn.com/610100-inspection/97c78258-2879-4f36-8c50-6dfea55d7398.jpg.296x216.jpg', '御锦城V青年 四 室 精 装 全 带', '御锦城V青年  ', '低楼层(共34层)板塔结合  -  浐灞', '188万', '单价13499元/平米')
('', '翠屏湾纯南户型，视野好无遮挡，公摊小！', '翠屏湾1期  ', '中楼层(共18层)板楼  -  浐灞', '125万', '单价13936元/平米')
