('https://image1.ljcdn.com/210200-inspection/test-17f96236-17af-40cd-aa32-b43cc0d2e7a8.png.296x216.jpg', '大华精装修三室,拎包即住,随时看房.', '大华锦绣华城一期  | 3室2厅 | 91.35平米 | 南 北 | 精装 | 有电梯', '高楼层(共30层)2010年建板楼  -  庙岭', '235万', '单价25726元/平米')
('https://image1.ljcdn.com/210200-inspection/a858ad7e-23b2-4be0-8631-eba8620028a8.JPG.296x216.jpg', '新新园一期 4室2厅 190万', '新新园一期  | 4室2厅 | 160.74平米 | 南 北 | 简装 | 无电梯', '中楼层(共7层)2000年建板楼  -  庙岭', '190万', '单价11821元/平米')
('https://image1.ljcdn.com/210200-inspection/231ff599-f33b-466e-be16-bbc38fcca134.jpg.296x216.jpg', '亿达普罗旺斯二期 3室1厅 400万', '亿达普罗旺斯二期  | 3室1厅 | 114.15平米 | 南 北 | 精装', '低楼层(共8层)2014年建板楼  -  小平岛', '400万', '单价35042元/平米')
('https://image1.ljcdn.com/210200-inspection/test-62108463-62d4-451a-8418-f2fbe87243e0.png.296x216.jpg', '亿达普罗旺斯二期南北小三室 户型方正好楼层', '亿达普罗旺斯二期  | 3室2厅 | 117.82平米 | 南 北 | 毛坯', '中楼层(共11层)2014年建板楼  -  小平岛', '238万', '单价20201元/平米')
('https://image1.ljcdn.com/210200-inspection/test-41112000-e9f3-4601-907d-1a5889c2aad8.png.296x216.jpg', '高新万达 精装全明小户型 业主急售', '东盛启城  | 1室0厅 | 42.8平米 | 东北 | 精装 | 有电梯', '中楼层(共27层)2012年建塔楼  -  万达', '74.5万', '单价17407元/平米')
('https://image1.ljcdn.com/210200-inspection/test-7feda66b-976d-46f8-9a1e-3d9d9d96cd5b.png.296x216.jpg', '高新园两室精装南北通透年轻装修随时可看', '海创半山壹号  | 2室1厅 | 88.34平米 | 南 北 | 其他 | 有电梯', '中楼层(共18层)2011年建板楼  -  七贤岭', '163万', '单价18452元/平米')
('https://image1.ljcdn.com/210200-inspection/07cfe353-dfbf-49fc-9c00-bb746a9474a0.jpg.296x216.jpg', '数码广场一室精品小户型电梯公寓', 'city one  | 1室1厅 | 46.21平米 | 东 | 精装 | 有电梯', '中楼层(共11层)2006年建板楼  -  软件园', '82万', '单价17746元/平米')
('https://image1.ljcdn.com/210200-inspection/test-8403138d-5dac-4e52-a8bd-855b2839b2ee.png.296x216.jpg', '房子是南北通厅，手续清晰.房主诚心出售', '小平岛E东组团  | 3室2厅 | 127.24平米 | 南 北 | 精装 | 有电梯', '中楼层(共15层)2007年建板楼  -  小平岛', '255万', '单价20041元/平米')
('https://image1.ljcdn.com/210200-inspection/test-ba3dadd2-266f-4640-834f-12a52cfad481.png.296x216.jpg', '小平岛海角七号 1室1厅 109万', '小平岛海角七号  | 1室1厅 | 42平米 | 东南 | 其他 | 有电梯', '低楼层(共34层)2011年建板楼  -  小平岛', '109万', '单价25953元/平米')
('https://image1.ljcdn.com/210200-inspection/8545e3eb-20e1-4b67-8e0a-8eb498ef403f.jpg.296x216.jpg', '因特摩尔 2室1厅 120万', '因特摩尔  | 2室1厅 | 53.92平米 | 东北 | 其他 | 有电梯', '高楼层(共30层)2011年建塔楼  -  万达', '120万', '单价22256元/平米')
('https://image1.ljcdn.com/210200-inspection/6f37d6ef-c8a0-4c71-a3fa-26605d2f6e83.JPG.296x216.jpg', '小平岛邻海园 3室2厅 270万', '小平岛邻海园  | 3室2厅 | 154.46平米 | 南 北 | 其他 | 有电梯', '低楼层(共8层)2007年建板楼  -  小平岛', '270万', '单价17481元/平米')
('https://image1.ljcdn.com/210200-inspection/test-b06f9fa5-e4da-4ded-93e5-561602b80e6f.png.296x216.jpg', '悦丽海湾 2室2厅 186万', '悦丽海湾  | 2室2厅 | 88.32平米 | 南 北 | 毛坯 | 有电梯', '中楼层(共33层)2014年建板楼  -  小平岛', '186万', '单价21060元/平米')
('https://image1.ljcdn.com/210200-inspection/56d7ba27-8594-4eac-a8b5-78d340eb1320.9.5-27.jpg.296x216.jpg', '亿达普罗旺斯 4室2厅 370万', '亿达普罗旺斯  | 4室2厅 | 157.8平米 | 南 北 | 毛坯 | 有电梯', '高楼层(共5层)2014年建板楼  -  小平岛', '370万', '单价23448元/平米')
('https://image1.ljcdn.com/210200-inspection/test-f58f46a4-0209-47c2-b99f-a9a642e13aa7.png.296x216.jpg', '菁英汇 1室1厅 65万', '菁英汇  | 1室1厅 | 56平米 | 南 | 简装 | 有电梯', '中楼层(共19层)2007年建板楼  -  万达', '65万', '单价11608元/平米')
('https://image1.ljcdn.com/210200-inspection/64961ffd-d5ae-4787-b1ea-1b93125bc5c1.JPG.296x216.jpg', '大华锦绣华城一期 5室3厅 550万', '大华锦绣华城一期  | 5室3厅 | 132.32平米 | 南 北 | 简装 | 有电梯', '低楼层(共5层)2010年建板楼  -  庙岭', '550万', '单价41566元/平米')
('https://image1.ljcdn.com/210200-inspection/5dc7a39c-c253-46ff-941f-35a7e57d18d6.JPG.296x216.jpg', '房子是顶楼带阁楼 上下面积一样 阁楼带窗户', '小平岛海悦山  | 3室2厅 | 113.6平米 | 南 | 毛坯 | 有电梯', '高楼层(共30层)2011年建板楼  -  小平岛', '245万', '单价21567元/平米')
('https://image1.ljcdn.com/210200-inspection/test-781a2a1d-1806-4a43-bf75-423a7490d1a6.png.296x216.jpg', '硅谷假日公寓 1室0厅 66万', '硅谷假日公寓  | 1室0厅 | 44.08平米 | 西北 | 其他 | 有电梯', '中楼层(共11层)2005年建板楼  -  万达', '66万', '单价14973元/平米')
('https://image1.ljcdn.com/210200-inspection/test-33cdd10d-a38b-4295-a42a-387b61e0730a.png.296x216.jpg', '高新园区哈佛世纪精装两室非顶楼入可住无坡小区前排', '哈佛世纪  | 2室1厅 | 89平米 | 南 北 | 精装 | 有电梯', '高楼层(共29层)2014年建板楼  -  凌水', '189万', '单价21236元/平米')
('https://image1.ljcdn.com/210200-inspection/389304ea-c999-439e-ba72-1985f22d3b38.JPG.296x216.jpg', '东方圣克拉公寓 1室0厅 117万', '东方圣克拉公寓  | 1室0厅 | 55.15平米 | 东 西 | 精装 | 有电梯', '中楼层(共23层)2015年建板楼  -  庙岭', '117万', '单价21215元/平米')
('https://image1.ljcdn.com/210200-inspection/test-79ca51e6-201c-4d2b-b8c8-752ca71af78e.png.296x216.jpg', '山海一家 南向两室 交通便利 配套成熟', '山海一家一期  | 2室2厅 | 68.18平米 | 东南 | 简装 | 有电梯', '高楼层(共16层)2005年建塔楼  -  万达', '102万', '单价14961元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload876e9c0c-fe0d-4e22-b3cc-1caf79542d7c.jpg.296x216.jpg', '万达海景公寓 1室0厅 76万', '万达海景公寓  | 1室0厅 | 50.36平米 | 南 | 其他 | 有电梯', '中楼层(共30层)2013年建板楼  -  万达', '76万', '单价15092元/平米')
('https://image1.ljcdn.com/210200-inspection/4852ee0e-e807-4816-9186-76f43c112597.JPG.296x216.jpg', '高新海景好房南向独立一室装修保持好', '宏都峰景  | 1室1厅 | 54.63平米 | 南 | 其他 | 有电梯', '中楼层(共31层)2012年建板楼  -  万达', '128万', '单价23431元/平米')
('https://image1.ljcdn.com/210200-inspection/a88f4f91-7026-4c36-8b15-eaa3ba642909.jpg.296x216.jpg', '高新亚群两室精装修保持好拎包即住', '中海紫御观邸三期  | 2室2厅 | 93.8平米 | 南 | 精装 | 有电梯', '低楼层(共32层)2014年建板楼  -  万达', '225万', '单价23988元/平米')
('https://image1.ljcdn.com/210200-inspection/test-82d38bf0-f52b-461c-bcee-beee577c8698.png.296x216.jpg', 'MINI印象 1室0厅 83万', 'MINI印象  | 1室0厅 | 51.45平米 | 南 | 其他 | 有电梯', '中楼层(共32层)2012年建塔楼  -  万达', '83万', '单价16133元/平米')
('https://image1.ljcdn.com/210200-inspection/test-ad40fe56-f869-44de-b016-56773048af06.png.296x216.jpg', '软件园数码广场精装公寓双语九年，亿达物业，', '软景E居  | 1室1厅 | 47平米 | 东 北 | 精装 | 有电梯', '高楼层(共31层)2011年建板楼  -  软件园', '135万', '单价28724元/平米')
('https://image1.ljcdn.com/210200-inspection/test-aee3e23b-8c21-4017-9597-936b1542ae49.png.296x216.jpg', '柏悦国际公寓精装修一室户型 单身居住的不错选择', '柏悦国际公寓  | 1室0厅 | 36.31平米 | 西北 | 精装 | 有电梯', '低楼层(共31层)2012年建板楼  -  万达', '48.5万', '单价13358元/平米')
('https://image1.ljcdn.com/210200-inspection/test-a172ab2c-315b-42ae-bd5d-88af572770f1.png.296x216.jpg', '亿达品质 精装修 双语九年连读 数码广场位置', '软景E居  | 1室0厅 | 46.86平米 | 东北 | 精装 | 有电梯', '中楼层(共31层)2011年建板楼  -  软件园', '125万', '单价26676元/平米')
('https://image1.ljcdn.com/210200-inspection/b9b6c948-b8b0-430c-83d4-e3229db9cee2.JPG.296x216.jpg', '万达海景公寓精装南向高楼层视野好', '万达海景公寓  | 1室0厅 | 50.36平米 | 南 | 精装 | 有电梯', '高楼层(共30层)2013年建板楼  -  万达', '63万', '单价12510元/平米')
('https://image1.ljcdn.com/210200-inspection/fbccd3bc-459f-4d05-98cc-7a637398b433.jpg.296x216.jpg', '凌水康桥小镇，精装下越产品，保持的很好，拎包入住。', '康桥小镇  | 6室3厅 | 115.7平米 | 南 北 | 精装 | 无电梯', '低楼层(共4层)2010年建板楼  -  凌水', '272万', '单价23510元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload9938dd05-ad38-42e2-b438-1f326765ff0e.jpg.296x216.jpg', '高新园区mini印象南向小户型，室内保持好，看房方便', 'MINI印象  | 1室0厅 | 50.8平米 | 南 | 精装 | 有电梯', '中楼层(共32层)2012年建塔楼  -  万达', '92万', '单价18111元/平米')
('https://image1.ljcdn.com/210200-inspection/73174aee-0cc1-4b1f-89f4-1a18d48c028c.jpg.296x216.jpg', '亿海贤府 2室2厅 219万', '亿海贤府  | 2室2厅 | 87平米 | 南 北 | 其他', '中楼层(共24层)2017年建板楼  -  万达', '219万', '单价25173元/平米')
('https://image1.ljcdn.com/210200-inspection/7a934377-d347-4e1d-b18c-5d44de3401bf.jpg.296x216.jpg', '橡树庄园清水大别墅，别墅区内环境好', '橡树庄园  | 5室2厅 | 385.1平米 | 东 南 西 北 | 毛坯', '低楼层(共2层)暂无数据  -  黄泥川', '1400万', '单价36355元/平米')
('https://image1.ljcdn.com/210200-inspection/fddb2e6b-a549-4058-9443-35d947194143.jpg.296x216.jpg', '小区中间，低楼层，南向两室，东客厅，精装修，保持好', '恒瑞坦城  | 2室1厅 | 88平米 | 东南 | 精装 | 有电梯', '低楼层(共29层)2015年建板楼  -  凌水', '161万', '单价18296元/平米')
('https://image1.ljcdn.com/210200-inspection/test-cc7261d1-c474-4bd4-ac77-73355bfd6e7e.png.296x216.jpg', '凌源街 2室0厅 58.5万', '凌源街  | 2室0厅 | 38.76平米 | 南 | 简装 | 无电梯', '低楼层(共5层)1990年建板楼  -  学府', '58.5万', '单价15093元/平米')
('https://image1.ljcdn.com/210200-inspection/test-26c9f890-f417-479a-bac5-fdef29c4602f.png.296x216.jpg', '中海紫御观邸一期 3室2厅 275万', '中海紫御观邸一期  | 3室2厅 | 98.48平米 | 南 北 | 精装 | 有电梯', '高楼层(共9层)2013年建板楼  -  万达', '275万', '单价27925元/平米')
('https://image1.ljcdn.com/210200-inspection/test-b98a41a3-faaf-47d6-840e-72df15b23bd4.png.296x216.jpg', 'MINI印象 精装小户型 拎包入住 万达商圈 地铁1号线', 'MINI印象  | 1室0厅 | 50.8平米 | 东北 | 其他 | 有电梯', '高楼层(共32层)2012年建塔楼  -  万达', '82万', '单价16142元/平米')
('https://image1.ljcdn.com/210200-inspection/4988b604-f684-4d87-a743-f5e1186a1a63.jpg.296x216.jpg', '黄浦路沿线 小户型 双南卧室 精装修', '凌源街  | 2室0厅 | 38.6平米 | 南 | 精装 | 无电梯', '中楼层(共5层)1981年建板楼  -  学府', '57万', '单价14767元/平米')
('https://image1.ljcdn.com/210200-inspection/test-d3ea90d8-18c2-448b-8b23-50033ece4ab8.png.296x216.jpg', '因特摩尔 2室1厅 135万', '因特摩尔  | 2室1厅 | 70平米 | 西 北 | 其他 | 有电梯', '低楼层(共30层)2011年建塔楼  -  万达', '135万', '单价19286元/平米')
('https://image1.ljcdn.com/210200-inspection/dd2307f9-0564-4e2d-9f45-0f8d88ba5b56.jpg.296x216.jpg', '东方圣克拉三期 交通方便 小区环境干净舒适 适合居住', '东方圣克拉三期  | 4室1厅 | 96.74平米 | 南 北 | 简装 | 有电梯', '高楼层(共32层)2015年建板楼  -  庙岭', '220万', '单价22742元/平米')
('https://image1.ljcdn.com/210200-inspection/e271b88d-3a98-4e12-a377-b33e6143fab1.jpg.296x216.jpg', '小平岛海悦山 1室0厅 65万', '小平岛海悦山  | 1室0厅 | 28.52平米 | 北 | 精装 | 有电梯', '中楼层(共31层)2011年建板楼  -  小平岛', '65万', '单价22792元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_uploadd053338f-0acb-49c0-9e77-ddbb45c465c8.jpg.296x216.jpg', '万达精装海景公寓，出租快，可看海', '万达海景公寓  | 1室0厅 | 39.21平米 | 西北 | 其他 | 有电梯', '中楼层(共30层)2013年建板楼  -  万达', '60万', '单价15303元/平米')
('https://image1.ljcdn.com/210200-inspection/test-f05948d1-cfa8-4296-8b2f-d28cc79d9c5a.png.296x216.jpg', '翰林观海公寓 1室1厅 102万', '翰林观海公寓  | 1室1厅 | 62平米 | 东南 | 精装 | 无电梯', '高楼层(共5层)2003年建板楼  -  学府', '102万', '单价16452元/平米')
('https://image1.ljcdn.com/210200-inspection/0fcd9812-620c-4383-a618-23fca2e37a69.JPG.296x216.jpg', '亿达普罗旺斯二期 2室1厅 180万', '亿达普罗旺斯二期  | 2室1厅 | 95平米 | 南 | 精装 | 有电梯', '中楼层(共30层)2014年建板楼  -  小平岛', '180万', '单价18948元/平米')
('https://image1.ljcdn.com/210200-inspection/7734a6ef-44e6-4433-8816-de9324d76ebb.JPG.296x216.jpg', '大有文园公寓 1室1厅 64.9万', '大有文园公寓  | 1室1厅 | 60.01平米 | 南 | 简装 | 有电梯', '高楼层(共6层)2010年建板楼  -  凌水', '64.9万', '单价10815元/平米')
('https://image1.ljcdn.com/210200-inspection/test-230aa3a6-6e14-40a3-a769-fc14f1292527.png.296x216.jpg', '小平岛邻海园 4室2厅 460万', '小平岛邻海园  | 4室2厅 | 183平米 | 南 北 | 精装 | 有电梯', '中楼层(共12层)2007年建板楼  -  小平岛', '460万', '单价25137元/平米')
('https://image1.ljcdn.com/210200-inspection/test-18e6b8b2-f8ff-4fe4-885f-521c27dc5cc4.png.296x216.jpg', '小平岛 亲海园 三室 南北通透 海景房 采光好 已通煤气', '小平岛亲海园  | 3室2厅 | 150平米 | 南 北 | 毛坯 | 有电梯', '高楼层(共27层)2007年建板楼  -  小平岛', '230万', '单价15334元/平米')
('https://image1.ljcdn.com/210200-inspection/test-61f16fe3-77d5-405c-89f6-1240473ebd0e.png.296x216.jpg', 'MINI印象 1室0厅 87万', 'MINI印象  | 1室0厅 | 51.45平米 | 东北 | 其他 | 有电梯', '高楼层(共32层)2012年建塔楼  -  万达', '87万', '单价16910元/平米')
('https://image1.ljcdn.com/210200-inspection/test-880cc98f-685e-446c-9b57-3675cf063350.png.296x216.jpg', '凌水大有恬园两室南北通透中间楼层', '大有恬园二期  | 2室2厅 | 84.9平米 | 南 北 | 精装 | 有电梯', '中楼层(共8层)2010年建板楼  -  凌水', '167万', '单价19671元/平米')
('https://image1.ljcdn.com/210200-inspection/a4f724d1-5c77-42d4-8f40-4a6d58bd2424.jpg.296x216.jpg', '高新园区万达旁两室精装修采光好两南卧室房主诚心卖', '宏都峰景  | 2室2厅 | 89.32平米 | 南 | 精装 | 有电梯', '低楼层(共30层)2012年建板楼  -  万达', '205万', '单价22952元/平米')
('https://image1.ljcdn.com/210200-inspection/ff47aa5a-f44a-4fca-9fd4-2bafb89973a5.jpg.296x216.jpg', '悦翠台南向精装修小户型 拎包住采光好交通方便楼层好', '大连天地悦翠台  | 1室0厅 | 45.59平米 | 南 | 精装', '低楼层(共28层)板楼  -  黄泥川', '65万', '单价14258元/平米')
('https://image1.ljcdn.com/210200-inspection/test-872ee13e-2394-4a08-b78c-d293b9261f5d.png.296x216.jpg', '斯坦福院落精装视野光线很好楼层好不把边', '斯坦福院落  | 2室2厅 | 87.14平米 | 南 | 精装 | 有电梯', '中楼层(共12层)2008年建板楼  -  软件园', '210万', '单价24100元/平米')
('https://image1.ljcdn.com/210200-inspection/75ab0573-8b1e-4f60-adef-27af4c218345.jpg.296x216.jpg', '高新园区橡树庄园联排别墅装修好低价出售', '橡树庄园  | 4室3厅 | 226.28平米 | 南 北 | 精装', '低楼层(共3层)暂无数据  -  黄泥川', '780万', '单价34471元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload9c302369-f9c8-40ff-9e01-64c2f8914e34.jpg.296x216.jpg', '万达精装公寓，地理位置好，出行方便', '万达海景公寓  | 1室1厅 | 50.36平米 | 南 | 其他 | 有电梯', '中楼层(共30层)2013年建板楼  -  万达', '76万', '单价15092元/平米')
('https://image1.ljcdn.com/210200-inspection/test-11161b21-ea68-4446-a7a9-6355ddd4efce.png.296x216.jpg', '小平岛海角七号 1室1厅 108万', '小平岛海角七号  | 1室1厅 | 43平米 | 南 | 精装 | 有电梯', '低楼层(共34层)2011年建板楼  -  小平岛', '108万', '单价25117元/平米')
('https://image1.ljcdn.com/210200-inspection/cdc2294a-970f-406d-a683-f4055c3a9ae6.JPG.296x216.jpg', '高新园区独立一室一厅，户型方正采光好', '谷歌里  | 2室1厅 | 62.26平米 | 南 | 其他 | 有电梯', '低楼层(共16层)2009年建板楼  -  七贤岭', '95万', '单价15259元/平米')
('https://image1.ljcdn.com/210200-inspection/test-b2f8ac64-6277-433d-8f9e-f74384bbf71b.png.296x216.jpg', 'MINI印象 1室0厅 87万', 'MINI印象  | 1室0厅 | 50.8平米 | 西南 | 精装 | 有电梯', '中楼层(共32层)2012年建塔楼  -  万达', '87万', '单价17126元/平米')
('https://image1.ljcdn.com/210200-inspection/test-789dd42f-b64a-4ec8-8bc6-39bfc31b7218.png.296x216.jpg', '壹品漫谷 3室2厅 258万', '壹品漫谷  | 3室2厅 | 132.83平米 | 南 北 | 精装 | 有电梯', '低楼层(共11层)2008年建板楼  -  凌水', '258万', '单价19424元/平米')
('https://image1.ljcdn.com/210200-inspection/cf6a1dab-81f8-4417-a629-172e08d65313.JPG.296x216.jpg', '黄浦路沿线，小高层带电梯，距万达800米，地铁沿线', '名仕乐居  | 2室1厅 | 78.68平米 | 南 北 | 简装 | 有电梯', '高楼层(共18层)2008年建板楼  -  学府', '175万', '单价22242元/平米')
('https://image1.ljcdn.com/210200-inspection/test-e683fc44-b0f4-4ca6-94f0-587bd4ef1d74.png.296x216.jpg', '小平岛亲海园A2组团 2室2厅 158万', '小平岛亲海园A2组团  | 2室2厅 | 84平米 | 南 | 毛坯 | 有电梯', '中楼层(共14层)2008年建板楼  -  小平岛', '158万', '单价18810元/平米')
('https://image1.ljcdn.com/210200-inspection/test-bc3e770f-0f9e-48f9-9111-fb512c17d9d0.png.296x216.jpg', '双语三年，多层中间楼层，看房方便，看房随时联系', '凌源街  | 2室0厅 | 41.29平米 | 南 北 | 简装 | 无电梯', '中楼层(共5层)1990年建板楼  -  学府', '58万', '单价14047元/平米')
('https://image1.ljcdn.com/210200-inspection/test-5ed45521-c18f-4327-ba86-729ec77a29ae.png.296x216.jpg', '康桥小镇中间位置 南北通透通透两室五明户型 赠送车库', '康桥小镇  | 2室2厅 | 83.02平米 | 南 北 | 简装 | 无电梯', '中楼层(共4层)2010年建板楼  -  凌水', '160万', '单价19273元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload479736b1-4ae3-4950-8042-43c703892d9a.jpg.296x216.jpg', '万达海景公寓 1室0厅 60万', '万达海景公寓  | 1室0厅 | 50.36平米 | 南 | 精装 | 有电梯', '高楼层(共30层)2013年建板楼  -  万达', '60万', '单价11915元/平米')
('https://image1.ljcdn.com/210200-inspection/test-7ac021d3-edda-438f-8b2e-d358fe6c2f56.png.296x216.jpg', '新新园一期 一楼小户型 可做餐饮', '新新园一期  | 1室1厅 | 44.49平米 | 南 | 其他 | 无电梯', '低楼层(共6层)2000年建板楼  -  庙岭', '80万', '单价17982元/平米')
('https://image1.ljcdn.com/210200-inspection/test-fee50ebc-d770-45c8-b44a-8e0128dcc65f.png.296x216.jpg', '菁英汇 1室1厅 85万', '菁英汇  | 1室1厅 | 75.94平米 | 东南 | 其他 | 有电梯', '中楼层(共19层)2007年建板楼  -  万达', '85万', '单价11194元/平米')
('https://image1.ljcdn.com/210200-inspection/7b22d293-fb39-44f3-b8d1-a51d5b793e01.JPG.296x216.jpg', '弘基三期大露台能看海大跃层近车站出行方便', '弘基三期  | 4室2厅 | 156.18平米 | 南 北 | 精装 | 有电梯', '高楼层(共10层)2005年建板楼  -  学府', '298万', '单价19081元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload22b3d0ec-4cba-4439-9520-8516cf2d6b0e.jpg.296x216.jpg', '精装修公寓，酒店式管理，租金高。', '万达海景公寓  | 1室1厅 | 50.36平米 | 南 | 其他 | 有电梯', '中楼层(共30层)2013年建板楼  -  万达', '76万', '单价15092元/平米')
('https://image1.ljcdn.com/210200-inspection/test-2a643592-d68e-4744-823d-a7e3e19e42f0.png.296x216.jpg', '中海紫御观邸三期 2室1厅 179万', '中海紫御观邸三期  | 2室1厅 | 93平米 | 南 | 其他 | 有电梯', '低楼层(共32层)2014年建板楼  -  万达', '179万', '单价19248元/平米')
('https://image1.ljcdn.com/210200-inspection/16ecfd8e-e10a-43bb-a27a-622db0795ffd.jpg.296x216.jpg', '亿达普罗旺斯 3室2厅 360万', '亿达普罗旺斯  | 3室2厅 | 150.31平米 | 南 北 | 精装 | 有电梯', '中楼层(共6层)2014年建板楼  -  小平岛', '360万', '单价23951元/平米')
('https://image1.ljcdn.com/210200-inspection/ca3ff2b6-bf45-4d2a-bf4c-624f52ed96bc1.jpg.296x216.jpg', '由家村 2室1厅 57万', '由家村  | 2室1厅 | 53.57平米 | 东南 | 其他 | 无电梯', '低楼层(共7层)1990年建板楼  -  软件园', '57万', '单价10641元/平米')
('https://image1.ljcdn.com/210200-inspection/test-af526621-e84c-414d-a7cb-9338e14ca442.png.296x216.jpg', '双语中xue，高新区中间地脚，两室简装，业主诚心出售', '凌源街  | 2室1厅 | 41.29平米 | 南 北 | 简装 | 无电梯', '中楼层(共5层)1990年建板楼  -  学府', '54万', '单价13079元/平米')
('https://image1.ljcdn.com/210200-inspection/test-cecb38ec-54a8-4f07-8184-a203f78bc35a.png.296x216.jpg', '招商兰溪谷 3室1厅 277万', '招商兰溪谷  | 3室1厅 | 108.04平米 | 南 北 | 其他 | 有电梯', '中楼层(共8层)2016年建板楼  -  万达', '277万', '单价25639元/平米')
('https://image1.ljcdn.com/210200-inspection/e84a6392-30a9-4f1d-8427-fa5200e6e865.JPG.296x216.jpg', '双语学校 2室1厅 135万', '双语学校  | 2室1厅 | 44.95平米 | 南 西 北 | 其他 | 无电梯', '低楼层(共7层)2000年建板楼  -  软件园', '135万', '单价30034元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/test-1c487546-ca1d-4c6b-b14c-63f283369060.png.280x210.jpg', '翰林观海公寓 1室0厅 78万', '翰林观海公寓  | 1室0厅 | 38.66平米 | 东 | 简装 | 无电梯', '中楼层(共5层)2003年建板楼  -  学府', '78万', '单价20176元/平米')
('https://image1.ljcdn.com/210200-inspection/test-feb1066b-c6ac-4533-b291-a5c38c54aba9.png.296x216.jpg', '大连天地悦翠台 1室0厅 66万', '大连天地悦翠台  | 1室0厅 | 44.66平米 | 南 | 精装', '中楼层(共28层)板楼  -  黄泥川', '66万', '单价14779元/平米')
('https://image1.ljcdn.com/210200-inspection/test-2f484ef1-ddbe-43b0-a205-b0c7bb0c9606.png.296x216.jpg', '康桥小镇 一室精装修 位置好小区前排', '康桥小镇  | 1室1厅 | 57.62平米 | 南 北 | 精装 | 有电梯', '低楼层(共8层)2010年建板楼  -  凌水', '96万', '单价16661元/平米')
('https://image1.ljcdn.com/210200-inspection/0ad35b18-3739-4e56-a120-c8ef2828a0b2.jpg.296x216.jpg', '万达精装小公寓，自住出租皆可。', '万达海景公寓  | 1室0厅 | 50.36平米 | 南 | 精装 | 有电梯', '低楼层(共30层)2013年建板楼  -  万达', '63万', '单价12510元/平米')
('https://image1.ljcdn.com/210200-inspection/test-48d48b40-2aec-43e1-92a8-940c81b48e6a.png.296x216.jpg', '海创半山壹号 3室2厅 220万', '海创半山壹号  | 3室2厅 | 132平米 | 南 北 | 毛坯 | 有电梯', '高楼层(共9层)2011年建板楼  -  七贤岭', '220万', '单价16667元/平米')
('https://image1.ljcdn.com/210200-inspection/test-2618c96f-eb70-4418-8424-3fc6657000b5.png.296x216.jpg', '高新园区一线海景精装修南北通透，近万达广场', '万达海公馆  | 3室2厅 | 251平米 | 南 北 | 精装 | 有电梯', '低楼层(共41层)2015年建板楼  -  万达', '575万', '单价22909元/平米')
('https://image1.ljcdn.com/210200-inspection/test-e46e618c-7910-4d0d-bd23-c8608af7cb88.png.296x216.jpg', '小平岛海角七号 2室2厅 187万', '小平岛海角七号  | 2室2厅 | 87平米 | 南 | 精装 | 有电梯', '中楼层(共34层)2011年建板楼  -  小平岛', '187万', '单价21495元/平米')
('https://image1.ljcdn.com/210200-inspection/test-7e5c40d4-6d51-43ab-81bb-0bbdb8a26481.png.296x216.jpg', 'MINI印象 1室0厅 58万', 'MINI印象  | 1室0厅 | 60.1平米 | 南 | 其他 | 有电梯', '低楼层(共32层)塔楼  -  万达', '58万', '单价9651元/平米')
('https://image1.ljcdn.com/210200-inspection/d4d76c2a-802e-452e-bc91-884d394ecefb.JPG.296x216.jpg', '楼层位置好精装拎包即住三室两户型方正', '小平岛亲海园  | 3室2厅 | 139.56平米 | 南 北 | 精装 | 有电梯', '中楼层(共13层)2007年建板楼  -  小平岛', '310万', '单价22213元/平米')
('https://image1.ljcdn.com/210200-inspection/test-94e3585f-7a4b-4509-8cc1-b254b2cf2139.png.296x216.jpg', '多层电梯洋房，婚房装修三室二卫南北通透，保持好', '招商兰溪谷  | 3室1厅 | 122.2平米 | 南 北 | 精装 | 有电梯', '低楼层(共5层)2016年建板楼  -  万达', '310万', '单价25369元/平米')
('https://image1.ljcdn.com/210200-inspection/test-e8f3f72c-0309-46be-9f05-c58d51e82235.png.296x216.jpg', '宏都峰景 3室2厅 348万', '宏都峰景  | 3室2厅 | 130.15平米 | 南 北 | 其他 | 有电梯', '中楼层(共5层)2012年建板楼  -  万达', '348万', '单价26739元/平米')
('https://image1.ljcdn.com/210200-inspection/test-2ff1443b-2c38-4090-9c40-0c6bf02c1a1f.png.296x216.jpg', '新新园二期 2室2厅 170万', '新新园二期  | 2室2厅 | 96.41平米 | 南 北 | 其他 | 有电梯', '低楼层(共12层)2005年建板楼  -  庙岭', '170万', '单价17634元/平米')
('https://image1.ljcdn.com/210200-inspection/f798c4bf-d7c1-4909-8feb-278428b95278.JPG.296x216.jpg', '数码广场软件园亿达精装修一室一厅70年产权9年双语', '软景E居  | 1室1厅 | 50.72平米 | 东南 | 精装 | 有电梯', '中楼层(共31层)2011年建板楼  -  软件园', '154万', '单价30363元/平米')
